"origin_fips","dest_fips","num_migrants"
96,0,5687411
97,0,5514902
98,0,172509
96,1,92180
97,1,89794
98,1,2386
1,1,3593492
13,1,17114
12,1,12189
47,1,6698
48,1,6016
28,1,5498
6,1,3192
37,1,3256
51,1,3010
22,1,2480
36,1,1924
57,1,2386
39,1,2069
26,1,2051
17,1,1846
45,1,1881
21,1,1855
18,1,1446
29,1,1265
5,1,1096
4,1,1248
42,1,1066
8,1,1125
53,1,1092
24,1,953
40,1,878
20,1,794
34,1,682
55,1,562
15,1,602
25,1,442
32,1,503
2,1,578
27,1,405
19,1,420
49,1,447
9,1,362
35,1,399
41,1,312
31,1,313
54,1,286
16,1,237
33,1,146
56,1,156
23,1,139
46,1,146
44,1,120
11,1,79
38,1,111
10,1,150
30,1,109
50,1,46
96,2,32136
97,2,30965
98,2,1171
2,2,528988
53,2,2817
6,2,2817
48,2,2636
12,2,1705
41,2,1464
8,2,1033
4,2,1035
57,2,1171
13,2,1164
37,2,1016
51,2,940
36,2,613
16,2,679
26,2,603
17,2,557
27,2,530
15,2,625
32,2,583
30,2,523
49,2,660
42,2,437
29,2,603
39,2,481
40,2,604
55,2,424
1,2,620
47,2,468
45,2,442
35,2,374
18,2,329
22,2,408
20,2,424
21,2,424
24,2,364
25,2,220
34,2,212
56,2,227
31,2,252
5,2,243
19,2,181
38,2,186
46,2,171
9,2,133
28,2,186
23,2,162
50,2,77
54,2,99
33,2,77
10,2,64
11,2,39
44,2,34
96,4,161552
97,4,158038
98,4,3514
4,4,4610282
6,4,30618
48,4,11024
53,4,7905
8,4,7769
17,4,7119
35,4,7094
32,4,6084
12,4,5215
26,4,4629
36,4,4168
49,4,5433
39,4,3931
41,4,3931
27,4,3150
42,4,3007
55,4,2908
57,4,3514
29,4,2712
37,4,2845
18,4,2561
51,4,2554
13,4,2682
34,4,1902
19,4,1812
20,4,1876
16,4,2100
25,4,1596
40,4,1805
47,4,1582
31,4,1474
24,4,1340
15,4,1398
2,4,1356
30,4,1180
46,4,1014
21,4,1113
56,4,1019
9,4,932
45,4,1060
5,4,952
1,4,921
22,4,879
28,4,652
38,4,579
33,4,485
23,4,414
44,4,282
11,4,228
54,4,247
10,4,257
50,4,244
96,5,61606
97,5,60755
98,5,851
5,5,2133951
48,5,10782
29,5,6646
40,5,5250
47,5,3519
6,5,3531
12,5,2621
22,5,2631
17,5,2295
28,5,2066
13,5,1522
20,5,1536
37,5,1193
4,5,1208
26,5,1099
8,5,975
51,5,997
1,5,972
39,5,873
18,5,826
36,5,772
57,5,851
55,5,744
53,5,714
19,5,612
21,5,652
42,5,576
32,5,564
27,5,538
45,5,557
31,5,424
34,5,405
35,5,426
24,5,343
41,5,362
49,5,414
2,5,269
25,5,204
15,5,230
56,5,251
16,5,247
9,5,137
46,5,109
30,5,130
38,5,124
54,5,99
23,5,72
33,5,56
10,5,62
11,5,39
44,5,53
50,5,28
96,6,402125
97,6,383709
98,6,18416
6,6,28690412
48,6,34901
4,6,31809
36,6,19963
32,6,26229
53,6,24688
12,6,19091
17,6,16063
57,6,18416
41,6,14693
8,6,14552
51,6,13119
25,6,8933
13,6,10518
37,6,11099
42,6,8273
34,6,8185
39,6,7710
26,6,7722
15,6,8677
49,6,9627
24,6,6124
29,6,6138
27,6,5376
18,6,4882
47,6,4915
35,6,4646
55,6,4303
16,6,4517
40,6,4297
9,6,3462
20,6,3732
22,6,3416
45,6,3489
19,6,2682
1,6,2654
11,6,1788
21,6,2496
5,6,2701
2,6,2428
31,6,2180
30,6,1837
28,6,1880
33,6,1326
44,6,1055
56,6,1133
23,6,895
46,6,904
50,6,589
10,6,709
