"origin_fips","dest_fips","num_migrants"
96,1,125513
97,1,123967
98,1,1546
97,1,148378
1,1,3431227
13,1,19942
12,1,15982
47,1,10236
48,1,9639
28,1,7482
6,1,4494
37,1,4636
51,1,4323
22,1,3776
17,1,3127
36,1,2543
39,1,2610
45,1,2473
8,1,2566
26,1,2227
21,1,2292
18,1,2225
29,1,1827
42,1,1757
24,1,1493
53,1,1568
4,1,1395
5,1,1414
57,1,1546
40,1,1242
20,1,1303
34,1,1003
55,1,913
15,1,990
25,1,642
19,1,696
32,1,669
2,1,779
27,1,552
49,1,672
54,1,520
35,1,543
41,1,470
9,1,457
31,1,434
16,1,244
33,1,228
10,1,210
11,1,169
38,1,212
30,1,223
23,1,167
56,1,201
46,1,185
44,1,140
50,1,76
96,2,36790
97,2,35838
98,2,952
97,2,15530
2,2,531710
6,2,3271
53,2,3265
48,2,3556
12,2,1878
41,2,1405
8,2,1556
4,2,1336
37,2,1542
13,2,1361
51,2,1228
57,2,952
15,2,884
36,2,717
32,2,673
47,2,773
26,2,568
40,2,762
16,2,663
30,2,524
39,2,572
27,2,423
49,2,592
29,2,594
42,2,419
17,2,460
45,2,557
1,2,559
22,2,547
20,2,551
55,2,352
35,2,412
24,2,381
21,2,435
25,2,259
18,2,251
5,2,285
34,2,236
31,2,252
56,2,217
23,2,169
28,2,211
38,2,174
19,2,171
46,2,208
9,2,140
33,2,94
10,2,115
54,2,74
11,2,60
50,2,54
44,2,52
96,4,284642
97,4,282095
98,4,2547
97,4,105692
4,4,4897535
6,4,61771
48,4,20539
8,4,15540
17,4,15310
53,4,15037
12,4,8974
35,4,10106
32,4,8542
41,4,7462
36,4,6492
26,4,6679
49,4,7989
27,4,6077
39,4,5895
55,4,6030
42,4,4745
29,4,4624
18,4,4485
37,4,4857
51,4,4708
13,4,4406
34,4,3206
19,4,3063
16,4,3431
20,4,3065
47,4,2891
25,4,2389
40,4,2830
24,4,2446
15,4,2612
31,4,2365
2,4,2328
30,4,2177
57,4,2547
38,4,1921
56,4,1812
46,4,1720
9,4,1578
45,4,1747
21,4,1459
5,4,1550
22,4,1440
1,4,1440
33,4,837
28,4,841
23,4,682
10,4,468
54,4,469
44,4,405
50,4,377
11,4,278
96,5,82520
97,5,81900
98,5,620
97,5,105388
5,5,2060384
48,5,15875
29,5,7084
40,5,7380
6,5,5099
47,5,4366
22,5,3782
12,5,3373
17,5,2916
28,5,2568
8,5,1957
20,5,1910
13,5,1911
37,5,1560
4,5,1483
39,5,1258
51,5,1267
26,5,1200
53,5,1154
36,5,1068
18,5,1081
1,5,1067
55,5,968
19,5,1021
21,5,975
42,5,774
45,5,738
27,5,666
31,5,661
32,5,626
24,5,571
57,5,620
35,5,563
34,5,551
41,5,466
49,5,557
25,5,349
15,5,422
2,5,357
38,5,295
56,5,273
9,5,255
16,5,296
46,5,237
30,5,231
54,5,217
11,5,75
23,5,92
33,5,91
44,5,78
10,5,79
50,5,57
96,6,571204
97,6,560173
98,6,11031
97,6,1125536
6,6,30323418
48,6,54956
36,6,38462
53,6,35660
4,6,33516
12,6,29934
32,6,28881
17,6,26231
8,6,20898
41,6,19660
51,6,22747
25,6,15482
37,6,16816
42,6,13299
34,6,14777
13,6,14330
15,6,13710
24,6,11594
39,6,11239
26,6,10713
57,6,11031
49,6,10895
29,6,8077
27,6,7797
18,6,6842
47,6,7191
55,6,6476
9,6,5767
35,6,5852
11,6,4046
40,6,5717
22,6,5287
16,6,5379
45,6,5148
20,6,5103
19,6,3400
1,6,3459
21,6,3454
2,6,3529
5,6,3123
31,6,3081
30,6,2543
28,6,2566
33,6,1791
44,6,1825
38,6,1740
23,6,1542
56,6,1493
46,6,1295
10,6,1128
50,6,843
54,6,879
96,8,268043
97,8,264701
98,8,3342
97,8,300418
8,8,3982221
6,8,31183
48,8,31802
12,8,16695
17,8,11468
4,8,11454
36,8,8131
51,8,7984
