"origin_fips","dest_fips","num_migrants","m_i","m_j"
53,11,329,6963985,650581
8,11,340,5269035,650581
45,11,291,4764080,650581
47,11,239,6494340,650581
55,11,227,5736754,650581
27,11,229,5413479,650581
29,11,204,6040715,650581
4,11,198,6632764,650581
18,11,187,6568713,650581
22,11,203,4624527,650581
41,11,152,3922468,650581
1,11,148,4830081,650581
10,11,131,923576,650581
54,11,113,1853914,650581
21,11,109,4404659,650581
44,11,96,1055081,650581
15,11,129,1408243,650581
32,11,102,2775970,650581
33,11,84,1326622,650581
20,11,82,2893212,650581
40,11,80,3853214,650581
35,11,92,2092273,650581
28,11,88,2988711,650581
19,11,77,3092997,650581
23,11,75,1328009,650581
49,11,87,2897640,650581
50,11,59,626210,650581
5,11,73,2959400,650581
2,11,47,737068,650581
31,11,37,1865279,650581
30,11,35,1013569,650581
16,11,34,1611206,650581
38,11,29,722036,650581
46,11,26,842316,650581
56,11,15,582122,650581
36,12,56843,19624447,19545621
13,12,40056,9972479,19545621
48,12,34019,26480266,19545621
34,12,27797,8856972,19545621
42,12,24687,12776309,19545621
6,12,23517,38260787,19545621
37,12,25039,9843336,19545621
51,12,24859,8252427,19545621
39,12,22128,11576684,19545621
17,12,21776,12895129,19545621
26,12,17655,9913065,19545621
25,12,16257,6713315,19545621
24,12,14248,5923188,19545621
47,12,14915,6494340,19545621
9,12,12949,3594841,19545621
18,12,12731,6568713,19545621
1,12,13270,4830081,19545621
45,12,11203,4764080,19545621
8,12,8840,5269035,19545621
29,12,8278,6040715,19545621
21,12,8424,4404659,19545621
55,12,7393,5736754,19545621
53,12,7025,6963985,19545621
4,12,6472,6632764,19545621
27,12,6307,5413479,19545621
22,12,5938,4624527,19545621
32,12,4662,2775970,19545621
33,12,4220,1326622,19545621
28,12,4641,2988711,19545621
23,12,3757,1328009,19545621
44,12,3823,1055081,19545621
40,12,3935,3853214,19545621
20,12,3838,2893212,19545621
54,12,3290,1853914,19545621
5,12,3301,2959400,19545621
19,12,3018,3092997,19545621
35,12,3000,2092273,19545621
15,12,2757,1408243,19545621
10,12,2313,923576,19545621
41,12,2130,3922468,19545621
49,12,2575,2897640,19545621
31,12,1928,1865279,19545621
2,12,2027,737068,19545621
50,12,1609,626210,19545621
56,12,1427,582122,19545621
11,12,1176,650581,19545621
46,12,1361,842316,19545621
30,12,1026,1013569,19545621
38,12,996,722036,19545621
16,12,988,1611206,19545621
12,13,39356,19545621,9972479
1,13,17877,4830081,9972479
48,13,18033,26480266,9972479
37,13,16311,9843336,9972479
45,13,14379,4764080,9972479
36,13,13801,19624447,9972479
47,13,14004,6494340,9972479
6,13,13149,38260787,9972479
51,13,10337,8252427,9972479
17,13,8228,12895129,9972479
39,13,6967,11576684,9972479
42,13,6068,12776309,9972479
34,13,6280,8856972,9972479
26,13,5901,9913065,9972479
24,13,5235,5923188,9972479
22,13,4508,4624527,9972479
28,13,3931,2988711,9972479
21,13,4182,4404659,9972479
18,13,3767,6568713,9972479
8,13,3762,5269035,9972479
53,13,3984,6963985,9972479
29,13,3168,6040715,9972479
25,13,2810,6713315,9972479
4,13,2926,6632764,9972479
9,13,2453,3594841,9972479
55,13,2118,5736754,9972479
20,13,2418,2893212,9972479
40,13,1887,3853214,9972479
27,13,1834,5413479,9972479
15,13,2116,1408243,9972479
5,13,1807,2959400,9972479
32,13,1424,2775970,9972479
2,13,1262,737068,9972479
19,13,1039,3092997,9972479
49,13,1161,2897640,9972479
41,13,851,3922468,9972479
54,13,874,1853914,9972479
11,13,684,650581,9972479
35,13,905,2092273,9972479
10,13,861,923576,9972479
31,13,667,1865279,9972479
33,13,586,1326622,9972479
44,13,559,1055081,9972479
23,13,536,1328009,9972479
16,13,435,1611206,9972479
46,13,392,842316,9972479
38,13,374,722036,9972479
30,13,383,1013569,9972479
56,13,343,582122,9972479
50,13,272,626210,9972479
6,15,10436,38260787,1408243
53,15,3705,6963985,1408243
48,15,3852,26480266,1408243
12,15,2662,19545621,1408243
51,15,2603,8252427,1408243
8,15,1670,5269035,1408243
36,15,1377,19624447,1408243
4,15,1411,6632764,1408243
32,15,1385,2775970,1408243
13,15,1703,9972479,1408243
37,15,1748,9843336,1408243
41,15,1288,3922468,1408243
17,15,911,12895129,1408243
24,15,1065,5923188,1408243
2,15,1018,737068,1408243
42,15,655,12776309,1408243
39,15,734,11576684,1408243
45,15,775,4764080,1408243
49,15,843,2897640,1408243
47,15,772,6494340,1408243
34,15,594,8856972,1408243
29,15,715,6040715,1408243
26,15,545,9913065,1408243
20,15,746,2893212,1408243
25,15,433,6713315,1408243
1,15,608,4830081,1408243
9,15,489,3594841,1408243
27,15,405,5413479,1408243
22,15,525,4624527,1408243
21,15,482,4404659,1408243
55,15,360,5736754,1408243
40,15,499,3853214,1408243
18,15,356,6568713,1408243
35,15,394,2092273,1408243
16,15,356,1611206,1408243
30,15,214,1013569,1408243
5,15,227,2959400,1408243
28,15,207,2988711,1408243
19,15,166,3092997,1408243
31,15,174,1865279,1408243
44,15,192,1055081,1408243
33,15,132,1326622,1408243
11,15,99,650581,1408243
23,15,108,1328009,1408243
10,15,110,923576,1408243
54,15,101,1853914,1408243
56,15,110,582122,1408243
46,15,93,842316,1408243
50,15,52,626210,1408243
38,15,67,722036,1408243
6,16,8867,38260787,1611206
53,16,8452,6963985,1611206
49,16,5249,2897640,1611206
41,16,4222,3922468,1611206
4,16,2493,6632764,1611206
48,16,2378,26480266,1611206
32,16,2165,2775970,1611206
30,16,1811,1013569,1611206
8,16,1916,5269035,1611206
56,16,1228,582122,1611206
12,16,977,19545621,1611206
2,16,999,737068,1611206
38,16,698,722036,1611206
51,16,662,8252427,1611206
35,16,614,2092273,1611206
17,16,580,12895129,1611206
37,16,555,9843336,1611206
36,16,485,19624447,1611206
39,16,485,11576684,1611206
29,16,536,6040715,1611206
13,16,458,9972479,1611206
27,16,449,5413479,1611206
26,16,401,9913065,1611206
42,16,365,12776309,1611206
55,16,368,5736754,1611206
15,16,355,1408243,1611206
47,16,407,6494340,1611206
40,16,413,3853214,1611206
18,16,345,6568713,1611206
20,16,345,2893212,1611206
31,16,315,1865279,1611206
19,16,277,3092997,1611206
24,16,282,5923188,1611206
45,16,242,4764080,1611206
46,16,210,842316,1611206
5,16,223,2959400,1611206
25,16,179,6713315,1611206
1,16,216,4830081,1611206
21,16,213,4404659,1611206
34,16,163,8856972,1611206
22,16,165,4624527,1611206
28,16,124,2988711,1611206
9,16,121,3594841,1611206
23,16,116,1328009,1611206
50,16,69,626210,1611206
54,16,58,1853914,1611206
33,16,55,1326622,1611206
44,16,54,1055081,1611206
11,16,31,650581,1611206
10,16,29,923576,1611206
18,17,15170,6568713,12895129
6,17,12385,38260787,12895129
55,17,12077,5736754,12895129
12,17,11124,19545621,12895129
29,17,11195,6040715,12895129
48,17,11270,26480266,12895129
26,17,7339,9913065,12895129
36,17,6074,19624447,12895129
19,17,7010,3092997,12895129
39,17,5305,11576684,12895129
4,17,4437,6632764,12895129
13,17,4798,9972479,12895129
51,17,4142,8252427,12895129
27,17,3762,5413479,12895129
37,17,4011,9843336,12895129
47,17,3745,6494340,12895129
42,17,3384,12776309,12895129
8,17,3175,5269035,12895129
21,17,2900,4404659,12895129
34,17,2911,8856972,12895129
25,17,2295,6713315,12895129
53,17,2416,6963985,12895129
24,17,1853,5923188,12895129
20,17,1824,2893212,12895129
32,17,1700,2775970,12895129
5,17,1663,2959400,12895129
45,17,1558,4764080,12895129
40,17,1405,3853214,12895129
1,17,1387,4830081,12895129
28,17,1377,2988711,12895129
22,17,1197,4624527,12895129
9,17,1186,3594841,12895129
11,17,746,650581,12895129
31,17,1069,1865279,12895129
41,17,970,3922468,12895129
15,17,853,1408243,12895129
49,17,951,2897640,12895129
35,17,691,2092273,12895129
2,17,476,737068,12895129
38,17,400,722036,12895129
16,17,425,1611206,12895129
46,17,370,842316,12895129
30,17,344,1013569,12895129
33,17,340,1326622,12895129
54,17,334,1853914,12895129
44,17,267,1055081,12895129
56,17,302,582122,12895129
10,17,311,923576,12895129
23,17,231,1328009,12895129
50,17,195,626210,12895129
17,18,21754,12895129,6568713
21,18,10101,4404659,6568713
39,18,8840,11576684,6568713
12,18,7889,19545621,6568713
26,18,7978,9913065,6568713
48,18,5783,26480266,6568713
6,18,4694,38260787,6568713
47,18,3595,6494340,6568713
37,18,3054,9843336,6568713
13,18,2877,9972479,6568713
36,18,2315,19624447,6568713
51,18,2269,8252427,6568713
29,18,2222,6040715,6568713
4,18,1986,6632764,6568713
55,18,2122,5736754,6568713
42,18,1932,12776309,6568713
8,18,1603,5269035,6568713
45,18,1193,4764080,6568713
1,18,1346,4830081,6568713
27,18,1161,5413479,6568713
53,18,1168,6963985,6568713
24,18,1057,5923188,6568713
19,18,1074,3092997,6568713
34,18,1030,8856972,6568713
40,18,997,3853214,6568713
20,18,967,2893212,6568713
32,18,820,2775970,6568713
5,18,865,2959400,6568713
25,18,671,6713315,6568713
22,18,710,4624527,6568713
28,18,700,2988711,6568713
9,18,482,3594841,6568713
54,18,496,1853914,6568713
41,18,405,3922468,6568713
49,18,552,2897640,6568713
35,18,425,2092273,6568713
15,18,476,1408243,6568713
31,18,450,1865279,6568713
2,18,355,737068,6568713
11,18,164,650581,6568713
46,18,242,842316,6568713
30,18,209,1013569,6568713
16,18,233,1611206,6568713
38,18,206,722036,6568713
56,18,177,582122,6568713
33,18,177,1326622,6568713
23,18,177,1328009,6568713
10,18,135,923576,6568713
50,18,86,626210,6568713
44,18,77,1055081,6568713
17,19,9277,12895129,3092997
31,19,5441,1865279,3092997
27,19,4197,5413479,3092997
29,19,3152,6040715,3092997
48,19,2967,26480266,3092997
6,19,2692,38260787,3092997
55,19,2467,5736754,3092997
12,19,2033,19545621,3092997
8,19,1703,5269035,3092997
46,19,1627,842316,3092997
4,19,1436,6632764,3092997
20,19,1468,2893212,3092997
26,19,1075,9913065,3092997
18,19,1093,6568713,3092997
36,19,910,19624447,3092997
37,19,1056,9843336,3092997
13,19,1026,9972479,3092997
51,19,876,8252427,3092997
39,19,836,11576684,3092997
53,19,833,6963985,3092997
47,19,827,6494340,3092997
42,19,707,12776309,3092997
40,19,593,3853214,3092997
5,19,584,2959400,3092997
41,19,452,3922468,3092997
32,19,433,2775970,3092997
24,19,413,5923188,3092997
49,19,522,2897640,3092997
38,19,429,722036,3092997
21,19,400,4404659,3092997
45,19,401,4764080,3092997
34,19,358,8856972,3092997
22,19,343,4624527,3092997
1,19,337,4830081,3092997
35,19,301,2092273,3092997
28,19,315,2988711,3092997
25,19,234,6713315,3092997
15,19,244,1408243,3092997
16,19,283,1611206,3092997
56,19,215,582122,3092997
30,19,217,1013569,3092997
2,19,184,737068,3092997
9,19,160,3594841,3092997
11,19,85,650581,3092997
23,19,104,1328009,3092997
33,19,78,1326622,3092997
10,19,94,923576,3092997
50,19,58,626210,3092997
54,19,67,1853914,3092997
44,19,71,1055081,3092997
29,20,17526,6040715,2893212
48,20,7236,26480266,2893212
40,20,4502,3853214,2893212
6,20,4238,38260787,2893212
8,20,3459,5269035,2893212
12,20,2563,19545621,2893212
31,20,2189,1865279,2893212
17,20,2063,12895129,2893212
13,20,1977,9972479,2893212
4,20,1557,6632764,2893212
51,20,1827,8252427,2893212
37,20,1659,9843336,2893212
19,20,1406,3092997,2893212
36,20,1294,19624447,2893212
53,20,1520,6963985,2893212
5,20,1215,2959400,2893212
39,20,1125,11576684,2893212
47,20,1105,6494340,2893212
27,20,924,5413479,2893212
26,20,848,9913065,2893212
42,20,827,12776309,2893212
18,20,887,6568713,2893212
55,20,745,5736754,2893212
1,20,790,4830081,2893212
21,20,795,4404659,2893212
22,20,752,4624527,2893212
45,20,690,4764080,2893212
35,20,694,2092273,2893212
32,20,620,2775970,2893212
15,20,714,1408243,2893212
24,20,571,5923188,2893212
41,20,485,3922468,2893212
34,20,482,8856972,2893212
49,20,595,2897640,2893212
46,20,449,842316,2893212
2,20,552,737068,2893212
28,20,418,2988711,2893212
25,20,300,6713315,2893212
56,20,339,582122,2893212
38,20,286,722036,2893212
16,20,300,1611206,2893212
9,20,245,3594841,2893212
30,20,225,1013569,2893212
23,20,144,1328009,2893212
54,20,108,1853914,2893212
11,20,62,650581,2893212
33,20,86,1326622,2893212
44,20,77,1055081,2893212
10,20,53,923576,2893212
50,20,36,626210,2893212
39,21,11283,11576684,4404659
18,21,9205,6568713,4404659
47,21,8293,6494340,4404659
12,21,6011,19545621,4404659
17,21,3888,12895129,4404659
48,21,4256,26480266,4404659
13,21,3246,9972479,4404659
6,21,2861,38260787,4404659
37,21,2962,9843336,4404659
26,21,2452,9913065,4404659
51,21,2554,8252427,4404659
36,21,1970,19624447,4404659
29,21,1710,6040715,4404659
54,21,1694,1853914,4404659
42,21,1502,12776309,4404659
1,21,1694,4830081,4404659
45,21,1404,4764080,4404659
8,21,1187,5269035,4404659
53,21,1162,6963985,4404659
4,21,980,6632764,4404659
24,21,1033,5923188,4404659
55,21,775,5736754,4404659
22,21,766,4624527,4404659
34,21,721,8856972,4404659
20,21,759,2893212,4404659
28,21,675,2988711,4404659
5,21,684,2959400,4404659
40,21,673,3853214,4404659
27,21,525,5413479,4404659
25,21,472,6713315,4404659
19,21,445,3092997,4404659
15,21,560,1408243,4404659
32,21,412,2775970,4404659
49,21,428,2897640,4404659
2,21,393,737068,4404659
41,21,301,3922468,4404659
9,21,314,3594841,4404659
35,21,334,2092273,4404659
31,21,285,1865279,4404659
11,21,128,650581,4404659
16,21,195,1611206,4404659
33,21,134,1326622,4404659
10,21,205,923576,4404659
23,21,138,1328009,4404659
46,21,146,842316,4404659
44,21,138,1055081,4404659
56,21,136,582122,4404659
30,21,121,1013569,4404659
38,21,144,722036,4404659
50,21,76,626210,4404659
48,22,20498,26480266,4624527
28,22,7109,2988711,4624527
12,22,5611,19545621,4624527
6,22,3998,38260787,4624527
13,22,4089,9972479,4624527
1,22,2793,4830081,4624527
5,22,2679,2959400,4624527
47,22,2408,6494340,4624527
36,22,1993,19624447,4624527
37,22,2438,9843336,4624527
51,22,2140,8252427,4624527
17,22,1687,12895129,4624527
29,22,1491,6040715,4624527
8,22,1412,5269035,4624527
39,22,1219,11576684,4624527
42,22,1108,12776309,4624527
40,22,1396,3853214,4624527
53,22,1144,6963985,4624527
26,22,1005,9913065,4624527
45,22,1051,4764080,4624527
24,22,855,5923188,4624527
4,22,925,6632764,4624527
18,22,833,6568713,4624527
34,22,721,8856972,4624527
21,22,829,4404659,4624527
25,22,550,6713315,4624527
20,22,658,2893212,4624527
32,22,525,2775970,4624527
55,22,506,5736754,4624527
41,22,414,3922468,4624527
35,22,413,2092273,4624527
27,22,374,5413479,4624527
2,22,462,737068,4624527
15,22,493,1408243,4624527
9,22,353,3594841,4624527
19,22,374,3092997,4624527
31,22,312,1865279,4624527
49,22,296,2897640,4624527
11,22,172,650581,4624527
54,22,229,1853914,4624527
56,22,253,582122,4624527
38,22,261,722036,4624527
23,22,130,1328009,4624527
33,22,125,1326622,4624527
30,22,146,1013569,4624527
16,22,134,1611206,4624527
44,22,124,1055081,4624527
46,22,107,842316,4624527
10,22,86,923576,4624527
50,22,50,626210,4624527
25,23,3895,6713315,1328009
33,23,3092,1326622,1328009
12,23,2500,19545621,1328009
36,23,1680,19624447,1328009
9,23,1114,3594841,1328009
6,23,1050,38260787,1328009
42,23,868,12776309,1328009
51,23,979,8252427,1328009
48,23,999,26480266,1328009
37,23,746,9843336,1328009
34,23,649,8856972,1328009
50,23,521,626210,1328009
24,23,472,5923188,1328009
8,23,440,5269035,1328009
13,23,430,9972479,1328009
4,23,409,6632764,1328009
44,23,405,1055081,1328009
53,23,411,6963985,1328009
45,23,346,4764080,1328009
39,23,349,11576684,1328009
17,23,314,12895129,1328009
26,23,289,9913065,1328009
47,23,273,6494340,1328009
41,23,175,3922468,1328009
55,23,173,5736754,1328009
29,23,169,6040715,1328009
27,23,172,5413479,1328009
18,23,149,6568713,1328009
49,23,169,2897640,1328009
15,23,171,1408243,1328009
22,23,135,4624527,1328009
2,23,156,737068,1328009
1,23,136,4830081,1328009
11,23,100,650581,1328009
20,23,130,2893212,1328009
21,23,116,4404659,1328009
