"origin_fips","dest_fips","num_migrants","m_i","m_j"
13,1,19988,9802431,4799069
12,1,14729,19053237,4799069
47,1,7576,6399291,4799069
48,1,6773,25645629,4799069
28,1,6016,2978731,4799069
6,1,3451,37638369,4799069
37,1,3542,9657592,4799069
51,1,3264,8101155,4799069
22,1,2743,4575625,4799069
36,1,2350,19499241,4799069
26,1,2099,9882412,4799069
39,1,2036,11544663,4799069
17,1,1905,12867454,4799069
45,1,2108,4671994,4799069
21,1,2133,4369821,4799069
18,1,1578,6516528,4799069
42,1,1231,12745815,4799069
29,1,1328,6010275,4799069
8,1,1335,5121108,4799069
53,1,1263,6826627,4799069
24,1,1065,5839419,4799069
4,1,1054,6472643,4799069
5,1,1080,2940667,4799069
40,1,989,3788379,4799069
34,1,811,8828117,4799069
20,1,976,2869225,4799069
55,1,543,5705288,4799069
15,1,665,1379329,4799069
25,1,438,6613583,4799069
32,1,464,2712730,4799069
27,1,428,5346143,4799069
2,1,553,722128,4799069
9,1,451,3588283,4799069
35,1,495,2080450,4799069
19,1,407,3066336,4799069
54,1,349,1856301,4799069
49,1,388,2814384,4799069
31,1,331,1840672,4799069
41,1,223,3872036,4799069
11,1,164,619800,4799069
16,1,225,1583910,4799069
56,1,179,567299,4799069
23,1,164,1328284,4799069
30,1,151,997316,4799069
33,1,141,1320202,4799069
10,1,183,907381,4799069
46,1,126,823579,4799069
38,1,108,685225,4799069
44,1,115,1053649,4799069
50,1,63,627049,4799069
12,2,2424,19053237,722128
53,2,2962,6826627,722128
6,2,3070,37638369,722128
48,2,2949,25645629,722128
41,2,1356,3872036,722128
8,2,1156,5121108,722128
4,2,1063,6472643,722128
13,2,1202,9802431,722128
37,2,1177,9657592,722128
36,2,696,19499241,722128
51,2,884,8101155,722128
26,2,698,9882412,722128
16,2,755,1583910,722128
15,2,780,1379329,722128
27,2,556,5346143,722128
30,2,559,997316,722128
32,2,557,2712730,722128
42,2,519,12745815,722128
40,2,632,3788379,722128
49,2,647,2814384,722128
39,2,471,11544663,722128
17,2,474,12867454,722128
29,2,569,6010275,722128
47,2,529,6399291,722128
55,2,434,5705288,722128
35,2,442,2080450,722128
1,2,456,4799069,722128
20,2,448,2869225,722128
25,2,283,6613583,722128
45,2,380,4671994,722128
22,2,410,4575625,722128
21,2,351,4369821,722128
56,2,258,567299,722128
18,2,268,6516528,722128
24,2,264,5839419,722128
5,2,278,2940667,722128
34,2,258,8828117,722128
28,2,207,2978731,722128
23,2,179,1328284,722128
46,2,154,823579,722128
9,2,135,3588283,722128
19,2,165,3066336,722128
38,2,178,685225,722128
33,2,102,1320202,722128
31,2,148,1840672,722128
11,2,79,619800,722128
54,2,97,1856301,722128
50,2,63,627049,722128
10,2,60,907381,722128
44,2,50,1053649,722128
6,4,37085,37638369,6472643
48,4,13141,25645629,6472643
53,4,10614,6826627,6472643
12,4,7209,19053237,6472643
17,4,8050,12867454,6472643
8,4,8530,5121108,6472643
35,4,8505,2080450,6472643
32,4,6904,2712730,6472643
36,4,4941,19499241,6472643
26,4,5021,9882412,6472643
41,4,5241,3872036,6472643
49,4,6679,2814384,6472643
39,4,4271,11544663,6472643
27,4,4080,5346143,6472643
55,4,3578,5705288,6472643
42,4,3416,12745815,6472643
13,4,3312,9802431,6472643
51,4,3362,8101155,6472643
37,4,3457,9657592,6472643
29,4,3142,6010275,6472643
18,4,2934,6516528,6472643
34,4,2282,8828117,6472643
19,4,2243,3066336,6472643
16,4,2351,1583910,6472643
20,4,2299,2869225,6472643
25,4,1747,6613583,6472643
47,4,2015,6399291,6472643
40,4,2088,3788379,6472643
24,4,1882,5839419,6472643
31,4,1738,1840672,6472643
2,4,1670,722128,6472643
30,4,1496,997316,6472643
15,4,1732,1379329,6472643
56,4,1258,567299,6472643
9,4,1108,3588283,6472643
45,4,1228,4671994,6472643
21,4,1251,4369821,6472643
5,4,1114,2940667,6472643
46,4,1047,823579,6472643
1,4,1121,4799069,6472643
22,4,1074,4575625,6472643
38,4,909,685225,6472643
28,4,701,2978731,6472643
33,4,580,1320202,6472643
23,4,474,1328284,6472643
54,4,365,1856301,6472643
44,4,326,1053649,6472643
11,4,219,619800,6472643
10,4,286,907381,6472643
50,4,240,627049,6472643
48,5,11724,25645629,2940667
29,5,6069,6010275,2940667
40,5,5777,3788379,2940667
6,5,4095,37638369,2940667
12,5,3313,19053237,2940667
47,5,3546,6399291,2940667
22,5,2851,4575625,2940667
17,5,2502,12867454,2940667
28,5,2266,2978731,2940667
13,5,1977,9802431,2940667
20,5,1356,2869225,2940667
