"origin_fips","dest_fips","num_migrants","m_i","m_j"
51,4,3448,8361808,6829676
37,4,3425,10031646,6829676
13,4,3251,10178447,6829676
34,4,2300,8867949,6829676
19,4,2078,3120960,6829676
25,4,1893,6794228,6829676
47,4,2202,6591170,6829676
20,4,2336,2909011,6829676
40,4,2212,3909500,6829676
16,4,2172,1651059,6829676
24,4,1763,5985562,6829676
31,4,1741,1891277,6829676
15,4,1686,1422052,6829676
30,4,1414,1030475,6829676
2,4,1511,737498,6829676
38,4,1380,754066,6829676
46,4,1332,853988,6829676
9,4,1218,3587122,6829676
56,4,1260,585613,6829676
45,4,1240,4891938,6829676
5,4,1142,2978048,6829676
22,4,1023,4664628,6829676
21,4,1082,4425976,6829676
1,4,924,4852347,6829676
33,4,553,1336350,6829676
28,4,583,2988471,6829676
23,4,525,1328262,6829676
54,4,361,1842050,6829676
10,4,334,941252,6829676
50,4,288,625216,6829676
44,4,312,1056065,6829676
11,4,183,675400,6829676
48,5,12348,27470056,2978048
40,5,5774,3909500,2978048
29,5,5552,6071732,2978048
6,5,3619,38918045,2978048
47,5,3398,6591170,2978048
22,5,2678,4664628,2978048
12,5,2288,20209042,2978048
17,5,2067,12858913,2978048
28,5,2011,2988471,2978048
20,5,1507,2909011,2978048
8,5,1364,5450623,2978048
13,5,1384,10178447,2978048
37,5,1157,10031646,2978048
39,5,981,11617527,2978048
4,5,925,6829676,2978048
51,5,895,8361808,2978048
1,5,849,4852347,2978048
26,5,790,9931715,2978048
36,5,751,19654666,2978048
18,5,766,6608422,2978048
55,5,722,5760940,2978048
53,5,738,7163657,2978048
42,5,634,12784826,2978048
19,5,580,3120960,2978048
27,5,586,5482032,2978048
21,5,562,4425976,2978048
45,5,506,4891938,2978048
32,5,415,2866939,2978048
31,5,453,1891277,2978048
34,5,398,8867949,2978048
35,5,396,2089291,2978048
24,5,350,5985562,2978048
41,5,304,4015792,2978048
49,5,336,2981835,2978048
38,5,292,754066,2978048
25,5,241,6794228,2978048
56,5,269,585613,2978048
15,5,247,1422052,2978048
2,5,256,737498,2978048
16,5,204,1651059,2978048
9,5,147,3587122,2978048
46,5,161,853988,2978048
30,5,143,1030475,2978048
54,5,129,1842050,2978048
33,5,102,1336350,2978048
23,5,62,1328262,2978048
44,5,49,1056065,2978048
10,5,66,941252,2978048
11,5,44,675400,2978048
50,5,37,625216,2978048
48,6,45596,27470056,38918045
36,6,30104,19654666,38918045
4,6,27083,6829676,38918045
53,6,25396,7163657,38918045
12,6,22139,20209042,38918045
32,6,23552,2866939,38918045
17,6,20326,12858913,38918045
51,6,16965,8361808,38918045
8,6,15078,5450623,38918045
41,6,13900,4015792,38918045
25,6,11880,6794228,38918045
42,6,10676,12784826,38918045
34,6,11766,8867949,38918045
37,6,12275,10031646,38918045
13,6,11327,10178447,38918045
39,6,8804,11617527,38918045
15,6,9880,1422052,38918045
26,6,8303,9931715,38918045
24,6,8394,5985562,38918045
49,6,8474,2981835,38918045
27,6,6142,5482032,38918045
29,6,6122,6071732,38918045
47,6,5755,6591170,38918045
55,6,5137,5760940,38918045
18,6,5102,6608422,38918045
9,6,4769,3587122,38918045
35,6,4478,2089291,38918045
40,6,4594,3909500,38918045
11,6,3036,675400,38918045
22,6,3869,4664628,38918045
16,6,4280,1651059,38918045
20,6,4052,2909011,38918045
45,6,3796,4891938,38918045
1,6,2864,4852347,38918045
2,6,2720,737498,38918045
19,6,2532,3120960,38918045
21,6,2559,4425976,38918045
5,6,2677,2978048,38918045
31,6,2280,1891277,38918045
30,6,1742,1030475,38918045
28,6,1996,2988471,38918045
33,6,1617,1336350,38918045
38,6,1593,754066,38918045
44,6,1409,1056065,38918045
23,6,1138,1328262,38918045
56,6,1191,585613,38918045
46,6,934,853988,38918045
10,6,907,941252,38918045
50,6,620,625216,38918045
54,6,614,1842050,38918045
6,8,22037,38918045,5450623
48,8,21605,27470056,5450623
12,8,10674,20209042,5450623
17,8,8237,12858913,5450623
4,8,8636,6829676,5450623
36,8,5770,19654666,5450623
35,8,6153,2089291,5450623
51,8,5155,8361808,5450623
20,8,5150,2909011,5450623
53,8,4865,7163657,5450623
13,8,4874,10178447,5450623
29,8,4458,6071732,5450623
37,8,4579,10031646,5450623
39,8,3896,11617527,5450623
42,8,3776,12784826,5450623
27,8,3675,5482032,5450623
56,8,4054,585613,5450623
26,8,3267,9931715,5450623
55,8,3285,5760940,5450623
40,8,3924,3909500,5450623
49,8,4035,2981835,5450623
31,8,3445,1891277,5450623
32,8,3304,2866939,5450623
18,8,2745,6608422,5450623
25,8,2379,6794228,5450623
47,8,2808,6591170,5450623
19,8,2514,3120960,5450623
24,8,2602,5985562,5450623
34,8,2342,8867949,5450623
41,8,2405,4015792,5450623
15,8,2188,1422052,5450623
22,8,1875,4664628,5450623
38,8,1728,754066,5450623
45,8,1672,4891938,5450623
1,8,1777,4852347,5450623
30,8,1493,1030475,5450623
5,8,1448,2978048,5450623
2,8,1583,737498,5450623
16,8,1521,1651059,5450623
21,8,1495,4425976,5450623
9,8,1169,3587122,5450623
46,8,1310,853988,5450623
11,8,660,675400,5450623
28,8,854,2988471,5450623
33,8,582,1336350,5450623
50,8,440,625216,5450623
23,8,433,1328262,5450623
54,8,485,1842050,5450623
44,8,300,1056065,5450623
10,8,289,941252,5450623
36,9,19603,19654666,3587122
25,9,6961,6794228,3587122
12,9,4968,20209042,3587122
34,9,3196,8867949,3587122
6,9,3038,38918045,3587122
42,9,2271,12784826,3587122
48,9,2444,27470056,3587122
44,9,1904,1056065,3587122
51,9,1962,8361808,3587122
37,9,1558,10031646,3587122
13,9,1305,10178447,3587122
24,9,1117,5985562,3587122
17,9,1162,12858913,3587122
45,9,894,4891938,3587122
33,9,812,1336350,3587122
39,9,856,11617527,3587122
8,9,621,5450623,3587122
23,9,587,1328262,3587122
4,9,630,6829676,3587122
26,9,556,9931715,3587122
53,9,628,7163657,3587122
50,9,460,625216,3587122
47,9,432,6591170,3587122
11,9,299,675400,3587122
27,9,395,5482032,3587122
18,9,343,6608422,3587122
55,9,325,5760940,3587122
29,9,344,6071732,3587122
15,9,374,1422052,3587122
32,9,236,2866939,3587122
41,9,227,4015792,3587122
22,9,231,4664628,3587122
10,9,202,941252,3587122
49,9,253,2981835,3587122
1,9,221,4852347,3587122
21,9,191,4425976,3587122
20,9,170,2909011,3587122
40,9,150,3909500,3587122
19,9,140,3120960,3587122
35,9,124,2089291,3587122
5,9,126,2978048,3587122
31,9,115,1891277,3587122
54,9,108,1842050,3587122
28,9,92,2988471,3587122
2,9,90,737498,3587122
16,9,77,1651059,3587122
56,9,58,585613,3587122
30,9,62,1030475,3587122
46,9,53,853988,3587122
38,9,50,754066,3587122
42,10,7696,12784826,941252
24,10,5856,5985562,941252
34,10,3657,8867949,941252
36,10,2106,19654666,941252
51,10,1373,8361808,941252
12,10,1312,20209042,941252
48,10,872,27470056,941252
37,10,710,10031646,941252
6,10,698,38918045,941252
13,10,505,10178447,941252
45,10,335,4891938,941252
9,10,320,3587122,941252
39,10,318,11617527,941252
25,10,292,6794228,941252
17,10,331,12858913,941252
47,10,214,6591170,941252
8,10,192,5450623,941252
4,10,196,6829676,941252
11,10,149,675400,941252
26,10,182,9931715,941252
54,10,163,1842050,941252
29,10,160,6071732,941252
18,10,155,6608422,941252
53,10,134,7163657,941252
40,10,96,3909500,941252
21,10,102,4425976,941252
22,10,93,4664628,941252
55,10,95,5760940,941252
33,10,78,1336350,941252
15,10,109,1422052,941252
2,10,99,737498,941252
27,10,55,5482032,941252
5,10,77,2978048,941252
32,10,73,2866939,941252
1,10,83,4852347,941252
20,10,71,2909011,941252
28,10,56,2988471,941252
41,10,51,4015792,941252
50,10,64,625216,941252
49,10,55,2981835,941252
35,10,61,2089291,941252
44,10,49,1056065,941252
23,10,38,1328262,941252
19,10,38,3120960,941252
31,10,34,1891277,941252
30,10,28,1030475,941252
46,10,32,853988,941252
38,10,29,754066,941252
16,10,23,1651059,941252
56,10,23,585613,941252
24,11,12683,5985562,675400
51,11,7928,8361808,675400
36,11,2346,19654666,675400
6,11,2035,38918045,675400
12,11,1198,20209042,675400
42,11,1120,12784826,675400
48,11,1221,27470056,675400
25,11,1053,6794228,675400
37,11,1000,10031646,675400
17,11,798,12858913,675400
34,11,748,8867949,675400
13,11,721,10178447,675400
39,11,479,11617527,675400
26,11,447,9931715,675400
9,11,384,3587122,675400
53,11,401,7163657,675400
8,11,301,5450623,675400
47,11,286,6591170,675400
45,11,289,4891938,675400
27,11,264,5482032,675400
4,11,248,6829676,675400
29,11,234,6071732,675400
55,11,215,5760940,675400
22,11,215,4664628,675400
18,11,178,6608422,675400
41,11,177,4015792,675400
1,11,153,4852347,675400
15,11,162,1422052,675400
10,11,108,941252,675400
21,11,115,4425976,675400
23,11,103,1328262,675400
33,11,104,1336350,675400
32,11,99,2866939,675400
35,11,105,2089291,675400
54,11,90,1842050,675400
44,11,95,1056065,675400
50,11,81,625216,675400
20,11,82,2909011,675400
28,11,73,2988471,675400
19,11,67,3120960,675400
5,11,72,2978048,675400
49,11,78,2981835,675400
40,11,73,3909500,675400
31,11,50,1891277,675400
2,11,43,737498,675400
46,11,26,853988,675400
16,11,32,1651059,675400
36,12,62650,19654666,20209042
48,12,45417,27470056,20209042
13,12,38953,10178447,20209042
34,12,31494,8867949,20209042
42,12,27981,12784826,20209042
6,12,24367,38918045,20209042
39,12,23600,11617527,20209042
37,12,25119,10031646,20209042
51,12,25666,8361808,20209042
17,12,22985,12858913,20209042
25,12,17664,6794228,20209042
26,12,17791,9931715,20209042
24,12,15256,5985562,20209042
47,12,15117,6591170,20209042
9,12,14634,3587122,20209042
18,12,13248,6608422,20209042
1,12,12760,4852347,20209042
45,12,11398,4891938,20209042
8,12,10316,5450623,20209042
29,12,8721,6071732,20209042
21,12,8791,4425976,20209042
55,12,7375,5760940,20209042
4,12,6393,6829676,20209042
27,12,6145,5482032,20209042
53,12,6324,7163657,20209042
22,12,6072,4664628,20209042
33,12,4458,1336350,20209042
32,12,4404,2866939,20209042
28,12,4683,2988471,20209042
23,12,3903,1328262,20209042
44,12,3892,1056065,20209042
20,12,4114,2909011,20209042
40,12,4188,3909500,20209042
54,12,3294,1842050,20209042
19,12,3230,3120960,20209042
5,12,3053,2978048,20209042
15,12,3253,1422052,20209042
10,12,2556,941252,20209042
35,12,2488,2089291,20209042
41,12,2092,4015792,20209042
31,12,2220,1891277,20209042
50,12,1932,625216,20209042
49,12,2365,2981835,20209042
11,12,1352,675400,20209042
2,12,1589,737498,20209042
38,12,1217,754066,20209042
46,12,1039,853988,20209042
30,12,919,1030475,20209042
16,12,850,1651059,20209042
56,12,778,585613,20209042
12,13,39490,20209042,10178447
48,13,22546,27470056,10178447
1,13,16268,4852347,10178447
37,13,15479,10031646,10178447
36,13,15217,19654666,10178447
45,13,13677,4891938,10178447
6,13,13348,38918045,10178447
47,13,13238,6591170,10178447
51,13,10845,8361808,10178447
17,13,8747,12858913,10178447
39,13,6928,11617527,10178447
34,13,6958,8867949,10178447
42,13,6382,12784826,10178447
24,13,5690,5985562,10178447
26,13,5097,9931715,10178447
22,13,4482,4664628,10178447
8,13,4115,5450623,10178447
18,13,3678,6608422,10178447
28,13,3737,2988471,10178447
53,13,3843,7163657,10178447
21,13,3472,4425976,10178447
25,13,2938,6794228,10178447
29,13,3321,6071732,10178447
4,13,3074,6829676,10178447
9,13,2564,3587122,10178447
55,13,2241,5760940,10178447
20,13,2618,2909011,10178447
27,13,1836,5482032,10178447
40,13,2049,3909500,10178447
15,13,2004,1422052,10178447
5,13,1690,2978048,10178447
32,13,1417,2866939,10178447
19,13,1002,3120960,10178447
11,13,736,675400,10178447
49,13,1111,2981835,10178447
41,13,918,4015792,10178447
2,13,1043,737498,10178447
54,13,835,1842050,10178447
35,13,849,2089291,10178447
10,13,776,941252,10178447
31,13,745,1891277,10178447
33,13,553,1336350,10178447
23,13,537,1328262,10178447
44,13,583,1056065,10178447
38,13,524,754066,10178447
16,13,365,1651059,10178447
30,13,260,1030475,10178447
50,13,259,625216,10178447
56,13,274,585613,10178447
46,13,262,853988,10178447
6,15,9889,38918045,1422052
48,15,4104,27470056,1422052
53,15,3566,7163657,1422052
12,15,2404,20209042,1422052
51,15,2621,8361808,1422052
36,15,1627,19654666,1422052
13,15,1989,10178447,1422052
8,15,1597,5450623,1422052
37,15,1696,10031646,1422052
4,15,1385,6829676,1422052
32,15,1244,2866939,1422052
41,15,1104,4015792,1422052
17,15,874,12858913,1422052
24,15,1122,5985562,1422052
42,15,652,12784826,1422052
45,15,860,4891938,1422052
2,15,756,737498,1422052
47,15,808,6591170,1422052
49,15,730,2981835,1422052
34,15,542,8867949,1422052
39,15,520,11617527,1422052
29,15,679,6071732,1422052
20,15,825,2909011,1422052
26,15,521,9931715,1422052
25,15,452,6794228,1422052
9,15,516,3587122,1422052
55,15,399,5760940,1422052
40,15,557,3909500,1422052
1,15,566,4852347,1422052
27,15,336,5482032,1422052
21,15,467,4425976,1422052
22,15,445,4664628,1422052
18,15,292,6608422,1422052
35,15,288,2089291,1422052
16,15,285,1651059,1422052
28,15,204,2988471,1422052
30,15,156,1030475,1422052
19,15,161,3120960,1422052
5,15,177,2978048,1422052
11,15,135,675400,1422052
33,15,123,1336350,1422052
44,15,193,1056065,1422052
31,15,125,1891277,1422052
23,15,124,1328262,1422052
56,15,95,585613,1422052
38,15,80,754066,1422052
10,15,84,941252,1422052
50,15,71,625216,1422052
54,15,67,1842050,1422052
46,15,81,853988,1422052
6,16,12229,38918045,1651059
53,16,8925,7163657,1651059
49,16,5592,2981835,1651059
41,16,4379,4015792,1651059
48,16,2899,27470056,1651059
4,16,2599,6829676,1651059
32,16,2487,2866939,1651059
8,16,2213,5450623,1651059
30,16,1918,1030475,1651059
56,16,1479,585613,1651059
12,16,1098,20209042,1651059
38,16,1082,754066,1651059
2,16,956,737498,1651059
17,16,672,12858913,1651059
37,16,679,10031646,1651059
51,16,733,8361808,1651059
42,16,555,12784826,1651059
36,16,464,19654666,1651059
27,16,480,5482032,1651059
35,16,581,2089291,1651059
15,16,468,1422052,1651059
13,16,543,10178447,1651059
39,16,499,11617527,1651059
29,16,453,6071732,1651059
26,16,417,9931715,1651059
20,16,435,2909011,1651059
55,16,358,5760940,1651059
40,16,420,3909500,1651059
47,16,371,6591170,1651059
18,16,392,6608422,1651059
31,16,343,1891277,1651059
19,16,326,3120960,1651059
46,16,248,853988,1651059
45,16,264,4891938,1651059
24,16,251,5985562,1651059
21,16,240,4425976,1651059
22,16,194,4664628,1651059
25,16,172,6794228,1651059
34,16,175,8867949,1651059
5,16,177,2978048,1651059
1,16,164,4852347,1651059
28,16,139,2988471,1651059
9,16,114,3587122,1651059
33,16,75,1336350,1651059
50,16,62,625216,1651059
54,16,87,1842050,1651059
23,16,47,1328262,1651059
11,16,19,675400,1651059
10,16,33,941252,1651059
44,16,21,1056065,1651059
18,17,14077,6608422,12858913
6,17,12678,38918045,12858913
48,17,13131,27470056,12858913
55,17,11339,5760940,12858913
29,17,11426,6071732,12858913
12,17,10136,20209042,12858913
26,17,7129,9931715,12858913
19,17,7427,3120960,12858913
36,17,6323,19654666,12858913
39,17,5735,11617527,12858913
4,17,4228,6829676,12858913
13,17,4550,10178447,12858913
51,17,4213,8361808,12858913
27,17,3761,5482032,12858913
8,17,3586,5450623,12858913
42,17,3412,12784826,12858913
37,17,3761,10031646,12858913
47,17,3648,6591170,12858913
25,17,2392,6794228,12858913
34,17,2901,8867949,12858913
53,17,2757,7163657,12858913
21,17,2702,4425976,12858913
24,17,1989,5985562,12858913
20,17,1872,2909011,12858913
32,17,1697,2866939,12858913
5,17,1514,2978048,12858913
45,17,1475,4891938,12858913
22,17,1327,4664628,12858913
40,17,1362,3909500,12858913
1,17,1313,4852347,12858913
9,17,1215,3587122,12858913
11,17,759,675400,12858913
28,17,1254,2988471,12858913
31,17,1100,1891277,12858913
41,17,945,4015792,12858913
15,17,792,1422052,12858913
49,17,848,2981835,12858913
35,17,676,2089291,12858913
38,17,559,754066,12858913
54,17,370,1842050,12858913
33,17,337,1336350,12858913
16,17,382,1651059,12858913
2,17,357,737498,12858913
46,17,341,853988,12858913
44,17,288,1056065,12858913
10,17,325,941252,12858913
30,17,253,1030475,12858913
56,17,276,585613,12858913
23,17,179,1328262,12858913
50,17,172,625216,12858913
17,18,22300,12858913,6608422
21,18,9404,4425976,6608422
39,18,8849,11617527,6608422
26,18,7747,9931715,6608422
12,18,7240,20209042,6608422
48,18,6652,27470056,6608422
6,18,4934,38918045,6608422
47,18,3528,6591170,6608422
37,18,2847,10031646,6608422
13,18,2840,10178447,6608422
36,18,2540,19654666,6608422
51,18,2308,8361808,6608422
29,18,2213,6071732,6608422
4,18,1860,6829676,6608422
42,18,1899,12784826,6608422
8,18,1886,5450623,6608422
55,18,1955,5760940,6608422
45,18,1290,4891938,6608422
27,18,1218,5482032,6608422
24,18,1149,5985562,6608422
19,18,1197,3120960,6608422
53,18,1141,7163657,6608422
1,18,1145,4852347,6608422
34,18,1085,8867949,6608422
20,18,1016,2909011,6608422
40,18,858,3909500,6608422
25,18,721,6794228,6608422
32,18,711,2866939,6608422
5,18,828,2978048,6608422
22,18,777,4664628,6608422
28,18,739,2988471,6608422
41,18,482,4015792,6608422
9,18,504,3587122,6608422
54,18,463,1842050,6608422
35,18,457,2089291,6608422
49,18,529,2981835,6608422
31,18,434,1891277,6608422
15,18,395,1422052,6608422
38,18,341,754066,6608422
2,18,314,737498,6608422
46,18,311,853988,6608422
16,18,293,1651059,6608422
33,18,227,1336350,6608422
11,18,149,675400,6608422
30,18,168,1030475,6608422
56,18,153,585613,6608422
23,18,148,1328262,6608422
10,18,156,941252,6608422
44,18,79,1056065,6608422
50,18,72,625216,6608422
17,19,9340,12858913,3120960
31,19,5832,1891277,3120960
27,19,3869,5482032,3120960
48,19,3633,27470056,3120960
29,19,3090,6071732,3120960
6,19,2841,38918045,3120960
55,19,2414,5760940,3120960
12,19,2006,20209042,3120960
8,19,1843,5450623,3120960
46,19,1814,853988,3120960
4,19,1468,6829676,3120960
20,19,1418,2909011,3120960
37,19,1083,10031646,3120960
39,19,1040,11617527,3120960
18,19,1015,6608422,3120960
36,19,884,19654666,3120960
13,19,991,10178447,3120960
26,19,958,9931715,3120960
51,19,935,8361808,3120960
42,19,824,12784826,3120960
53,19,736,7163657,3120960
47,19,772,6591170,3120960
40,19,654,3909500,3120960
5,19,554,2978048,3120960
32,19,535,2866939,3120960
24,19,477,5985562,3120960
38,19,502,754066,3120960
1,19,438,4852347,3120960
22,19,417,4664628,3120960
49,19,471,2981835,3120960
21,19,418,4425976,3120960
41,19,349,4015792,3120960
45,19,350,4891938,3120960
25,19,309,6794228,3120960
34,19,346,8867949,3120960
35,19,320,2089291,3120960
28,19,313,2988471,3120960
16,19,299,1651059,3120960
56,19,244,585613,3120960
30,19,195,1030475,3120960
15,19,213,1422052,3120960
2,19,188,737498,3120960
9,19,160,3587122,3120960
54,19,121,1842050,3120960
23,19,90,1328262,3120960
11,19,68,675400,3120960
33,19,87,1336350,3120960
10,19,69,941252,3120960
44,19,71,1056065,3120960
50,19,48,625216,3120960
29,20,16765,6071732,2909011
48,20,7780,27470056,2909011
40,20,4724,3909500,2909011
6,20,4005,38918045,2909011
8,20,3610,5450623,2909011
12,20,2392,20209042,2909011
31,20,2211,1891277,2909011
17,20,1774,12858913,2909011
13,20,2019,10178447,2909011
4,20,1626,6829676,2909011
19,20,1410,3120960,2909011
51,20,1751,8361808,2909011
37,20,1595,10031646,2909011
36,20,1332,19654666,2909011
53,20,1323,7163657,2909011
5,20,1194,2978048,2909011
47,20,1175,6591170,2909011
39,20,907,11617527,2909011
42,20,859,12784826,2909011
27,20,801,5482032,2909011
18,20,838,6608422,2909011
26,20,713,9931715,2909011
1,20,951,4852347,2909011
22,20,755,4664628,2909011
21,20,743,4425976,2909011
35,20,687,2089291,2909011
55,20,622,5760940,2909011
45,20,648,4891938,2909011
24,20,574,5985562,2909011
32,20,493,2866939,2909011
15,20,645,1422052,2909011
34,20,448,8867949,2909011
41,20,403,4015792,2909011
49,20,485,2981835,2909011
46,20,349,853988,2909011
28,20,363,2988471,2909011
38,20,315,754066,2909011
2,20,413,737498,2909011
56,20,310,585613,2909011
16,20,355,1651059,2909011
25,20,268,6794228,2909011
30,20,257,1030475,2909011
9,20,234,3587122,2909011
54,20,150,1842050,2909011
33,20,125,1336350,2909011
10,20,89,941252,2909011
44,20,106,1056065,2909011
11,20,67,675400,2909011
23,20,65,1328262,2909011
50,20,35,625216,2909011
39,21,11095,11617527,4425976
18,21,9137,6608422,4425976
47,21,8614,6591170,4425976
12,21,5578,20209042,4425976
48,21,4918,27470056,4425976
17,21,3802,12858913,4425976
6,21,2940,38918045,4425976
13,21,3031,10178447,4425976
37,21,2686,10031646,4425976
26,21,2300,9931715,4425976
51,21,2238,8361808,4425976
36,21,1986,19654666,4425976
54,21,1725,1842050,4425976
42,21,1664,12784826,4425976
29,21,1619,6071732,4425976
1,21,1664,4852347,4425976
45,21,1367,4891938,4425976
8,21,1268,5450623,4425976
4,21,1071,6829676,4425976
53,21,1110,7163657,4425976
24,21,864,5985562,4425976
55,21,835,5760940,4425976
20,21,883,2909011,4425976
34,21,739,8867949,4425976
22,21,736,4664628,4425976
28,21,758,2988471,4425976
5,21,640,2978048,4425976
40,21,624,3909500,4425976
25,21,489,6794228,4425976
27,21,476,5482032,4425976
19,21,467,3120960,4425976
32,21,434,2866939,4425976
15,21,496,1422052,4425976
9,21,356,3587122,4425976
2,21,377,737498,4425976
49,21,351,2981835,4425976
41,21,289,4015792,4425976
31,21,264,1891277,4425976
35,21,233,2089291,4425976
38,21,182,754066,4425976
23,21,149,1328262,4425976
16,21,177,1651059,4425976
33,21,136,1336350,4425976
30,21,134,1030475,4425976
10,21,131,941252,4425976
46,21,131,853988,4425976
56,21,117,585613,4425976
11,21,96,675400,4425976
44,21,104,1056065,4425976
50,21,96,625216,4425976
48,22,20169,27470056,4664628
28,22,6769,2988471,4664628
12,22,4767,20209042,4664628
6,22,3805,38918045,4664628
13,22,3748,10178447,4664628
1,22,2544,4852347,4664628
36,22,2039,19654666,4664628
47,22,2082,6591170,4664628
5,22,2094,2978048,4664628
37,22,2026,10031646,4664628
51,22,1923,8361808,4664628
17,22,1550,12858913,4664628
8,22,1422,5450623,4664628
39,22,1105,11617527,4664628
40,22,1307,3909500,4664628
29,22,1164,6071732,4664628
42,22,1042,12784826,4664628
53,22,1044,7163657,4664628
26,22,895,9931715,4664628
45,22,932,4891938,4664628
24,22,842,5985562,4664628
4,22,868,6829676,4664628
20,22,808,2909011,4664628
34,22,656,8867949,4664628
18,22,697,6608422,4664628
21,22,719,4425976,4664628
25,22,526,6794228,4664628
55,22,448,5760940,4664628
32,22,474,2866939,4664628
35,22,510,2089291,4664628
15,22,580,1422052,4664628
27,22,378,5482032,4664628
41,22,324,4015792,4664628
2,22,373,737498,4664628
19,22,350,3120960,4664628
9,22,263,3587122,4664628
38,22,322,754066,4664628
49,22,300,2981835,4664628
31,22,258,1891277,4664628
54,22,196,1842050,4664628
11,22,142,675400,4664628
56,22,227,585613,4664628
30,22,166,1030475,4664628
46,22,150,853988,4664628
16,22,127,1651059,4664628
33,22,99,1336350,4664628
23,22,90,1328262,4664628
10,22,112,941252,4664628
44,22,71,1056065,4664628
50,22,70,625216,4664628
25,23,4129,6794228,1328262
33,23,3584,1336350,1328262
12,23,2201,20209042,1328262
36,23,1833,19654666,1328262
9,23,1275,3587122,1328262
6,23,1161,38918045,1328262
42,23,911,12784826,1328262
51,23,853,8361808,1328262
48,23,928,27470056,1328262
37,23,734,10031646,1328262
50,23,639,625216,1328262
34,23,565,8867949,1328262
8,23,568,5450623,1328262
24,23,496,5985562,1328262
13,23,466,10178447,1328262
44,23,374,1056065,1328262
39,23,368,11617527,1328262
45,23,370,4891938,1328262
4,23,387,6829676,1328262
53,23,340,7163657,1328262
17,23,290,12858913,1328262
47,23,319,6591170,1328262
26,23,246,9931715,1328262
41,23,204,4015792,1328262
55,23,188,5760940,1328262
49,23,166,2981835,1328262
21,23,204,4425976,1328262
18,23,175,6608422,1328262
29,23,139,6071732,1328262
2,23,132,737498,1328262
35,23,134,2089291,1328262
27,23,105,5482032,1328262
11,23,119,675400,1328262
1,23,142,4852347,1328262
20,23,127,2909011,1328262
40,23,123,3909500,1328262
22,23,127,4664628,1328262
