"origin_fips","dest_fips","num_migrants","m_i","m_j"
13,1,19942,10301890,4863525
12,1,15982,20613477,4863525
47,1,10236,6646010,4863525
48,1,9639,27914410,4863525
28,1,7482,2987938,4863525
6,1,4494,39167117,4863525
37,1,4636,10154788,4863525
51,1,4323,8410106,4863525
22,1,3776,4678135,4863525
17,1,3127,12820527,4863525
36,1,2543,19633428,4863525
39,1,2610,11634370,4863525
45,1,2473,4957968,4863525
8,1,2566,5539215,4863525
26,1,2227,9950571,4863525
21,1,2292,4438182,4863525
18,1,2225,6634304,4863525
29,1,1827,6087135,4863525
42,1,1757,12782275,4863525
24,1,1493,6003323,4863525
53,1,1568,7294771,4863525
4,1,1395,6941072,4863525
5,1,1414,2989918,4863525
40,1,1242,3926331,4863525
20,1,1303,2910844,4863525
34,1,1003,8870827,4863525
55,1,913,5772628,4863525
15,1,990,1427559,4863525
25,1,642,6823608,4863525
19,1,696,3131371,4863525
32,1,669,2917563,4863525
2,1,779,741456,4863525
27,1,552,5522744,4863525
49,1,672,3041868,4863525
54,1,520,1831023,4863525
35,1,543,2091630,4863525
41,1,470,4089976,4863525
9,1,457,3578141,4863525
31,1,434,1905616,4863525
16,1,244,1682380,4863525
33,1,228,1342307,4863525
10,1,210,948921,4863525
11,1,169,685815,4863525
38,1,212,754434,4863525
30,1,223,1040859,4863525
23,1,167,1331317,4863525
56,1,201,584215,4863525
46,1,185,862996,4863525
44,1,140,1056770,4863525
50,1,76,623657,4863525
6,2,3271,39167117,741456
53,2,3265,7294771,741456
48,2,3556,27914410,741456
12,2,1878,20613477,741456
41,2,1405,4089976,741456
8,2,1556,5539215,741456
4,2,1336,6941072,741456
37,2,1542,10154788,741456
13,2,1361,10301890,741456
51,2,1228,8410106,741456
15,2,884,1427559,741456
36,2,717,19633428,741456
32,2,673,2917563,741456
47,2,773,6646010,741456
26,2,568,9950571,741456
40,2,762,3926331,741456
16,2,663,1682380,741456
30,2,524,1040859,741456
39,2,572,11634370,741456
27,2,423,5522744,741456
49,2,592,3041868,741456
29,2,594,6087135,741456
42,2,419,12782275,741456
17,2,460,12820527,741456
45,2,557,4957968,741456
1,2,559,4863525,741456
22,2,547,4678135,741456
20,2,551,2910844,741456
55,2,352,5772628,741456
35,2,412,2091630,741456
24,2,381,6003323,741456
21,2,435,4438182,741456
25,2,259,6823608,741456
18,2,251,6634304,741456
5,2,285,2989918,741456
34,2,236,8870827,741456
31,2,252,1905616,741456
56,2,217,584215,741456
23,2,169,1331317,741456
28,2,211,2987938,741456
38,2,174,754434,741456
19,2,171,3131371,741456
46,2,208,862996,741456
9,2,140,3578141,741456
33,2,94,1342307,741456
10,2,115,948921,741456
54,2,74,1831023,741456
11,2,60,685815,741456
50,2,54,623657,741456
44,2,52,1056770,741456
6,4,61771,39167117,6941072
48,4,20539,27914410,6941072
8,4,15540,5539215,6941072
17,4,15310,12820527,6941072
53,4,15037,7294771,6941072
12,4,8974,20613477,6941072
35,4,10106,2091630,6941072
32,4,8542,2917563,6941072
41,4,7462,4089976,6941072
36,4,6492,19633428,6941072
26,4,6679,9950571,6941072
49,4,7989,3041868,6941072
27,4,6077,5522744,6941072
39,4,5895,11634370,6941072
55,4,6030,5772628,6941072
42,4,4745,12782275,6941072
29,4,4624,6087135,6941072
18,4,4485,6634304,6941072
37,4,4857,10154788,6941072
51,4,4708,8410106,6941072
13,4,4406,10301890,6941072
34,4,3206,8870827,6941072
19,4,3063,3131371,6941072
16,4,3431,1682380,6941072
20,4,3065,2910844,6941072
47,4,2891,6646010,6941072
25,4,2389,6823608,6941072
40,4,2830,3926331,6941072
24,4,2446,6003323,6941072
15,4,2612,1427559,6941072
31,4,2365,1905616,6941072
2,4,2328,741456,6941072
30,4,2177,1040859,6941072
38,4,1921,754434,6941072
56,4,1812,584215,6941072
46,4,1720,862996,6941072
9,4,1578,3578141,6941072
45,4,1747,4957968,6941072
21,4,1459,4438182,6941072
5,4,1550,2989918,6941072
22,4,1440,4678135,6941072
1,4,1440,4863525,6941072
33,4,837,1342307,6941072
28,4,841,2987938,6941072
23,4,682,1331317,6941072
10,4,468,948921,6941072
54,4,469,1831023,6941072
44,4,405,1056770,6941072
50,4,377,623657,6941072
11,4,278,685815,6941072
48,5,15875,27914410,2989918
29,5,7084,6087135,2989918
40,5,7380,3926331,2989918
6,5,5099,39167117,2989918
47,5,4366,6646010,2989918
22,5,3782,4678135,2989918
12,5,3373,20613477,2989918
17,5,2916,12820527,2989918
28,5,2568,2987938,2989918
8,5,1957,5539215,2989918
20,5,1910,2910844,2989918
