"","1","2","4","5","6","8","9","10","11","12","13","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","44","45","46","47","48","49","50","51","53","54","55","56"
"1",0,2068.9375,23826.8272,17032.151,130160.6312,20441.1621,15295.1934,4068.8189,2853.7975,105351.143,72837.7061,3648.1622,5550.1262,62980.2657,34732.9081,14322.8148,13487.2722,25239.9562,26904.5487,5323.3815,26887.043,26932.261,46938.0279,23105.3343,19634.297,29453.7403,3706.2754,8350.1864,9735.8937,5388.7793,38376.9661,8263.7516,84417.131,54113.6085,2758.2103,59412.0005,18017.7349,12847.2858,56912.0038,4363.4772,25370.6099,3536.4796,44144.8202,124414.1513,10298.1822,2567.4992,38072.8125,22520.999,9860.3818,26834.0781,2271.2746
"2",3192.7799,0,4636.9632,1995.662,27697.6891,3718.9956,2381.3999,598.5224,402.7668,12200.6778,6440.7673,961.4392,1253.8427,8978.8423,4464.1774,2176.2265,2019.2685,2961.305,3006.5889,886.5736,3855.4319,4366.4431,6817.8689,3861.3599,1989.7771,4227.9334,775.2974,1314.4831,2017.5531,879.3224,5859.2764,1483.2475,12905.9064,6329.0839,503.8198,7863.2703,2623.8444,3228.1572,8456.1407,699.8177,3021.501,596.4094,4297.2162,16939.7638,2120.3343,423.1727,5272.8801,5792.8379,1247.8494,4008.8359,419.6766
"3",28370.1788,3577.7329,0,18659.0324,337083.9955,39323.834,18776.0489,4804.0143,3270.4138,104920.8087,56047.4043,6567.4465,11424.6668,76142.1943,38134.6758,19382.589,19710.5404,25474.5064,27758.4064,6823.5857,31175.6206,33938.6517,55997.8488,32725.3957,18336.7917,39215.9986,6848.7309,12023.0541,26917.4815,6820.9928,46499.4235,19106.7869,102366.5388,53407.4146,4211.745,65670.3003,26257.3755,25420.1685,67670.0692,5460.2365,25546.0739,5289.4868,37744.7353,166709.2627,22603.0521,3276.7082,43000.9904,43314.9148,10432.2492,33674.5785,4236.8481
"4",17405.6609,1321.5586,16014.5331,0,86170.9683,14126.0645,8959.3575,2348.0757,1626.736,54685.9238,31893.0359,2329.3579,3675.43,39831.346,20955.3049,9895.2435,10197.3151,14446.4677,16111.9318,3168.2194,15412.1286,15917.6119,28268.5137,15298.5799,12374.4165,21900.0242,2471.4669,5874.5033,6497.9659,3194.4572,22380.3208,5699.5354,49221.8974,28292.1113,1826.7616,34504.877,14015.2133,8413.4795,32933.6829,2571.3264,13267.7532,2410.3656,23101.2262,86906.4,6915.5442,1533.2938,21375.6388,14719.782,5498.8196,17068.8078,1560.1647
"5",190794.4319,26309.221,414981.1089,123602.1442,0,253842.4538,129483.0167,33019.4954,22428.3199,712873.263,378934.841,48923.1153,84296.6362,516848.9498,258430.954,130152.029,128826.7199,172401.3104,185232.054,47253.0359,213965.838,234652.3157,382742.9918,222681.5293,122181.6746,260273.2634,47728.2472,80244.2792,200784.4789,47170.5046,320275.0219,111066.0678,705167.253,363568.6773,28850.1033,447371.8173,170137.675,193385.1446,465383.2784,37728.5959,174029.926,35667.0191,254276.1983,1091992.6388,155475.8912,22659.4467,294841.2403,324847.3078,71084.4455,229099.0737,27885.5552
"6",23377.803,2756.1457,37770.9675,15808.7772,198050.6716,0,15406.4268,3951.3355,2693.8644,84327.0599,46020.5011,4766.7074,9022.9275,66083.6993,32568.86,17755.7874,18389.6547,21543.8279,22284.0684,5586.3485,25681.6343,27778.4317,47482.268,29678.0503,15039.9342,35815.325,6300.9285,11420.1183,15746.1961,5592.1241,38206.3549,14415.9414,84060.8345,43836.8602,3867.9712,55305.2081,23194.0664,19365.1274,55634.7147,4468.6603,20719.9252,5040.4137,31682.738,131719.1171,18751.3458,2701.3512,35142.6844,33639.3812,8691.7237,29341.9017,5717.9345
"7",14557.2256,1468.7043,15008.317,8344.0998,84071.8105,12821.164,0,4625.1282,2692.9357,57900.8506,30764.8243,2492.8452,3682.0774,41476.003,21499.6825,8882.8152,7809.685,14371.4803,12685.888,6135.1748,26915.6608,35481.6086,35662.9455,15520.3949,8502.1867,17082.723,2464.8814,5149.3197,6256.2173,6842.2679,60616.1614,5078.2945,137725.698,33310.0692,1876.0726,41541.3233,10130.8507,8666.327,68954.1265,6186.1998,15362.7086,2282.4042,20048.2236,66566.9959,6670.8834,2892.4757,32848.4278,15302.2243,6805.2048,18259.1347,1441.477
"8",3661.0148,348.9731,3630.2921,2067.3986,20268.3089,3108.7008,4372.5348,0,853.5737,14549.9941,7813.276,595.9233,885.1831,10287.0264,5424.8369,2176.9144,1913.2504,3654.758,3143.2506,1245.2932,9277.4331,6673.1486,8939.5302,3768.1239,2113.268,4199.4816,593.199,1258.1993,1509.6613,1317.9648,12357.5883,1232.549,26855.1402,8702.1468,452.5291,10726.5436,2484.2031,2077.5155,26703.3125,1111.0483,3929.9377,554.7131,5066.8157,16353.7106,1609.2731,604.7739,9093.3345,3664.6846,1802.8639,4495.5504,349.1531
"9",2668.8215,244.0779,2568.6398,1488.6494,14308.9267,2202.7945,2646.054,887.1647,0,10574.9227,5744.3346,418.3833,623.6888,7383.3648,3951.8928,1552.6363,1365.5926,2685.9197,2263.2428,813.7701,7698.4117,4278.6674,6410.0501,2668.0447,1525.6299,3004.0563,418.1748,895.8379,1066.4253,849.1545,7038.8176,874.116,15394.3554,6574.0815,319.2056,7941.1003,1774.6421,1461.1433,11682.1556,705.5143,2897.2677,393.384,3708.6105,11700.0501,1136.482,396.0847,6952.1867,2575.7372,1380.636,3207.6832,247.2169
