"1","2","4","5","6","8","9","10","11","12","13","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","44","45","46","47","48","49","50","51","53","54","55","56"
0,2090.0574,24836.6718,16975.3913,132735.8655,21586.4813,14990.6013,4163.1462,3114.2975,110476.5047,74649.6699,3719.4651,5704.9646,61676.5644,34582.6904,14328.6124,13423.6881,25123.6944,27005.1768,5208.2051,27187.2025,27251.1737,46152.4833,23323.0343,19316.1821,29166.6647,3769.8821,8441.1651,10100.3705,5348.0664,37820.9087,8177.9383,83635.5123,55445.2164,3014.4621,58492.5442,18320.3386,13147.0613,55976.6595,4275.561,26181.5149,3618.5776,44771.2192,132403.5187,10819.8863,2508.0922,38800.2021,23397.728,9579.0601,26565.9271,2304.1984
3225.6523,0,4924.7671,2026.5726,28779.0892,4001.5367,2378.0516,623.9627,447.8324,13035.8543,6725.6475,998.7414,1313.1611,8959.0281,4528.8083,2218.2205,2047.7016,3003.329,3074.8238,883.7718,3972.0928,4501.581,6830.3625,3971.348,1994.5054,4265.7885,803.4952,1353.8984,2132.6094,889.159,5883.4244,1495.5642,13027.8729,6607.2891,561.0254,7887.7731,2718.2929,3365.8662,8474.2285,698.667,3176.958,621.7791,4440.4935,18368.004,2269.8196,421.1877,5475.0967,6132.0019,1235.14,4043.7234,433.8003
29553.7967,3797.0494,0,19537.4065,361138.8996,43627.4294,19332.8457,5163.9865,3749.4463,115589.8766,60346.8537,7034.454,12337.3287,78337.295,39890.1054,20371.1263,20609.7992,26639.6294,29271.3896,7013.5941,33117.9988,36077.3375,57845.4328,34704.4525,18952.0758,40797.8326,7318.5943,12768.754,29337.5201,7111.8319,48143.3588,19864.6871,106548.0853,57489.2495,4835.8411,67923.9345,28048.6599,27328.9676,69924.1536,5620.8158,27695.9027,5686.012,40216.3869,186387.5816,24949.2051,3362.7798,46038.9047,47277.1185,10647.1806,35024.1788,4515.6536
17347.024,1341.8625,16778.4645,0,88324.3326,14993.679,8825.7516,2414.7721,1784.2872,57639.0716,32853.2429,2387.0049,3797.2483,39205.8991,20971.1557,9949.7689,10201.037,14453.3103,16254.727,3115.4908,15663.718,16188.2931,27937.2696,15521.5349,12236.0548,21797.2479,2526.7114,5968.8151,6775.6296,3186.5022,22168.6057,5669.1347,49015.0258,29136.2527,2006.6659,34144.2494,14323.3224,8653.737,32557.7325,2532.377,13761.6973,2478.908,23548.5924,92959.174,7302.9653,1505.4602,21895.1982,15370.86,5369.1976,16984.4792,1590.858
194465.6292,27319.4707,444640.4358,126627.9999,0,275545.9145,130445.8703,34727.7931,25158.6383,768416.0818,399199.1566,51271.2495,89066.3767,520274.7739,264493.866,133838.2184,131797.4862,176396.0732,191113.2955,47520.7891,222392.1052,244056.6733,386839.6017,231052.3738,123556.4593,264928.8901,49902.1213,83382.2763,214113.9997,48120.5259,324442.572,112979.9591,718134.374,382910.692,32410.3168,452739.5164,177822.718,203420.0982,470508.3343,38000.0778,184604.0585,37513.4488,265080.8318,1194546.0643,167910.7994,22752.8558,308859.3137,346911.5461,70983.4646,233139.0784,29079.2345
24698.1733,2966.5417,41949.1069,16787.4991,215190.1491,0,16088.0509,4307.5927,3132.2044,94218.2556,50252.8158,5178.0028,9881.7757,68952.0939,34550.7606,18925.751,19501.0831,22848.369,23831.6012,5823.2567,27668.242,29947.2913,49743.8181,31918.7289,15764.8303,37787.8898,6828.606,12300.2589,17405.0214,5913.1735,40117.5454,15200.1197,88734.2448,47855.7861,4504.0491,58013.5969,25127.4044,21114.2223,58302.3946,4665.2526,22781.8754,5495.0334,34235.7071,149353.699,20990.9454,2811.5877,38158.5081,37236.7237,8996.4776,30950.2371,6180.5458
14338.8754,1473.8659,15540.7489,8261.1889,85167.0897,13449.8207,0,4700.9957,2919.2796,60315.4239,31321.2321,2524.727,3759.7223,40348.3101,21264.8557,8827.529,7721.3639,14210.494,12648.9639,5962.662,27035.8043,35663.8698,34833.7484,15562.8212,8309.0111,16804.1358,2490.5707,5170.9322,6447.4216,6745.5791,59342.0463,4992.2603,135546.3672,33903.6057,2036.7835,40627.4373,10232.7411,8809.7816,67371.4863,6021.3949,15748.6896,2319.915,20197.9751,70372.2554,6962.3884,2806.827,33254.1906,15792.5903,6567.2438,17956.8955,1452.6826
3766.9516,365.8202,3926.7531,2138.1558,21448.207,3406.5913,4446.9494,0,966.5911,15832.8219,8309.3993,630.4658,944.1654,10453.7082,5604.9166,2259.8621,1975.9884,3775.0123,3273.8981,1264.2615,9734.5112,7006.6114,9121.1536,3946.9607,2157.3735,4315.2587,626.1167,1319.8376,1625.1964,1357.2974,12637.4624,1265.7141,27609.1092,9252.2813,513.2085,10958.4965,2621.1099,2206.1062,27254.1771,1129.6871,4208.3743,588.9792,5332.3557,18059.7149,1754.5136,613.0432,9616.2785,3950.8221,1817.4269,4618.3411,367.5623
2924.3785,272.4769,2958.835,1639.5817,16125.2347,2570.6361,2865.8479,1003.1085,0,12254.574,6505.815,471.3799,708.4487,7990.2499,4348.2362,1716.4685,1501.963,2954.4611,2510.3993,879.8174,8602.2679,4784.2214,6965.0141,2976.1597,1658.6146,3287.3408,470.0437,1000.7509,1222.594,931.2869,7665.6922,955.9297,16854.3492,7443.5998,385.5168,8639.6741,1994.0425,1652.344,12697.4477,763.9352,3304.0212,444.8093,4156.4326,13759.6635,1319.5171,427.5742,7829.4418,2957.1812,1482.1723,3509.2969,277.1524
126031.7303,9635.8524,110817.8937,64346.0314,598345.2557,93942.4874,71935.343,19961.8104,14887.9435,0,286832.4346,17280.6712,25557.2231,259878.2129,142303.0441,59940.3696,55742.5661,100308.5284,110943.704,24877.0375,129829.6953,130804.6285,202843.9601,100575.638,70187.6271,119353.2194,16711.6925,35529.0565,45214.1633,25543.028,181229.0852,35852.4149,401425.4831,268181.5021,13178.7943,253528.7862,75910.9441,59422.8123,268550.1267,20566.1683,153871.0215,15513.7204,157070.2054,563033.3563,48039.706,11817.088,193557.6781,105801.8074,42549.6093,113410.6169,10040.8256
76000.6316,4436.7411,51632.6077,32731.2333,277411.4342,44716.3898,33337.4293,9349.547,7053.709,255980.9199,0,7870.9807,11959.3107,131064.862,74170.1267,29704.003,27284.2632,54374.2191,52550.2792,11470.6052,61338.4436,60259.4635,100710.2387,49050.0098,35542.804,59424.6914,7898.3256,17438.1555,21071.5143,11807.4088,84354.5139,16891.0224,186546.6285,136172.5183,6341.427,129597.3394,36949.1233,27654.6595,125479.6907,9470.8444,63258.8718,7543.2389,91029.4733,265269.0808,22577.2585,5516.5275,88804.9386,49267.99,21884.7537,56499.8767,4783.9751
6293.2647,1094.9373,10002.4416,3952.2431,59212.6976,7657.285,4465.9504,1178.9318,849.3625,25629.8548,13080.8225,0,2437.0921,16804.8754,8582.2467,4171.6761,3948.3815,5732.533,6113.2289,1643.6399,7519.9621,8415.0586,12776.3464,7316.591,3925.997,8145.4769,1461.3325,2552.5908,4267.0895,1658.0168,11069.6155,2966.6208,24517.6094,12740.5515,1019.0785,14919.567,5308.8827,6087.005,15996.0457,1308.6063,6179.6679,1155.369,8562.3056,36852.6059,4329.7149,780.7822,10464.4092,10755.1265,2351.821,7539.0591,821.2296
6939.8958,1035.0437,12612.502,4520.2641,73953.582,10506.3535,4781.4512,1269.345,917.7722,27252.333,14289.4935,1752.1707,0,19371.4238,9726.6238,5032.3577,4802.2641,6436.4478,6680.4004,1749.4663,8121.8722,8961.1194,14345.7554,8885.4554,4363.8902,9768.1775,2273.8735,3146.9596,5887.0861,1770.0124,11884.4292,3795.1756,26298.0019,13804.2842,1282.0467,16625.3526,6331.1021,9307.9728,17205.5518,1393.8193,6605.5099,1449.5488,9577.1081,41026.9863,7237.625,841.0136,11196.1992,15831.5367,2588.4136,8736.5892,1146.0413
