"","1","2","4","5","6","8","9","10","11","12","13","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","44","45","46","47","48","49","50","51","53","54","55","56"
"1",0,2030.5641,23648.6274,16928.5767,129238.2475,20187.9049,15259.8644,4043.4913,2799.596,104537.4704,72338.0873,3611.1767,5506.4466,62925.1035,34654.1723,14275.0328,13400.9341,25122.9901,26658.9543,5344.7753,26684.0044,26800.3861,47171.8811,23034.7622,19606.1096,29356.6906,3690.4969,8294.2381,9696.5298,5399.7482,38282.6657,8173.3688,84226.4936,53544.0397,2725.2642,59508.9009,17859.9013,12782.9246,56857.5896,4373.2526,25183.8306,3505.9289,43913.6029,122554.6762,10131.2086,2569.648,37704.3796,22325.6697,9850.9464,26801.9068,2258.3384
"2",3133.4887,0,4531.4219,1952.9857,27077.9687,3616.3667,2339.3174,585.6386,389.0335,11920.043,6298.0992,937.0388,1224.8214,8832.8514,4385.4782,2135.5707,1975.4505,2902.1977,2933.2736,876.4311,3767.4034,4278.1615,6746.3386,3790.294,1956.3278,4149.1192,760.1103,1285.5722,1978.457,867.5458,5754.885,1444.4369,12678.497,6166.044,490.1371,7754.8266,2560.8142,3162.53,8317.9805,690.5862,2953.0769,582.1536,4208.8907,16429.6604,2053.8379,417.0058,5141.453,5654.1764,1227.4605,3942.3795,410.8613
"3",28165.1014,3497.2642,0,18471.0374,333350.2368,38680.559,18657.4004,4754.925,3195.4066,103692.0797,55439.2678,6474.7405,11289.2044,75769.7857,37895.3273,19240.2958,19505.6624,25254.5554,27394.4856,6823.477,30815.8599,33636.7511,56050.6844,32494.3312,18236.8843,38929.7076,6792.1689,11894.5044,26700.9159,6807.4103,46198.7602,18821.8678,101724.9237,52632.9138,4144.7135,65513.0737,25922.7695,25191.1787,67333.689,5450.4773,25256.0986,5222.7195,37396.1525,163557.7234,22147.2086,3266.2716,42413.7349,42766.6793,10380.3836,33499.043,4195.7874
"4",17300.8334,1293.404,15850.1175,0,85320.0044,13911.8643,8913.5571,2326.9055,1591.3575,54111.1507,31585.3072,2299.2664,3636.2623,39684.6828,20849.0778,9834.5321,10103.5797,14339.1326,15920.0159,3172.0176,15252.7822,15795.1818,28329.5588,15209.0146,12321.9454,21766.5561,2454.0333,5818.7535,6453.5165,3191.9691,22262.6224,5621.3648,48972.8034,27915.6971,1799.8718,34464.0822,13853.4217,8347.8178,32809.7823,2569.8486,13133.0848,2382.8316,22915.6844,85367.0643,6784.3076,1530.2668,21109.3287,14551.1295,5478.128,17000.4603,1546.9215
"5",189448.4752,25721.998,410294.2608,122378.28,0,249733.7951,128687.3634,32687.822,21917.769,704648.3726,374888.9946,48240.9775,83311.7408,514411.276,256853.9836,129219.2073,127510.0136,170942.7492,182835.6725,47260.5715,211533.811,232605.7642,383171.3199,221148.0237,121537.2863,258418.4945,47342.3742,79400.2374,199203.9958,47084.8324,318259.9523,109429.0491,700870.3069,358359.144,28395.9234,446379.0119,167999.0199,191676.7095,463151.1362,37667.7684,172084.6796,35222.9842,251972.079,1071537.0894,152367.077,22591.2365,290865.6659,320791.9845,70743.4439,227944.8252,27620.1512
"6",23088.4114,2680.1792,37144.1277,15568.3131,194840.8721,0,15229.6513,3890.67,2618.4258,82907.1574,45285.0066,4675.0411,8869.6886,65419.3353,32196.545,17534.0001,18104.0965,21247.0154,21877.8285,5557.2792,25253.5799,27388.5027,47280.5088,29315.6261,14880.3908,35369.4144,6216.4729,11239.4035,15538.4789,5552.0357,37762.3896,14127.3003,83100.6003,42977.031,3786.6642,54886.5729,22779.7047,19091.1255,55070.9747,4437.5323,20378.4615,4950.9718,31227.2942,128558.6334,18277.8649,2678.7778,34482.9253,33041.3036,8603.6447,29037.5253,5633.1442
"7",14511.8941,1441.6211,14897.6983,8294.2648,83485.158,12663.6991,0,4596.8401,2642.0781,57459.936,30557.1369,2467.8421,3653.4985,41444.2043,21453.2892,8854.1489,7760.5398,14306.4438,12571.4603,6160.5042,26715.3254,35311.7301,35844.5411,15474.6809,8490.9086,17028.2964,2454.656,5115.3769,6231.6033,6856.9447,60473.8226,5023.3007,137429.6923,32963.0685,1853.866,41613.624,10043.2029,8623.8536,68895.7271,6200.7362,15251.2743,2262.9344,19945.3965,65579.2616,6563.4397,2895.2127,32534.1066,15171.1628,6799.436,18239.2368,1433.4236
"8",3635.1825,341.1835,3589.2855,2046.9247,20047.2884,3058.379,4345.6594,0,834.1419,14382.0985,7729.8423,587.6134,874.8396,10238.4924,5391.7256,2161.3087,1893.6926,3623.8321,3102.5809,1245.4898,9171.9674,6614.9374,8949.5204,3742.1686,2102.1192,4169.5485,588.4021,1244.9631,1497.7756,1315.569,12279.8189,1214.3804,26691.456,8577.4412,445.4044,10702.7224,2452.9724,2059.1588,26575.1921,1109.2553,3886.0041,547.8063,5020.8949,16047.3425,1577.0925,602.9525,8970.7079,3618.9298,1794.2125,4472.8938,345.8295
"9",2616.5817,235.6213,2507.6082,1455.3254,13974.4661,2139.8158,2596.6365,867.1798,0,10321.1166,5611.3485,407.3481,608.6299,7255.8873,3878.2543,1522.0721,1334.5931,2629.617,2205.7957,803.6377,7514.9457,4187.8731,6336.3116,2616.2625,1498.4492,2945.0418,409.564,875.2387,1044.6906,836.9251,6906.3406,850.3733,15107.6318,6398.1803,310.219,7823.5738,1730.2401,1429.9749,11479.5352,695.4956,2828.761,383.5884,3628.6685,11336.1238,1099.7146,389.9133,6771.9698,2511.5114,1356.6886,3151.2817,241.7766
"10",118852.5895,8782.1945,98986.7048,60197.2779,546523.7772,82418.7237,68695.5138,18188.1788,12555.2225,0,260748.5034,15739.2232,23141.2373,248729.9434,133772.0494,56020.4807,52204.0998,94097.9407,102743.2223,23949.391,119540.4688,120679.4678,194493.2963,93184.9793,66832.1033,112696.1031,15347.2989,32750.0688,40720.0187,24193.7691,172088.7757,33614.7677,379242.8255,242957.4972,11177.0936,241970.8945,69423.1612,54201.2342,255894.6838,19734.1889,138847.5717,14100.5354,144526.8027,488898.7422,42198.1427,11357.8217,176450.4012,94706.1822,41049.2353,107336.8544,9231.9405
"11",73542.5963,4149.2538,47324.2829,31420.3098,260000.7339,40255.3466,32667.1444,8741.2363,6103.7993,233161.6387,0,7356.0478,11111.4841,128717.4659,71544,28486.2578,26219.4086,52339.3469,49936.5524,11331.1804,57951.7661,57046.4393,99085.2908,46632.1267,34727.1596,57575.1003,7442.855,16493.852,19472.5229,11475.6887,82191.3248,16250.2724,180839.312,126585.5002,5518.6546,126918.5043,34673.4565,25883.16,122688.0738,9324.9734,58572.7886,7035.1038,85946.7819,236354.8043,20349.6623,5440.5571,83069.6483,45252.5539,21664.2752,54870.0881,4513.4173
"12",6112.2057,1027.7686,9201.6607,3807.9562,55701.2922,6918.8172,4392.3119,1106.2956,737.6935,23431.2715,12246.7776,0,2272.6788,16564.8196,8308.9357,4015.4222,3808.2897,5538.3709,5830.6154,1629.6552,7130.9893,7995.7763,12616.6034,6981.6023,3850.0622,7921.0816,1382.1455,2423.2764,3957.8418,1617.3846,10825.5606,2864.6195,23855.2389,11887.2919,890.1313,14665.1086,5000.3032,5718.1145,15697.907,1293.2072,5743.0131,1081.5176,8114.0658,32956.8892,3916.9273,772.8723,9824.7199,9915.0288,2336.7216,7348.6153,777.645
"13",6705.5761,966.5537,11543.1044,4332.8464,69210.3141,9444.3101,4678.4305,1185.0137,793.0106,24786.4643,13309.5937,1635.1346,0,18996.5239,9368.4491,4818.9599,4608.0596,6186.47,6338.8053,1725.6622,7662.1644,8470.8489,14093.5491,8435.0411,4257.4816,9450.237,2139.5981,2972.1732,5432.3564,1717.7575,11562.6498,3645.8431,25455.9661,12813.5591,1114.0673,16257.7752,5932.4448,8698.9228,16798.0514,1370.3351,6107.2008,1349.9164,9029.0772,36501.34,6513.9357,828.2129,10457.7261,14519.8695,2558.5715,8472.1076,1079.6382
"14",64746.2936,5889.5276,65460.8519,39954.648,361078.3088,58856.482,44841.6264,11718.1021,7988.083,225103.5702,130273.6311,10069.9766,16050.9391,0,128058.8136,49771.2626,38293.537,73495.9711,54817.161,15907.4962,76925.6039,79018.8632,176285.462,83177.8249,38439.1078,89632.4086,11117.8577,26834.6669,27300.8817,16072.5787,112342.8117,22674.3865,246553.9573,127911.1261,9085.5617,195738.1346,47980.6682,37123.3602,165230.6416,12838.5387,57640.9444,11636.3865,95994.3434,291431.4393,29337.9542,7867.5493,101506.6577,65229.0411,28079.7609,138958.4458,6690.1534
