"1","2","4","5","6","8","9","10","11","12","13","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","44","45","46","47","48","49","50","51","53","54","55","56"
0,8.9487,122.7256,2945.4145,490.9024,73.6354,49.0902,12.2726,9.2044,2314.2543,11781.6581,18.4088,20.4543,687.2634,368.1768,143.1799,100.4119,409.0853,9818.0484,18.4088,85.9079,92.0442,168.7477,220.9061,5154.4754,468.5887,11.5055,73.6354,46.0221,18.4088,122.7256,41.4199,230.1105,578.5636,29.2868,220.9061,301.2356,46.0221,161.0774,13.8066,539.9927,33.4706,8836.2435,3366.188,42.954,10.5467,138.0663,81.8171,40.9085,276.1326,8.2182
1.0934,0,1.562,0.7029,13.1208,1.2496,0.781,0.2148,0.1562,4.686,2.343,10.9056,0.852,2.8116,1.562,0.7029,0.6248,1.0934,1.0934,0.3124,1.4058,1.562,2.343,1.2496,0.7029,1.4058,0.2343,0.4295,0.8435,0.3124,2.1868,0.4686,4.3736,2.343,0.1757,2.4992,0.9372,8.9971,2.8116,0.2343,1.1715,0.1952,1.562,6.248,0.7029,0.1464,1.8744,23.5639,0.3905,1.2496,0.1367
83.8205,139.7009,0,59.8718,10729.0261,5364.5131,62.8654,17.026,13.097,335.2821,188.5962,419.1026,402.3385,209.5513,115.2532,52.3878,139.7009,83.8205,95.7949,26.1939,104.7756,115.2532,188.5962,104.7756,52.3878,152.4009,391.1624,72.6444,1341.1283,26.1939,167.641,25034.3943,298.0285,188.5962,17.4626,209.5513,293.3718,938.7898,209.5513,18.3357,94.2981,41.9103,115.2532,1005.8462,5364.5131,11.7873,146.6859,1584.9698,31.4327,104.7756,298.0285
1048.2108,10.5289,106.9603,0,465.8714,435.6201,20.7978,5.7194,4.9915,449.2332,280.7707,18.718,37.4361,385.057,187.1805,245.0363,1369.0916,149.7444,598.9776,8.3191,42.1156,41.5957,74.8722,149.7444,5390.7982,2695.3991,16.044,149.7444,48.1321,8.3191,58.2339,40.8394,104.8211,80.2202,22.4617,99.8296,3194.5471,81.6788,74.8722,6.2393,46.7951,57.594,1089.0501,2662.1226,67.385,3.8996,56.1541,109.8126,12.4787,199.6592,47.6459
1284.3077,6164.6771,78907.8668,899.0154,0,18494.0313,821.9569,205.4892,192.6462,4843.6749,2421.8374,24658.7084,12329.3542,2876.8493,1651.2528,899.0154,924.7016,1284.3077,1284.3077,308.2339,1798.0308,1541.1693,2260.3816,1232.9354,899.0154,1798.0308,3082.3385,513.7231,49317.4168,308.2339,2054.8924,13870.5235,4109.7847,2421.8374,179.8031,2642.0045,1733.8154,34142.827,2876.8493,231.1754,1412.7385,205.4892,1651.2528,8966.803,23014.7945,141.2739,1981.5034,56362.762,513.7231,1232.9354,1712.4103
53.4326,124.6761,1424.87,66.4939,3682.741,0,44.5272,11.1318,8.3488,232.7288,116.3644,187.0142,1813.471,181.3471,74.8057,265.9757,2493.5226,53.4326,83.1174,16.6977,66.4939,74.8057,116.3644,498.7045,55.4116,797.9272,4388.5997,554.1161,531.9515,16.6977,99.7409,6269.4282,199.4818,116.3644,265.9757,124.6761,843.9615,685.7187,132.9879,12.245,62.3381,332.4697,74.8057,1246.7613,9820.6428,7.7923,91.4292,1108.2323,22.2636,93.5071,9575.1267
30.6641,5.2268,27.5977,16.4272,133.8068,22.998,0,108.718,65.7087,165.5859,75.2663,5.7495,6.8994,122.6562,67.4609,16.4272,11.499,36.7969,28.3053,2102.6783,490.6249,7195.8323,220.7812,61.3281,16.4272,30.6641,4.0247,9.343,11.499,2102.6783,2616.6663,8.0493,4281.8176,150.5326,4.7913,183.9843,16.0986,16.0986,1132.2114,2060.6247,68.9941,5.7495,42.1631,100.3551,11.499,1018.9902,468.3238,33.2194,27.5977,61.3281,2.2998
3.9731,0.4656,3.0264,2.2763,13.2437,2.4832,35.2161,0,317.848,44.6974,17.879,0.6651,1.0088,25.2139,16.2536,3.4144,1.6931,9.1687,3.7248,12.4159,1748.164,55.0122,71.5158,9.9328,2.7315,5.1216,0.582,1.7382,1.2804,12.4159,105.9493,0.873,173.3716,33.523,1.2804,49.6638,1.9954,2.328,953.544,9.312,17.879,0.807,8.9395,17.6081,1.4633,5.5872,650.1436,4.3456,12.1055,12.4159,0.2661
2.8834,0.2621,2.0596,1.5378,8.6502,1.5447,15.3781,38.4453,0,46.1344,16.147,0.3862,0.6553,16.7761,12.9753,2.3067,1.2014,9.8859,2.4715,5.7668,1181.0399,27.6806,53.8234,7.8638,1.6477,3.8445,0.3604,1.3106,0.8238,5.7668,39.5437,0.5664,61.5125,107.6469,0.9611,69.2016,1.7621,1.4417,67.1045,4.5311,24.8416,0.6007,6.9202,11.5336,0.8238,2.8834,811.9649,2.6213,35.488,12.3574,0.1966
6243.8366,77.6045,1117.5048,1241.6721,4856.3174,869.1704,1192.0052,298.0013,231.7788,0,17338.257,217.2926,279.3762,2292.3176,1444.8548,573.0794,695.3363,1560.9592,4856.3174,463.5576,1986.6753,2119.1203,1986.6753,869.1704,2709.1027,1490.0065,103.4727,372.5016,465.627,463.5576,2913.7904,310.418,5463.357,23840.1034,93.1254,2528.4958,993.3376,496.6688,3973.3506,331.1125,34676.514,139.6881,3178.6805,17880.0775,465.627,165.5563,3973.3506,745.0032,596.0026,1069.7482,85.365
17697.563,22.0945,377.0788,942.6969,1659.1465,239.9592,339.3709,106.0534,82.486,18099.7803,0,65.9888,77.1297,2262.4725,2193.9128,471.3484,351.9402,3016.63,2552.5331,131.9776,707.0227,603.326,822.7173,812.1696,4113.5864,565.6181,42.8499,169.6854,157.1161,131.9776,754.1575,104.7441,1508.315,19306.4323,101.0032,1919.6737,502.7717,171.3994,1131.2363,94.2697,4524.9451,121.2039,12066.5202,7239.9121,128.5496,56.5618,1371.1955,308.519,617.038,754.1575,23.5674
3.5377,6.2893,5.8962,2.3585,30.8749,4.4222,2.9481,0.737,0.5528,16.5095,8.2547,0,1.4741,9.434,5.3066,2.3585,2.2111,3.5377,3.5377,1.1055,4.717,5.3066,8.2547,4.4222,2.3585,4.717,0.8107,1.4741,2.3585,1.1055,7.0755,1.6215,14.151,8.2547,0.5896,8.8444,3.2429,3.2429,9.434,0.8107,4.1274,0.737,5.3066,23.585,2.3585,0.5159,6.4859,5.8962,1.4741,4.4222,0.4422
5.3962,313.9619,138.1432,3.3726,613.9698,230.2387,4.317,1.0961,0.8432,21.5849,12.1415,35.9748,0,14.3899,7.4198,3.5975,5.9958,5.3962,4.317,1.7987,6.7453,7.9145,12.9509,8.9937,3.3726,7.195,1758.1864,5.0108,78.4905,1.7987,10.7924,13.7358,19.1866,12.1415,5.9958,13.4905,8.3941,1487.6962,13.4905,1.3491,6.0707,3.2377,7.4198,23.5471,6139.6985,0.8672,9.4434,2244.8273,2.0236,7.195,43.1698
556.5675,149.0806,722.8149,650.5334,3180.3857,706.7524,496.9353,109.3258,79.5096,1084.2224,1590.1929,132.5161,283.963,0,25443.086,5724.6943,1060.1286,5565.6751,505.9705,198.7741,715.5868,993.8705,17347.5586,12721.543,325.2667,11449.3887,198.7741,2498.8745,325.2667,212.0257,1236.8167,238.5289,2473.6334,795.0964,1431.1736,10177.2344,795.0964,681.5112,1590.1929,149.0806,397.5482,1325.1607,2271.7041,2650.3215,357.7934,114.6774,596.3223,1345.5478,361.4075,29077.8126,126.4926
583.7222,36.4826,171.2252,311.3185,778.2962,210.14,214.0315,50.0333,37.525,1149.4837,1067.3777,43.7792,64.2094,10673.777,0,1167.4444,233.4889,22414.9318,250.1666,95.5182,333.5555,466.9777,3984.8768,2241.4932,212.2626,1698.1009,54.2028,431.0564,97.287,95.5182,538.8205,63.2366,1000.6666,747.1644,212.2626,7471.6439,404.714,137.9707,622.637,63.2366,311.3185,214.0315,4109.4042,1284.1888,97.287,51.8864,275.9414,373.5822,1027.351,6113.1632,21.8896
32.0566,19.234,85.4843,96.1699,398.927,586.1784,20.0354,5.877,4.2742,73.9768,60.1062,18.3181,42.7422,710.1777,341.9374,0,1492.0904,112.1982,56.0991,8.5484,36.0637,40.0708,106.8554,7294.6644,36.0637,4103.2487,128.2265,10030.1636,72.1274,8.5484,56.0991,32.0566,99.7317,48.0849,923.231,93.2557,307.7437,102.5812,72.1274,6.4113,20.0354,1282.2652,85.4843,641.1326,72.1274,5.0088,42.7422,176.3115,10.6855,547.0998,119.6781
30.607,16.3237,272.0618,602.7215,652.9483,3264.7417,13.9123,3.4781,2.6085,65.9227,38.9543,38.2587,51.0116,178.0768,55.0925,356.1536,0,24.4856,66.7788,5.2171,22.2596,25.0421,53.5622,306.0695,54.4124,5698.4582,96.1933,1399.175,81.6185,5.2171,33.3894,414.3711,66.7788,32.9613,81.6185,45.9104,10773.6475,112.2255,44.5192,3.8259,17.8541,349.7937,68.8656,1632.3708,89.0384,2.9757,30.607,174.8969,6.9561,131.1727,293.8267
1201.1938,14.4519,88.0875,289.0373,367.0315,70.7846,94.3795,27.5274,20.6455,968.963,908.4028,16.5164,27.5274,2466.4513,13213.1322,355.7382,99.0985,0,220.2189,41.291,177.8691,176.9616,1211.2038,528.5253,256.922,616.6128,23.2262,176.1751,38.5383,41.291,220.2189,24.7746,440.4377,1937.9261,57.8075,2882.8652,247.7462,61.9366,355.7382,26.5442,330.3283,82.5821,13213.1322,1321.3132,48.1729,14.1938,228.6888,94.3795,1921.9101,566.2771,8.6023
2428.4396,5.8102,188.8786,1322.1504,772.6853,91.0665,38.6343,10.6244,8.8537,2077.665,849.9539,35.4147,28.3318,185.9274,79.6832,67.61,106.2442,88.5369,0,14.4878,74.371,72.4392,106.2442,84.9954,21154.4071,148.7419,13.2805,42.4977,92.9637,14.4878,96.5857,68.2999,193.1713,166.9552,8.4512,115.9028,478.099,53.1221,148.7419,10.8659,179.7979,21.2488,455.3324,7252.9396,53.1221,6.6403,106.2442,84.9954,23.6098,70.8295,8.8537
4.2721,1.1076,4.1535,2.4921,17.0886,3.1151,53.1644,9.9683,3.1151,21.4703,9.9683,0.7788,1.0384,14.4994,8.1559,2.4921,1.5576,4.2721,3.7381,0,28.9988,2296.704,19.9367,6.2302,2.6582,4.9842,0.5711,1.246,1.6614,797.4667,119.62,1.1422,212.6578,15.5063,0.712,14.9525,2.2844,2.2844,115.9952,269.9118,8.7223,0.7788,6.4082,18.1242,1.6614,2977.209,21.9303,4.5311,3.3228,9.3453,0.3115
116.8001,12.7987,83.4287,62.5715,438.0005,66.7429,715.1029,2002.2881,10678.87,1501.7161,682.5982,15.6429,26.0715,643.5926,455.0655,93.8573,50.0572,292.0004,116.8001,286.0412,0,1334.8588,2145.3087,308.0443,70.3929,125.143,15.6429,57.3572,37.5429,286.0412,2336.0028,25.0286,3737.6045,938.5726,40.2245,1779.8117,75.0858,62.5715,3276.4715,214.5309,682.5982,20.8572,250.286,455.0655,37.5429,134.0818,19221.966,114.7144,834.2867,500.572,9.125
74.3021,10.8357,63.5696,43.3429,297.2084,52.0115,1109.578,208.0459,83.2184,341.4086,158.5111,13.0029,15.8924,277.3945,138.6973,43.3429,28.3699,74.3021,65.0143,13314.9362,792.5557,0,369.8593,96.0212,49.5347,86.6858,9.391,26.0057,28.8953,17753.2483,2377.6672,18.7819,4160.9176,246.5729,12.3837,312.0688,40.9787,37.5638,2219.156,14424.5142,147.9437,11.9193,108.9764,277.3945,28.8953,5917.7494,721.2257,69.3486,50.8557,138.6973,5.4179
