"origin_fips","dest_fips","num_migrants","m_i","m_j","origin_lat","origin_lon","dest_lat","dest_lon","distance"
35,1,344,2036802,4757938,35.1,-106.66,33.52,-86.81,1138.65347929325
41,1,287,3808600,4757938,45.52,-122.67,33.52,-86.81,2065.45765392866
54,1,268,1847775,4757938,38.35,-81.63,33.52,-86.81,441.709034098907
31,1,229,1812683,4757938,41.26,-96.02,33.52,-86.81,735.16313044024
23,1,189,1329590,4757938,43.68,-70.3,33.52,-86.81,1132.03573343263
33,1,179,1316102,4757938,42.99,-71.45,33.52,-86.81,1057.51361841715
46,1,154,807067,4757938,43.54,-96.73,33.52,-86.81,874.153047706144
16,1,171,1554439,4757938,43.62,-116.2,33.52,-86.81,1725.46711497452
56,1,144,559851,4757938,41.13,-104.82,33.52,-86.81,1119.03586429123
11,1,99,592228,4757938,38.89,-77.03,33.52,-86.81,659.494332391888
30,1,147,983982,4757938,45.79,-108.52,33.52,-86.81,1426.39628341128
44,1,136,1053646,4757938,41.82,-71.41,33.52,-86.81,1017.49675475591
38,1,129,664968,4757938,46.89,-96.81,33.52,-86.81,1061.38510272291
10,1,113,891730,4757938,39.74,-75.55,33.52,-86.81,757.685049068828
50,1,43,624817,4757938,44.47,-73.21,33.52,-86.81,1049.13136797216
6,2,2959,36961229,698895,34.05,-118.24,61.22,-149.9,2342.514137532
53,2,2858,6667426,698895,47.6,-122.33,61.22,-149.9,1438.39221517614
48,2,2506,24801761,698895,29.73,-95.39,61.22,-149.9,3276.63136969686
41,2,1539,3808600,698895,45.52,-122.67,61.22,-149.9,1542.94410866454
12,2,1607,18652644,698895,30.33,-81.66,61.22,-149.9,3693.65568313247
8,2,1153,4972195,698895,39.74,-104.99,61.22,-149.9,2399.75429017353
4,2,965,6343154,698895,33.45,-112.07,61.22,-149.9,2547.71191963913
13,2,1039,9620846,698895,33.75,-84.39,61.22,-149.9,3408.73861586258
26,2,788,9901591,698895,42.36,-83.08,61.22,-149.9,2983.34840302833
51,2,876,7925937,698895,36.81,-76.12,61.22,-149.9,3513.96132361248
37,2,840,9449566,698895,35.21,-80.84,61.22,-149.9,3445.60341721239
32,2,704,2684665,698895,36.17,-115.19,61.22,-149.9,2296.81530961694
16,2,705,1554439,698895,43.62,-116.2,61.22,-149.9,1837.59955913095
27,2,558,5281203,698895,44.98,-93.27,61.22,-149.9,2508.69410679552
30,2,599,983982,698895,45.79,-108.52,61.22,-149.9,1963.13240791574
36,2,544,19307066,698895,40.67,-73.98,61.22,-149.9,3373.46470939665
17,2,552,12796778,698895,41.88,-87.63,61.22,-149.9,2857.02158619125
15,2,646,1346717,698895,21.3,-157.86,61.22,-149.9,2781.70071443795
39,2,529,11528896,698895,39.96,-82.99,61.22,-149.9,3113.86601091953
40,2,649,3717572,698895,35.52,-97.5,61.22,-149.9,2876.41941443971
49,2,661,2723421,698895,40.77,-111.89,61.22,-149.9,2126.88101497066
29,2,606,5961088,698895,39.03,-94.56,61.22,-149.9,2778.5180826085
47,2,564,6306019,698895,36.15,-86.77,61.22,-149.9,3195.5078718408
55,2,458,5669264,698895,43.04,-87.91,61.22,-149.9,2787.03232410908
42,2,374,12666858,698895,39.96,-75.15,61.22,-149.9,3373.52935509225
1,2,534,4757938,698895,33.52,-86.81,61.22,-149.9,3341.0525437443
45,2,431,4589872,698895,32.79,-79.94,61.22,-149.9,3611.33022104514
35,2,368,2036802,698895,35.1,-106.66,61.22,-149.9,2610.64955170605
21,2,414,4317074,698895,38.21,-85.65,61.22,-149.9,3119.77158800661
22,2,384,4491648,698895,29.98,-90.03,61.22,-149.9,3436.30413128276
20,2,382,2832704,698895,37.69,-97.33,61.22,-149.9,2760.77692243556
18,2,301,6459325,698895,39.77,-86.15,61.22,-149.9,3018.66614279706
24,2,314,5730388,698895,39.31,-76.62,61.22,-149.9,3360.373023085
25,2,192,6517613,698895,42.33,-71.08,61.22,-149.9,3378.20345539015
56,2,249,559851,698895,41.13,-104.82,61.22,-149.9,2329.01245545752
5,2,243,2896843,698895,34.75,-92.29,61.22,-149.9,3090.30092039021
34,2,232,8755602,698895,40.74,-74.18,61.22,-149.9,3363.14577401594
28,2,237,2958774,698895,32.31,-90.2,61.22,-149.9,3297.22350983402
19,2,190,3032870,698895,41.58,-93.61,61.22,-149.9,2673.29736664769
23,2,183,1329590,698895,43.68,-70.3,61.22,-149.9,3331.04935198236
46,2,198,807067,698895,43.54,-96.73,61.22,-149.9,2466.91676441938
31,2,200,1812683,698895,41.26,-96.02,61.22,-149.9,2610.15213329993
38,2,169,664968,698895,46.89,-96.81,61.22,-149.9,2295.40042790403
9,2,105,3561807,698895,41.18,-73.19,61.22,-149.9,3371.72315934909
33,2,90,1316102,698895,42.99,-71.45,61.22,-149.9,3330.97727152219
54,2,84,1847775,698895,38.35,-81.63,61.22,-149.9,3246.28298140874
50,2,73,624817,698895,44.47,-73.21,61.22,-149.9,3196.0759645283
10,2,66,891730,698895,39.74,-75.55,61.22,-149.9,3372.30360343904
11,2,48,592228,698895,38.89,-77.03,61.22,-149.9,3369.67104494431
44,2,41,1053646,698895,41.82,-71.41,61.22,-149.9,3394.97938670765
6,4,30663,36961229,6343154,34.05,-118.24,33.45,-112.07,357.567045514862
48,4,10302,24801761,6343154,29.73,-95.39,33.45,-112.07,1015.2591342086
53,4,7462,6667426,6343154,47.6,-122.33,33.45,-112.07,1113.56169326351
17,4,6518,12796778,6343154,41.88,-87.63,33.45,-112.07,1453.96501818516
8,4,6961,4972195,6343154,39.74,-104.99,33.45,-112.07,585.315558970138
32,4,6526,2684665,6343154,36.17,-115.19,33.45,-112.07,258.078508821127
35,4,6802,2036802,6343154,35.1,-106.66,33.45,-112.07,329.730420225801
26,4,5445,9901591,6343154,42.36,-83.08,33.45,-112.07,1688.95824460058
12,4,5305,18652644,6343154,30.33,-81.66,33.45,-112.07,1794.13350046013
36,4,4509,19307066,6343154,40.67,-73.98,33.45,-112.07,2145.36765607538
39,4,4132,11528896,6343154,39.96,-82.99,33.45,-112.07,1667.52051940449
49,4,5229,2723421,6343154,40.77,-111.89,33.45,-112.07,504.883662658805
41,4,3762,3808600,6343154,45.52,-122.67,33.45,-112.07,1005.2211440943
27,4,3082,5281203,6343154,44.98,-93.27,33.45,-112.07,1279.25236609696
42,4,2981,12666858,6343154,39.96,-75.15,33.45,-112.07,2082.86127364676
55,4,2938,5669264,6343154,43.04,-87.91,33.45,-112.07,1463.92772704367
18,4,2856,6459325,6343154,39.77,-86.15,33.45,-112.07,1499.25997772096
37,4,2941,9449566,6343154,35.21,-80.84,33.45,-112.07,1782.59847412471
29,4,2632,5961088,6343154,39.03,-94.56,33.45,-112.07,1048.78549835266
51,4,2487,7925937,6343154,36.81,-76.12,33.45,-112.07,2037.13133928731
13,4,2699,9620846,6343154,33.75,-84.39,33.45,-112.07,1591.6880617261
34,4,1911,8755602,6343154,40.74,-74.18,33.45,-112.07,2134.96619547447
19,4,1867,3032870,6343154,41.58,-93.61,33.45,-112.07,1155.2576998316
16,4,2151,1554439,6343154,43.62,-116.2,33.45,-112.07,736.048659828192
20,4,1810,2832704,6343154,37.69,-97.33,33.45,-112.07,879.036708605428
47,4,1707,6306019,6343154,36.15,-86.77,33.45,-112.07,1446.43817843742
25,4,1403,6517613,6343154,42.33,-71.08,33.45,-112.07,2298.5491488116
40,4,1740,3717572,6343154,35.52,-97.5,33.45,-112.07,842.943896621996
15,4,1411,1346717,6343154,21.3,-157.86,33.45,-112.07,2911.06527529024
31,4,1291,1812683,6343154,41.26,-96.02,33.45,-112.07,1032.26309483556
24,4,1314,5730388,6343154,39.31,-76.62,33.45,-112.07,2004.03127244162
30,4,1089,983982,6343154,45.79,-108.52,33.45,-112.07,871.901894128664
2,4,1233,698895,6343154,61.22,-149.9,33.45,-112.07,2547.71191963913
21,4,1079,4317074,6343154,38.21,-85.65,33.45,-112.07,1513.693408232
46,4,876,807067,6343154,43.54,-96.73,33.45,-112.07,1081.22231620116
9,4,904,3561807,6343154,41.18,-73.19,33.45,-112.07,2187.44029471105
45,4,931,4589872,6343154,32.79,-79.94,33.45,-112.07,1856.32095161397
56,4,878,559851,6343154,41.13,-104.82,33.45,-112.07,662.829728555403
5,4,896,2896843,6343154,34.75,-92.29,33.45,-112.07,1135.84116224202
1,4,887,4757938,6343154,33.52,-86.81,33.45,-112.07,1455.11359932862
22,4,841,4491648,6343154,29.98,-90.03,33.45,-112.07,1317.28753354933
38,4,570,664968,6343154,46.89,-96.81,33.45,-112.07,1225.25399113069
33,4,558,1316102,6343154,42.99,-71.45,33.45,-112.07,2281.55412575323
28,4,578,2958774,6343154,32.31,-90.2,33.45,-112.07,1271.7718455394
23,4,425,1329590,6343154,43.68,-70.3,33.45,-112.07,2341.95597112294
50,4,236,624817,6343154,44.47,-73.21,33.45,-112.07,2202.28671168939
44,4,224,1053646,6343154,41.82,-71.41,33.45,-112.07,2280.72365181976
54,4,220,1847775,6343154,38.35,-81.63,33.45,-112.07,1732.43780583656
11,4,149,592228,6343154,38.89,-77.03,33.45,-112.07,1981.89835557437
10,4,198,891730,6343154,39.74,-75.55,33.45,-112.07,2061.44162359732
48,5,10511,24801761,2896843,29.73,-95.39,34.75,-92.29,390.585043979281
29,5,5476,5961088,2896843,39.03,-94.56,34.75,-92.29,320.770496410631
40,5,5479,3717572,2896843,35.52,-97.5,34.75,-92.29,299.743299175183
6,5,3723,36961229,2896843,34.05,-118.24,34.75,-92.29,1479.31327061769
47,5,3450,6306019,2896843,36.15,-86.77,34.75,-92.29,325.949145313814
12,5,2734,18652644,2896843,30.33,-81.66,34.75,-92.29,690.64331383414
22,5,2653,4491648,2896843,29.98,-90.03,34.75,-92.29,354.227630027178
17,5,2216,12796778,2896843,41.88,-87.63,34.75,-92.29,552.926553400093
28,5,2006,2958774,2896843,32.31,-90.2,34.75,-92.29,206.942687378192
13,5,1695,9620846,2896843,33.75,-84.39,34.75,-92.29,457.265987384357
20,5,1345,2832704,2896843,37.69,-97.33,34.75,-92.29,346.865775593173
37,5,1264,9449566,2896843,35.21,-80.84,34.75,-92.29,650.05931961052
26,5,1216,9901591,2896843,42.36,-83.08,34.75,-92.29,723.256387312705
4,5,1208,6343154,2896843,33.45,-112.07,34.75,-92.29,1135.84116224202
8,5,1194,4972195,2896843,39.74,-104.99,34.75,-92.29,779.144064583547
18,5,956,6459325,2896843,39.77,-86.15,34.75,-92.29,483.885559651862
39,5,896,11528896,2896843,39.96,-82.99,34.75,-92.29,624.901716437987
1,5,967,4757938,2896843,33.52,-86.81,34.75,-92.29,325.272652996714
51,5,840,7925937,2896843,36.81,-76.12,34.75,-92.29,918.323469365578
36,5,725,19307066,2896843,40.67,-73.98,34.75,-92.29,1080.47010938078
55,5,747,5669264,2896843,43.04,-87.91,34.75,-92.29,618.436396782207
53,5,687,6667426,2896843,47.6,-122.33,34.75,-92.29,1783.52842403473
27,5,609,5281203,2896843,44.98,-93.27,34.75,-92.29,707.697487668361
19,5,624,3032870,2896843,41.58,-93.61,34.75,-92.29,476.513650185441
21,5,610,4317074,2896843,38.21,-85.65,34.75,-92.29,439.842382312623
45,5,550,4589872,2896843,32.79,-79.94,34.75,-92.29,723.082407587897
42,5,543,12666858,2896843,39.96,-75.15,34.75,-92.29,1007.61250722964
32,5,524,2684665,2896843,36.17,-115.19,34.75,-92.29,1292.37128609444
31,5,494,1812683,2896843,41.26,-96.02,34.75,-92.29,492.849940288048
35,5,430,2036802,2896843,35.1,-106.66,34.75,-92.29,815.514796730816
34,5,366,8755602,2896843,40.74,-74.18,34.75,-92.29,1071.78418096229
41,5,380,3808600,2896843,45.52,-122.67,34.75,-92.29,1758.12481025952
24,5,363,5730388,2896843,39.31,-76.62,34.75,-92.29,920.149176565121
49,5,364,2723421,2896843,40.77,-111.89,34.75,-92.29,1147.55244860903
2,5,278,698895,2896843,61.22,-149.9,34.75,-92.29,3090.30092039021
25,5,222,6517613,2896843,42.33,-71.08,34.75,-92.29,1257.82872385304
15,5,276,1346717,2896843,21.3,-157.86,34.75,-92.29,4042.95137030522
56,5,202,559851,2896843,41.13,-104.82,34.75,-92.29,812.373253835534
16,5,213,1554439,2896843,43.62,-116.2,34.75,-92.29,1415.15269970741
9,5,176,3561807,2896843,41.18,-73.19,34.75,-92.29,1130.15880910852
30,5,165,983982,2896843,45.79,-108.52,34.75,-92.29,1143.13470156087
46,5,132,807067,2896843,43.54,-96.73,34.75,-92.29,651.322139422312
54,5,107,1847775,2896843,38.35,-81.63,34.75,-92.29,642.388958350293
33,5,75,1316102,2896843,42.99,-71.45,34.75,-92.29,1254.61732981271
38,5,83,664968,2896843,46.89,-96.81,34.75,-92.29,870.173009207421
11,5,54,592228,2896843,38.89,-77.03,34.75,-92.29,891.549854998385
23,5,48,1329590,2896843,43.68,-70.3,34.75,-92.29,1325.40583289755
10,5,51,891730,2896843,39.74,-75.55,34.75,-92.29,983.083711337106
50,5,48,624817,2896843,44.47,-73.21,34.75,-92.29,1214.39681831968
44,5,48,1053646,2896843,41.82,-71.41,34.75,-92.29,1231.30495371003
48,6,33914,24801761,36961229,29.73,-95.39,34.05,-118.24,1372.70055348861
4,6,29041,6343154,36961229,33.45,-112.07,34.05,-118.24,357.567045514862
32,6,26057,2684665,36961229,36.17,-115.19,34.05,-118.24,226.272422354936
53,6,24267,6667426,36961229,47.6,-122.33,34.05,-118.24,958.900978564791
36,6,18681,19307066,36961229,40.67,-73.98,34.05,-118.24,2452.37478560055
12,6,18266,18652644,36961229,30.33,-81.66,34.05,-118.24,2147.25984360214
17,6,14578,12796778,36961229,41.88,-87.63,34.05,-118.24,1745.65585017629
41,6,14185,3808600,36961229,45.52,-122.67,34.05,-118.24,825.362692429811
8,6,13275,4972195,36961229,39.74,-104.99,34.05,-118.24,830.923215348812
51,6,13228,7925937,36961229,36.81,-76.12,34.05,-118.24,2365.113367361
25,6,8364,6517613,36961229,42.33,-71.08,34.05,-118.24,2595.48444663295
13,6,9891,9620846,36961229,33.75,-84.39,34.05,-118.24,1936.54092995186
37,6,10056,9449566,36961229,35.21,-80.84,34.05,-118.24,2119.83804367986
42,6,7560,12666858,36961229,39.96,-75.15,34.05,-118.24,2394.1168079965
15,6,8599,1346717,36961229,21.3,-157.86,34.05,-118.24,2563.6510890318
26,6,8047,9901591,36961229,42.36,-83.08,34.05,-118.24,1981.67030863258
34,6,7715,8755602,36961229,40.74,-74.18,34.05,-118.24,2441.58305889294
39,6,7365,11528896,36961229,39.96,-82.99,34.05,-118.24,1978.20498365478
49,6,9174,2723421,36961229,40.77,-111.89,34.05,-118.24,579.967416045695
24,6,5663,5730388,36961229,39.31,-76.62,34.05,-118.24,2319.20367908379
29,6,5682,5961088,36961229,39.03,-94.56,34.05,-118.24,1357.26477610746
27,6,5203,5281203,36961229,44.98,-93.27,34.05,-118.24,1523.43561280984
47,6,5034,6306019,36961229,36.15,-86.77,34.05,-118.24,1781.01520365728
55,6,4324,5669264,36961229,43.04,-87.91,34.05,-118.24,1744.4074042011
18,6,4543,6459325,36961229,39.77,-86.15,34.05,-118.24,1809.92624637542
35,6,4119,2036802,36961229,35.1,-106.66,34.05,-118.24,663.812458682256
16,6,4505,1554439,36961229,43.62,-116.2,34.05,-118.24,669.190383558547
9,6,3421,3561807,36961229,41.18,-73.19,34.05,-118.24,2491.37847717977
40,6,4051,3717572,36961229,35.52,-97.5,34.05,-118.24,1181.68097407475
20,6,3356,2832704,36961229,37.69,-97.33,34.05,-118.24,1197.23972967764
45,6,3280,4589872,36961229,32.79,-79.94,34.05,-118.24,2202.17923822656
22,6,2831,4491648,36961229,29.98,-90.03,34.05,-118.24,1674.20015329939
19,6,2759,3032870,36961229,41.58,-93.61,34.05,-118.24,1437.96125366082
21,6,2435,4317074,36961229,38.21,-85.65,34.05,-118.24,1835.63982519822
1,6,2465,4757938,36961229,33.52,-86.81,34.05,-118.24,1801.9814796342
5,6,2414,2896843,36961229,34.75,-92.29,34.05,-118.24,1479.31327061769
2,6,2281,698895,36961229,61.22,-149.9,34.05,-118.24,2342.514137532
11,6,1510,592228,36961229,38.89,-77.03,34.05,-118.24,2299.50000567408
30,6,1911,983982,36961229,45.79,-108.52,34.05,-118.24,958.918818442412
31,6,1985,1812683,36961229,41.26,-96.02,34.05,-118.24,1311.1679108806
28,6,1990,2958774,36961229,32.31,-90.2,34.05,-118.24,1624.29772764097
33,6,1210,1316102,36961229,42.99,-71.45,34.05,-118.24,2574.46213892598
23,6,1087,1329590,36961229,43.68,-70.3,34.05,-118.24,2630.59513364163
44,6,1106,1053646,36961229,41.82,-71.41,34.05,-118.24,2580.71994437281
56,6,1086,559851,36961229,41.13,-104.82,34.05,-118.24,882.022095520083
46,6,808,807067,36961229,43.54,-96.73,34.05,-118.24,1327.19962113166
50,6,634,624817,36961229,44.47,-73.21,34.05,-118.24,2485.23557443074
38,6,667,664968,36961229,46.89,-96.81,34.05,-118.24,1427.1642062383
10,6,618,891730,36961229,39.74,-75.55,34.05,-118.24,2374.01113963936
54,6,522,1847775,36961229,38.35,-81.63,34.05,-118.24,2053.6877097378
6,8,17654,36961229,4972195,34.05,-118.24,39.74,-104.99,830.923215348812
48,8,15832,24801761,4972195,29.73,-95.39,39.74,-104.99,878.909179076226
12,8,7435,18652644,4972195,30.33,-81.66,39.74,-104.99,1467.23952968562
4,8,7794,6343154,4972195,33.45,-112.07,39.74,-104.99,585.315558970138
17,8,4628,12796778,4972195,41.88,-87.63,39.74,-104.99,920.424404325808
36,8,3867,19307066,4972195,40.67,-73.98,39.74,-104.99,1633.22804959483
35,8,4469,2036802,4972195,35.1,-106.66,39.74,-104.99,332.893421224845
53,8,3927,6667426,4972195,47.6,-122.33,39.74,-104.99,1020.96267648039
26,8,3409,9901591,4972195,42.36,-83.08,39.74,-104.99,1155.444890306
20,8,3771,2832704,4972195,37.69,-97.33,39.74,-104.99,437.27457606312
51,8,3734,7925937,4972195,36.81,-76.12,39.74,-104.99,1575.77719357659
32,8,3526,2684665,4972195,36.17,-115.19,39.74,-104.99,608.525005569189
13,8,3708,9620846,4972195,33.75,-84.39,39.74,-104.99,1212.09275859322
56,8,3079,559851,4972195,41.13,-104.82,39.74,-104.99,96.3263407529541
39,8,2972,11528896,4972195,39.96,-82.99,39.74,-104.99,1167.02041704444
29,8,3127,5961088,4972195,39.03,-94.56,39.74,-104.99,560.185643684957
27,8,2689,5281203,4972195,44.98,-93.27,39.74,-104.99,699.496247860556
37,8,3282,9449566,4972195,35.21,-80.84,39.74,-104.99,1359.12043192476
31,8,2832,1812683,4972195,41.26,-96.02,39.74,-104.99,483.728590586641
49,8,3372,2723421,4972195,40.77,-111.89,39.74,-104.99,371.510270699132
42,8,2429,12666858,4972195,39.96,-75.15,39.74,-104.99,1579.40518171643
55,8,2317,5669264,4972195,43.04,-87.91,39.74,-104.99,914.597547841401
40,8,2808,3717572,4972195,35.52,-97.5,39.74,-104.99,503.165386593699
41,8,2169,3808600,4972195,45.52,-122.67,39.74,-104.99,982.771443166686
19,8,1923,3032870,4972195,41.58,-93.61,39.74,-104.99,610.823493083805
47,8,2145,6306019,4972195,36.15,-86.77,39.74,-104.99,1023.47246901762
18,8,1892,6459325,4972195,39.77,-86.15,39.74,-104.99,1001.38092848415
25,8,1512,6517613,4972195,42.33,-71.08,39.74,-104.99,1769.0523843354
24,8,1679,5730388,4972195,39.31,-76.62,39.74,-104.99,1509.65145449028
34,8,1505,8755602,4972195,40.74,-74.18,39.74,-104.99,1622.16455654696
15,8,1721,1346717,4972195,21.3,-157.86,39.74,-104.99,3344.33260082254
30,8,1325,983982,4972195,45.79,-108.52,39.74,-104.99,454.447238420616
16,8,1450,1554439,4972195,43.62,-116.2,39.74,-104.99,638.103022228514
45,8,1335,4589872,4972195,32.79,-79.94,39.74,-104.99,1472.66409641467
22,8,1321,4491648,4972195,29.98,-90.03,39.74,-104.99,1081.46242014811
21,8,1457,4317074,4972195,38.21,-85.65,39.74,-104.99,1044.66801772411
46,8,1023,807067,4972195,43.54,-96.73,39.74,-104.99,501.268279812979
1,8,1205,4757938,4972195,33.52,-86.81,39.74,-104.99,1095.02034006607
2,8,1088,698895,4972195,61.22,-149.9,39.74,-104.99,2399.75429017353
5,8,968,2896843,4972195,34.75,-92.29,39.74,-104.99,779.144064583547
9,8,738,3561807,4972195,41.18,-73.19,39.74,-104.99,1669.58235084972
38,8,583,664968,4972195,46.89,-96.81,39.74,-104.99,642.420810140786
33,8,454,1316102,4972195,42.99,-71.45,39.74,-104.99,1746.3479226488
28,8,571,2958774,4972195,32.31,-90.2,39.74,-104.99,971.996307036134
23,8,405,1329590,4972195,43.68,-70.3,39.74,-104.99,1801.04615704095
50,8,343,624817,4972195,44.47,-73.21,39.74,-104.99,1654.72922182706
11,8,312,592228,4972195,38.89,-77.03,39.74,-104.99,1493.37426205293
54,8,279,1847775,4972195,38.35,-81.63,39.74,-104.99,1256.69097486063
44,8,260,1053646,4972195,41.82,-71.41,39.74,-104.99,1755.96999097334
10,8,202,891730,4972195,39.74,-75.55,39.74,-104.99,1560.88070412607
36,9,15468,19307066,3561807,40.67,-73.98,41.18,-73.19,54.296057657519
25,9,5602,6517613,3561807,42.33,-71.08,41.18,-73.19,134.859387809882
12,9,4923,18652644,3561807,30.33,-81.66,41.18,-73.19,885.591592995018
34,9,2996,8755602,3561807,40.74,-74.18,41.18,-73.19,60.0313220351291
6,9,2734,36961229,3561807,34.05,-118.24,41.18,-73.19,2491.37847717977
42,9,1913,12666858,3561807,39.96,-75.15,41.18,-73.19,133.118369306129
44,9,1714,1053646,3561807,41.82,-71.41,41.18,-73.19,102.365627705641
51,9,1609,7925937,3561807,36.81,-76.12,41.18,-73.19,340.164020811684
37,9,1536,9449566,3561807,35.21,-80.84,41.18,-73.19,585.14483417816
48,9,1429,24801761,3561807,29.73,-95.39,41.18,-73.19,1473.56487482514
13,9,1282,9620846,3561807,33.75,-84.39,41.18,-73.19,799.80592862809
17,9,1045,12796778,3561807,41.88,-87.63,41.18,-73.19,749.50069341556
39,9,841,11528896,3561807,39.96,-82.99,41.18,-73.19,522.183587776505
24,9,862,5730388,3561807,39.31,-76.62,41.18,-73.19,222.533026562474
33,9,736,1316102,3561807,42.99,-71.45,41.18,-73.19,153.642822903802
45,9,865,4589872,3561807,32.79,-79.94,41.18,-73.19,688.067031206865
23,9,650,1329590,3561807,43.68,-70.3,41.18,-73.19,227.15425284811
26,9,719,9901591,3561807,42.36,-83.08,41.18,-73.19,517.117382441103
4,9,592,6343154,3561807,33.45,-112.07,41.18,-73.19,2187.44029471105
53,9,691,6667426,3561807,47.6,-122.33,41.18,-73.19,2430.97446405185
8,9,495,4972195,3561807,39.74,-104.99,41.18,-73.19,1669.58235084972
50,9,423,624817,3561807,44.47,-73.21,41.18,-73.19,227.103483156984
18,9,408,6459325,3561807,39.77,-86.15,41.18,-73.19,689.117751500235
47,9,419,6306019,3561807,36.15,-86.77,41.18,-73.19,811.007017369984
27,9,350,5281203,3561807,44.98,-93.27,41.18,-73.19,1046.37287711057
55,9,355,5669264,3561807,43.04,-87.91,41.18,-73.19,766.271493460291
29,9,322,5961088,3561807,39.03,-94.56,41.18,-73.19,1138.93004803328
11,9,226,592228,3561807,38.89,-77.03,41.18,-73.19,257.707400433385
32,9,279,2684665,3561807,36.17,-115.19,41.18,-73.19,2274.83696748402
19,9,220,3032870,3561807,41.58,-93.61,41.18,-73.19,1059.26798899676
41,9,228,3808600,3561807,45.52,-122.67,41.18,-73.19,2470.94212757349
15,9,282,1346717,3561807,21.3,-157.86,41.18,-73.19,5002.40891928171
1,9,224,4757938,3561807,33.52,-86.81,41.18,-73.19,915.443487208724
21,9,205,4317074,3561807,38.21,-85.65,41.18,-73.19,694.238360141161
49,9,254,2723421,3561807,40.77,-111.89,41.18,-73.19,2007.21341448578
22,9,184,4491648,3561807,29.98,-90.03,41.18,-73.19,1219.12776557043
10,9,160,891730,3561807,39.74,-75.55,41.18,-73.19,159.182700848051
35,9,137,2036802,3561807,35.1,-106.66,41.18,-73.19,1858.58059091776
40,9,130,3717572,3561807,35.52,-97.5,41.18,-73.19,1371.74414576804
20,9,141,2832704,3561807,37.69,-97.33,41.18,-73.19,1309.22260355282
28,9,123,2958774,3561807,32.31,-90.2,41.18,-73.19,1121.60869992804
31,9,111,1812683,3561807,41.26,-96.02,41.18,-73.19,1186.12378134017
54,9,94,1847775,3561807,38.35,-81.63,41.18,-73.19,489.669746720313
5,9,75,2896843,3561807,34.75,-92.29,41.18,-73.19,1130.15880910852
2,9,65,698895,3561807,61.22,-149.9,41.18,-73.19,3371.72315934909
16,9,70,1554439,3561807,43.62,-116.2,41.18,-73.19,2182.05197538901
30,9,43,983982,3561807,45.79,-108.52,41.18,-73.19,1789.11250419108
56,9,42,559851,3561807,41.13,-104.82,41.18,-73.19,1640.49769991242
