"origin_fips","dest_fips","num_migrants","m_i","m_j","origin_lat","origin_lon","dest_lat","dest_lon","distance"
20,1,976,2869225,4799069,37.69,-97.33,33.52,-86.81,657.838960830043
55,1,543,5705288,4799069,43.04,-87.91,33.52,-86.81,659.329452339009
15,1,665,1379329,4799069,21.3,-157.86,33.52,-86.81,4365.06982758836
25,1,438,6613583,4799069,42.33,-71.08,33.52,-86.81,1049.68157107724
32,1,464,2712730,4799069,36.17,-115.19,33.52,-86.81,1617.37871214535
27,1,428,5346143,4799069,44.98,-93.27,33.52,-86.81,862.44142119129
2,1,553,722128,4799069,61.22,-149.9,33.52,-86.81,3341.0525437443
9,1,451,3588283,4799069,41.18,-73.19,33.52,-86.81,915.443487208724
35,1,495,2080450,4799069,35.1,-106.66,33.52,-86.81,1138.65347929325
19,1,407,3066336,4799069,41.58,-93.61,33.52,-86.81,669.095511090467
54,1,349,1856301,4799069,38.35,-81.63,33.52,-86.81,441.709034098907
49,1,388,2814384,4799069,40.77,-111.89,33.52,-86.81,1465.80969143619
31,1,331,1840672,4799069,41.26,-96.02,33.52,-86.81,735.16313044024
41,1,223,3872036,4799069,45.52,-122.67,33.52,-86.81,2065.45765392866
11,1,164,619800,4799069,38.89,-77.03,33.52,-86.81,659.494332391888
16,1,225,1583910,4799069,43.62,-116.2,33.52,-86.81,1725.46711497452
56,1,179,567299,4799069,41.13,-104.82,33.52,-86.81,1119.03586429123
23,1,164,1328284,4799069,43.68,-70.3,33.52,-86.81,1132.03573343263
30,1,151,997316,4799069,45.79,-108.52,33.52,-86.81,1426.39628341128
33,1,141,1320202,4799069,42.99,-71.45,33.52,-86.81,1057.51361841715
10,1,183,907381,4799069,39.74,-75.55,33.52,-86.81,757.685049068828
46,1,126,823579,4799069,43.54,-96.73,33.52,-86.81,874.153047706144
38,1,108,685225,4799069,46.89,-96.81,33.52,-86.81,1061.38510272291
44,1,115,1053649,4799069,41.82,-71.41,33.52,-86.81,1017.49675475591
50,1,63,627049,4799069,44.47,-73.21,33.52,-86.81,1049.13136797216
12,2,2424,19053237,722128,30.33,-81.66,61.22,-149.9,3693.65568313247
53,2,2962,6826627,722128,47.6,-122.33,61.22,-149.9,1438.39221517614
6,2,3070,37638369,722128,34.05,-118.24,61.22,-149.9,2342.514137532
48,2,2949,25645629,722128,29.73,-95.39,61.22,-149.9,3276.63136969686
41,2,1356,3872036,722128,45.52,-122.67,61.22,-149.9,1542.94410866454
8,2,1156,5121108,722128,39.74,-104.99,61.22,-149.9,2399.75429017353
4,2,1063,6472643,722128,33.45,-112.07,61.22,-149.9,2547.71191963913
13,2,1202,9802431,722128,33.75,-84.39,61.22,-149.9,3408.73861586258
37,2,1177,9657592,722128,35.21,-80.84,61.22,-149.9,3445.60341721239
36,2,696,19499241,722128,40.67,-73.98,61.22,-149.9,3373.46470939665
51,2,884,8101155,722128,36.81,-76.12,61.22,-149.9,3513.96132361248
26,2,698,9882412,722128,42.36,-83.08,61.22,-149.9,2983.34840302833
16,2,755,1583910,722128,43.62,-116.2,61.22,-149.9,1837.59955913095
15,2,780,1379329,722128,21.3,-157.86,61.22,-149.9,2781.70071443795
27,2,556,5346143,722128,44.98,-93.27,61.22,-149.9,2508.69410679552
30,2,559,997316,722128,45.79,-108.52,61.22,-149.9,1963.13240791574
32,2,557,2712730,722128,36.17,-115.19,61.22,-149.9,2296.81530961694
42,2,519,12745815,722128,39.96,-75.15,61.22,-149.9,3373.52935509225
40,2,632,3788379,722128,35.52,-97.5,61.22,-149.9,2876.41941443971
49,2,647,2814384,722128,40.77,-111.89,61.22,-149.9,2126.88101497066
39,2,471,11544663,722128,39.96,-82.99,61.22,-149.9,3113.86601091953
17,2,474,12867454,722128,41.88,-87.63,61.22,-149.9,2857.02158619125
29,2,569,6010275,722128,39.03,-94.56,61.22,-149.9,2778.5180826085
47,2,529,6399291,722128,36.15,-86.77,61.22,-149.9,3195.5078718408
55,2,434,5705288,722128,43.04,-87.91,61.22,-149.9,2787.03232410908
35,2,442,2080450,722128,35.1,-106.66,61.22,-149.9,2610.64955170605
1,2,456,4799069,722128,33.52,-86.81,61.22,-149.9,3341.0525437443
20,2,448,2869225,722128,37.69,-97.33,61.22,-149.9,2760.77692243556
25,2,283,6613583,722128,42.33,-71.08,61.22,-149.9,3378.20345539015
45,2,380,4671994,722128,32.79,-79.94,61.22,-149.9,3611.33022104514
22,2,410,4575625,722128,29.98,-90.03,61.22,-149.9,3436.30413128276
21,2,351,4369821,722128,38.21,-85.65,61.22,-149.9,3119.77158800661
56,2,258,567299,722128,41.13,-104.82,61.22,-149.9,2329.01245545752
18,2,268,6516528,722128,39.77,-86.15,61.22,-149.9,3018.66614279706
24,2,264,5839419,722128,39.31,-76.62,61.22,-149.9,3360.373023085
5,2,278,2940667,722128,34.75,-92.29,61.22,-149.9,3090.30092039021
34,2,258,8828117,722128,40.74,-74.18,61.22,-149.9,3363.14577401594
28,2,207,2978731,722128,32.31,-90.2,61.22,-149.9,3297.22350983402
23,2,179,1328284,722128,43.68,-70.3,61.22,-149.9,3331.04935198236
46,2,154,823579,722128,43.54,-96.73,61.22,-149.9,2466.91676441938
9,2,135,3588283,722128,41.18,-73.19,61.22,-149.9,3371.72315934909
19,2,165,3066336,722128,41.58,-93.61,61.22,-149.9,2673.29736664769
38,2,178,685225,722128,46.89,-96.81,61.22,-149.9,2295.40042790403
33,2,102,1320202,722128,42.99,-71.45,61.22,-149.9,3330.97727152219
31,2,148,1840672,722128,41.26,-96.02,61.22,-149.9,2610.15213329993
11,2,79,619800,722128,38.89,-77.03,61.22,-149.9,3369.67104494431
54,2,97,1856301,722128,38.35,-81.63,61.22,-149.9,3246.28298140874
50,2,63,627049,722128,44.47,-73.21,61.22,-149.9,3196.0759645283
10,2,60,907381,722128,39.74,-75.55,61.22,-149.9,3372.30360343904
44,2,50,1053649,722128,41.82,-71.41,61.22,-149.9,3394.97938670765
6,4,37085,37638369,6472643,34.05,-118.24,33.45,-112.07,357.567045514862
48,4,13141,25645629,6472643,29.73,-95.39,33.45,-112.07,1015.2591342086
53,4,10614,6826627,6472643,47.6,-122.33,33.45,-112.07,1113.56169326351
12,4,7209,19053237,6472643,30.33,-81.66,33.45,-112.07,1794.13350046013
17,4,8050,12867454,6472643,41.88,-87.63,33.45,-112.07,1453.96501818516
8,4,8530,5121108,6472643,39.74,-104.99,33.45,-112.07,585.315558970138
35,4,8505,2080450,6472643,35.1,-106.66,33.45,-112.07,329.730420225801
32,4,6904,2712730,6472643,36.17,-115.19,33.45,-112.07,258.078508821127
36,4,4941,19499241,6472643,40.67,-73.98,33.45,-112.07,2145.36765607538
26,4,5021,9882412,6472643,42.36,-83.08,33.45,-112.07,1688.95824460058
41,4,5241,3872036,6472643,45.52,-122.67,33.45,-112.07,1005.2211440943
49,4,6679,2814384,6472643,40.77,-111.89,33.45,-112.07,504.883662658805
39,4,4271,11544663,6472643,39.96,-82.99,33.45,-112.07,1667.52051940449
27,4,4080,5346143,6472643,44.98,-93.27,33.45,-112.07,1279.25236609696
55,4,3578,5705288,6472643,43.04,-87.91,33.45,-112.07,1463.92772704367
42,4,3416,12745815,6472643,39.96,-75.15,33.45,-112.07,2082.86127364676
13,4,3312,9802431,6472643,33.75,-84.39,33.45,-112.07,1591.6880617261
51,4,3362,8101155,6472643,36.81,-76.12,33.45,-112.07,2037.13133928731
37,4,3457,9657592,6472643,35.21,-80.84,33.45,-112.07,1782.59847412471
29,4,3142,6010275,6472643,39.03,-94.56,33.45,-112.07,1048.78549835266
18,4,2934,6516528,6472643,39.77,-86.15,33.45,-112.07,1499.25997772096
34,4,2282,8828117,6472643,40.74,-74.18,33.45,-112.07,2134.96619547447
19,4,2243,3066336,6472643,41.58,-93.61,33.45,-112.07,1155.2576998316
16,4,2351,1583910,6472643,43.62,-116.2,33.45,-112.07,736.048659828192
20,4,2299,2869225,6472643,37.69,-97.33,33.45,-112.07,879.036708605428
25,4,1747,6613583,6472643,42.33,-71.08,33.45,-112.07,2298.5491488116
47,4,2015,6399291,6472643,36.15,-86.77,33.45,-112.07,1446.43817843742
40,4,2088,3788379,6472643,35.52,-97.5,33.45,-112.07,842.943896621996
24,4,1882,5839419,6472643,39.31,-76.62,33.45,-112.07,2004.03127244162
31,4,1738,1840672,6472643,41.26,-96.02,33.45,-112.07,1032.26309483556
2,4,1670,722128,6472643,61.22,-149.9,33.45,-112.07,2547.71191963913
30,4,1496,997316,6472643,45.79,-108.52,33.45,-112.07,871.901894128664
15,4,1732,1379329,6472643,21.3,-157.86,33.45,-112.07,2911.06527529024
56,4,1258,567299,6472643,41.13,-104.82,33.45,-112.07,662.829728555403
9,4,1108,3588283,6472643,41.18,-73.19,33.45,-112.07,2187.44029471105
45,4,1228,4671994,6472643,32.79,-79.94,33.45,-112.07,1856.32095161397
21,4,1251,4369821,6472643,38.21,-85.65,33.45,-112.07,1513.693408232
5,4,1114,2940667,6472643,34.75,-92.29,33.45,-112.07,1135.84116224202
46,4,1047,823579,6472643,43.54,-96.73,33.45,-112.07,1081.22231620116
1,4,1121,4799069,6472643,33.52,-86.81,33.45,-112.07,1455.11359932862
22,4,1074,4575625,6472643,29.98,-90.03,33.45,-112.07,1317.28753354933
38,4,909,685225,6472643,46.89,-96.81,33.45,-112.07,1225.25399113069
28,4,701,2978731,6472643,32.31,-90.2,33.45,-112.07,1271.7718455394
33,4,580,1320202,6472643,42.99,-71.45,33.45,-112.07,2281.55412575323
23,4,474,1328284,6472643,43.68,-70.3,33.45,-112.07,2341.95597112294
54,4,365,1856301,6472643,38.35,-81.63,33.45,-112.07,1732.43780583656
44,4,326,1053649,6472643,41.82,-71.41,33.45,-112.07,2280.72365181976
11,4,219,619800,6472643,38.89,-77.03,33.45,-112.07,1981.89835557437
10,4,286,907381,6472643,39.74,-75.55,33.45,-112.07,2061.44162359732
50,4,240,627049,6472643,44.47,-73.21,33.45,-112.07,2202.28671168939
48,5,11724,25645629,2940667,29.73,-95.39,34.75,-92.29,390.585043979281
29,5,6069,6010275,2940667,39.03,-94.56,34.75,-92.29,320.770496410631
40,5,5777,3788379,2940667,35.52,-97.5,34.75,-92.29,299.743299175183
6,5,4095,37638369,2940667,34.05,-118.24,34.75,-92.29,1479.31327061769
12,5,3313,19053237,2940667,30.33,-81.66,34.75,-92.29,690.64331383414
47,5,3546,6399291,2940667,36.15,-86.77,34.75,-92.29,325.949145313814
22,5,2851,4575625,2940667,29.98,-90.03,34.75,-92.29,354.227630027178
17,5,2502,12867454,2940667,41.88,-87.63,34.75,-92.29,552.926553400093
28,5,2266,2978731,2940667,32.31,-90.2,34.75,-92.29,206.942687378192
13,5,1977,9802431,2940667,33.75,-84.39,34.75,-92.29,457.265987384357
20,5,1356,2869225,2940667,37.69,-97.33,34.75,-92.29,346.865775593173
37,5,1265,9657592,2940667,35.21,-80.84,34.75,-92.29,650.05931961052
8,5,1144,5121108,2940667,39.74,-104.99,34.75,-92.29,779.144064583547
4,5,1101,6472643,2940667,33.45,-112.07,34.75,-92.29,1135.84116224202
26,5,1032,9882412,2940667,42.36,-83.08,34.75,-92.29,723.256387312705
1,5,1123,4799069,2940667,33.52,-86.81,34.75,-92.29,325.272652996714
39,5,954,11544663,2940667,39.96,-82.99,34.75,-92.29,624.901716437987
36,5,919,19499241,2940667,40.67,-73.98,34.75,-92.29,1080.47010938078
51,5,989,8101155,2940667,36.81,-76.12,34.75,-92.29,918.323469365578
18,5,908,6516528,2940667,39.77,-86.15,34.75,-92.29,483.885559651862
53,5,845,6826627,2940667,47.6,-122.33,34.75,-92.29,1783.52842403473
55,5,709,5705288,2940667,43.04,-87.91,34.75,-92.29,618.436396782207
19,5,682,3066336,2940667,41.58,-93.61,34.75,-92.29,476.513650185441
21,5,682,4369821,2940667,38.21,-85.65,34.75,-92.29,439.842382312623
42,5,614,12745815,2940667,39.96,-75.15,34.75,-92.29,1007.61250722964
45,5,663,4671994,2940667,32.79,-79.94,34.75,-92.29,723.082407587897
27,5,589,5346143,2940667,44.98,-93.27,34.75,-92.29,707.697487668361
32,5,576,2712730,2940667,36.17,-115.19,34.75,-92.29,1292.37128609444
31,5,478,1840672,2940667,41.26,-96.02,34.75,-92.29,492.849940288048
35,5,419,2080450,2940667,35.1,-106.66,34.75,-92.29,815.514796730816
34,5,392,8828117,2940667,40.74,-74.18,34.75,-92.29,1071.78418096229
24,5,438,5839419,2940667,39.31,-76.62,34.75,-92.29,920.149176565121
41,5,364,3872036,2940667,45.52,-122.67,34.75,-92.29,1758.12481025952
2,5,335,722128,2940667,61.22,-149.9,34.75,-92.29,3090.30092039021
49,5,350,2814384,2940667,40.77,-111.89,34.75,-92.29,1147.55244860903
25,5,225,6613583,2940667,42.33,-71.08,34.75,-92.29,1257.82872385304
15,5,289,1379329,2940667,21.3,-157.86,34.75,-92.29,4042.95137030522
16,5,241,1583910,2940667,43.62,-116.2,34.75,-92.29,1415.15269970741
56,5,190,567299,2940667,41.13,-104.82,34.75,-92.29,812.373253835534
46,5,155,823579,2940667,43.54,-96.73,34.75,-92.29,651.322139422312
54,5,171,1856301,2940667,38.35,-81.63,34.75,-92.29,642.388958350293
30,5,151,997316,2940667,45.79,-108.52,34.75,-92.29,1143.13470156087
9,5,147,3588283,2940667,41.18,-73.19,34.75,-92.29,1130.15880910852
38,5,119,685225,2940667,46.89,-96.81,34.75,-92.29,870.173009207421
11,5,86,619800,2940667,38.89,-77.03,34.75,-92.29,891.549854998385
23,5,79,1328284,2940667,43.68,-70.3,34.75,-92.29,1325.40583289755
33,5,79,1320202,2940667,42.99,-71.45,34.75,-92.29,1254.61732981271
10,5,86,907381,2940667,39.74,-75.55,34.75,-92.29,983.083711337106
44,5,37,1053649,2940667,41.82,-71.41,34.75,-92.29,1231.30495371003
50,5,24,627049,2940667,44.47,-73.21,34.75,-92.29,1214.39681831968
48,6,42597,25645629,37638369,29.73,-95.39,34.05,-118.24,1372.70055348861
4,6,34588,6472643,37638369,33.45,-112.07,34.05,-118.24,357.567045514862
12,6,27248,19053237,37638369,30.33,-81.66,34.05,-118.24,2147.25984360214
36,6,24614,19499241,37638369,40.67,-73.98,34.05,-118.24,2452.37478560055
53,6,30892,6826627,37638369,47.6,-122.33,34.05,-118.24,958.900978564791
32,6,30087,2712730,37638369,36.17,-115.19,34.05,-118.24,226.272422354936
17,6,18282,12867454,37638369,41.88,-87.63,34.05,-118.24,1745.65585017629
41,6,17289,3872036,37638369,45.52,-122.67,34.05,-118.24,825.362692429811
8,6,16571,5121108,37638369,39.74,-104.99,34.05,-118.24,830.923215348812
51,6,14887,8101155,37638369,36.81,-76.12,34.05,-118.24,2365.113367361
13,6,14276,9802431,37638369,33.75,-84.39,34.05,-118.24,1936.54092995186
25,6,10035,6613583,37638369,42.33,-71.08,34.05,-118.24,2595.48444663295
42,6,9766,12745815,37638369,39.96,-75.15,34.05,-118.24,2394.1168079965
37,6,11868,9657592,37638369,35.21,-80.84,34.05,-118.24,2119.83804367986
26,6,9389,9882412,37638369,42.36,-83.08,34.05,-118.24,1981.67030863258
34,6,10275,8828117,37638369,40.74,-74.18,34.05,-118.24,2441.58305889294
39,6,8651,11544663,37638369,39.96,-82.99,34.05,-118.24,1978.20498365478
15,6,9465,1379329,37638369,21.3,-157.86,34.05,-118.24,2563.6510890318
49,6,10757,2814384,37638369,40.77,-111.89,34.05,-118.24,579.967416045695
24,6,7601,5839419,37638369,39.31,-76.62,34.05,-118.24,2319.20367908379
29,6,6651,6010275,37638369,39.03,-94.56,34.05,-118.24,1357.26477610746
27,6,6099,5346143,37638369,44.98,-93.27,34.05,-118.24,1523.43561280984
47,6,6243,6399291,37638369,36.15,-86.77,34.05,-118.24,1781.01520365728
35,6,5736,2080450,37638369,35.1,-106.66,34.05,-118.24,663.812458682256
18,6,5330,6516528,37638369,39.77,-86.15,34.05,-118.24,1809.92624637542
55,6,4900,5705288,37638369,43.04,-87.91,34.05,-118.24,1744.4074042011
16,6,5600,1583910,37638369,43.62,-116.2,34.05,-118.24,669.190383558547
40,6,4945,3788379,37638369,35.52,-97.5,34.05,-118.24,1181.68097407475
9,6,4242,3588283,37638369,41.18,-73.19,34.05,-118.24,2491.37847717977
22,6,3974,4575625,37638369,29.98,-90.03,34.05,-118.24,1674.20015329939
20,6,4316,2869225,37638369,37.69,-97.33,34.05,-118.24,1197.23972967764
45,6,3901,4671994,37638369,32.79,-79.94,34.05,-118.24,2202.17923822656
1,6,3593,4799069,37638369,33.52,-86.81,34.05,-118.24,1801.9814796342
11,6,2235,619800,37638369,38.89,-77.03,34.05,-118.24,2299.50000567408
5,6,3271,2940667,37638369,34.75,-92.29,34.05,-118.24,1479.31327061769
2,6,3084,722128,37638369,61.22,-149.9,34.05,-118.24,2342.514137532
19,6,2849,3066336,37638369,41.58,-93.61,34.05,-118.24,1437.96125366082
21,6,2962,4369821,37638369,38.21,-85.65,34.05,-118.24,1835.63982519822
28,6,2449,2978731,37638369,32.31,-90.2,34.05,-118.24,1624.29772764097
31,6,2327,1840672,37638369,41.26,-96.02,34.05,-118.24,1311.1679108806
30,6,2074,997316,37638369,45.79,-108.52,34.05,-118.24,958.918818442412
33,6,1444,1320202,37638369,42.99,-71.45,34.05,-118.24,2574.46213892598
44,6,1351,1053649,37638369,41.82,-71.41,34.05,-118.24,2580.71994437281
56,6,1305,567299,37638369,41.13,-104.82,34.05,-118.24,882.022095520083
23,6,1057,1328284,37638369,43.68,-70.3,34.05,-118.24,2630.59513364163
46,6,1096,823579,37638369,43.54,-96.73,34.05,-118.24,1327.19962113166
50,6,709,627049,37638369,44.47,-73.21,34.05,-118.24,2485.23557443074
38,6,830,685225,37638369,46.89,-96.81,34.05,-118.24,1427.1642062383
10,6,761,907381,37638369,39.74,-75.55,34.05,-118.24,2374.01113963936
54,6,730,1856301,37638369,38.35,-81.63,34.05,-118.24,2053.6877097378
6,8,18620,37638369,5121108,34.05,-118.24,39.74,-104.99,830.923215348812
48,8,17875,25645629,5121108,29.73,-95.39,39.74,-104.99,878.909179076226
12,8,9472,19053237,5121108,30.33,-81.66,39.74,-104.99,1467.23952968562
4,8,8884,6472643,5121108,33.45,-112.07,39.74,-104.99,585.315558970138
17,8,5550,12867454,5121108,41.88,-87.63,39.74,-104.99,920.424404325808
35,8,5670,2080450,5121108,35.1,-106.66,39.74,-104.99,332.893421224845
36,8,4489,19499241,5121108,40.67,-73.98,39.74,-104.99,1633.22804959483
53,8,4772,6826627,5121108,47.6,-122.33,39.74,-104.99,1020.96267648039
20,8,4522,2869225,5121108,37.69,-97.33,39.74,-104.99,437.27457606312
13,8,4370,9802431,5121108,33.75,-84.39,39.74,-104.99,1212.09275859322
51,8,4150,8101155,5121108,36.81,-76.12,39.74,-104.99,1575.77719357659
29,8,4111,6010275,5121108,39.03,-94.56,39.74,-104.99,560.185643684957
56,8,3688,567299,5121108,41.13,-104.82,39.74,-104.99,96.3263407529541
26,8,3287,9882412,5121108,42.36,-83.08,39.74,-104.99,1155.444890306
37,8,3914,9657592,5121108,35.21,-80.84,39.74,-104.99,1359.12043192476
39,8,3334,11544663,5121108,39.96,-82.99,39.74,-104.99,1167.02041704444
42,8,3076,12745815,5121108,39.96,-75.15,39.74,-104.99,1579.40518171643
49,8,4296,2814384,5121108,40.77,-111.89,39.74,-104.99,371.510270699132
31,8,3365,1840672,5121108,41.26,-96.02,39.74,-104.99,483.728590586641
32,8,3327,2712730,5121108,36.17,-115.19,39.74,-104.99,608.525005569189
27,8,2751,5346143,5121108,44.98,-93.27,39.74,-104.99,699.496247860556
41,8,2859,3872036,5121108,45.52,-122.67,39.74,-104.99,982.771443166686
40,8,3216,3788379,5121108,35.52,-97.5,39.74,-104.99,503.165386593699
55,8,2410,5705288,5121108,43.04,-87.91,39.74,-104.99,914.597547841401
19,8,2252,3066336,5121108,41.58,-93.61,39.74,-104.99,610.823493083805
47,8,2328,6399291,5121108,36.15,-86.77,39.74,-104.99,1023.47246901762
18,8,2319,6516528,5121108,39.77,-86.15,39.74,-104.99,1001.38092848415
25,8,1881,6613583,5121108,42.33,-71.08,39.74,-104.99,1769.0523843354
24,8,2162,5839419,5121108,39.31,-76.62,39.74,-104.99,1509.65145449028
34,8,1831,8828117,5121108,40.74,-74.18,39.74,-104.99,1622.16455654696
30,8,1567,997316,5121108,45.79,-108.52,39.74,-104.99,454.447238420616
15,8,1770,1379329,5121108,21.3,-157.86,39.74,-104.99,3344.33260082254
22,8,1674,4575625,5121108,29.98,-90.03,39.74,-104.99,1081.46242014811
16,8,1631,1583910,5121108,43.62,-116.2,39.74,-104.99,638.103022228514
45,8,1479,4671994,5121108,32.79,-79.94,39.74,-104.99,1472.66409641467
2,8,1442,722128,5121108,61.22,-149.9,39.74,-104.99,2399.75429017353
1,8,1489,4799069,5121108,33.52,-86.81,39.74,-104.99,1095.02034006607
46,8,1150,823579,5121108,43.54,-96.73,39.74,-104.99,501.268279812979
21,8,1525,4369821,5121108,38.21,-85.65,39.74,-104.99,1044.66801772411
5,8,1328,2940667,5121108,34.75,-92.29,39.74,-104.99,779.144064583547
9,8,990,3588283,5121108,41.18,-73.19,39.74,-104.99,1669.58235084972
38,8,949,685225,5121108,46.89,-96.81,39.74,-104.99,642.420810140786
28,8,816,2978731,5121108,32.31,-90.2,39.74,-104.99,971.996307036134
33,8,508,1320202,5121108,42.99,-71.45,39.74,-104.99,1746.3479226488
11,8,406,619800,5121108,38.89,-77.03,39.74,-104.99,1493.37426205293
23,8,440,1328284,5121108,43.68,-70.3,39.74,-104.99,1801.04615704095
50,8,394,627049,5121108,44.47,-73.21,39.74,-104.99,1654.72922182706
54,8,391,1856301,5121108,38.35,-81.63,39.74,-104.99,1256.69097486063
44,8,278,1053649,5121108,41.82,-71.41,39.74,-104.99,1755.96999097334
10,8,202,907381,5121108,39.74,-75.55,39.74,-104.99,1560.88070412607
36,9,18678,19499241,3588283,40.67,-73.98,41.18,-73.19,54.296057657519
12,9,6877,19053237,3588283,30.33,-81.66,41.18,-73.19,885.591592995018
25,9,6341,6613583,3588283,42.33,-71.08,41.18,-73.19,134.859387809882
34,9,3650,8828117,3588283,40.74,-74.18,41.18,-73.19,60.0313220351291
6,9,3187,37638369,3588283,34.05,-118.24,41.18,-73.19,2491.37847717977
42,9,2292,12745815,3588283,39.96,-75.15,41.18,-73.19,133.118369306129
48,9,2046,25645629,3588283,29.73,-95.39,41.18,-73.19,1473.56487482514
44,9,1720,1053649,3588283,41.82,-71.41,41.18,-73.19,102.365627705641
51,9,1979,8101155,3588283,36.81,-76.12,41.18,-73.19,340.164020811684
37,9,1860,9657592,3588283,35.21,-80.84,41.18,-73.19,585.14483417816
13,9,1655,9802431,3588283,33.75,-84.39,41.18,-73.19,799.80592862809
17,9,1227,12867454,3588283,41.88,-87.63,41.18,-73.19,749.50069341556
24,9,1053,5839419,3588283,39.31,-76.62,41.18,-73.19,222.533026562474
45,9,935,4671994,3588283,32.79,-79.94,41.18,-73.19,688.067031206865
33,9,812,1320202,3588283,42.99,-71.45,41.18,-73.19,153.642822903802
39,9,899,11544663,3588283,39.96,-82.99,41.18,-73.19,522.183587776505
23,9,751,1328284,3588283,43.68,-70.3,41.18,-73.19,227.15425284811
4,9,693,6472643,3588283,33.45,-112.07,41.18,-73.19,2187.44029471105
8,9,661,5121108,3588283,39.74,-104.99,41.18,-73.19,1669.58235084972
26,9,683,9882412,3588283,42.36,-83.08,41.18,-73.19,517.117382441103
53,9,735,6826627,3588283,47.6,-122.33,41.18,-73.19,2430.97446405185
50,9,541,627049,3588283,44.47,-73.21,41.18,-73.19,227.103483156984
47,9,593,6399291,3588283,36.15,-86.77,41.18,-73.19,811.007017369984
18,9,411,6516528,3588283,39.77,-86.15,41.18,-73.19,689.117751500235
29,9,380,6010275,3588283,39.03,-94.56,41.18,-73.19,1138.93004803328
27,9,375,5346143,3588283,44.98,-93.27,41.18,-73.19,1046.37287711057
55,9,363,5705288,3588283,43.04,-87.91,41.18,-73.19,766.271493460291
11,9,257,619800,3588283,38.89,-77.03,41.18,-73.19,257.707400433385
32,9,296,2712730,3588283,36.17,-115.19,41.18,-73.19,2274.83696748402
15,9,312,1379329,3588283,21.3,-157.86,41.18,-73.19,5002.40891928171
22,9,269,4575625,3588283,29.98,-90.03,41.18,-73.19,1219.12776557043
41,9,257,3872036,3588283,45.52,-122.67,41.18,-73.19,2470.94212757349
1,9,280,4799069,3588283,33.52,-86.81,41.18,-73.19,915.443487208724
20,9,265,2869225,3588283,37.69,-97.33,41.18,-73.19,1309.22260355282
10,9,211,907381,3588283,39.74,-75.55,41.18,-73.19,159.182700848051
49,9,240,2814384,3588283,40.77,-111.89,41.18,-73.19,2007.21341448578
21,9,200,4369821,3588283,38.21,-85.65,41.18,-73.19,694.238360141161
40,9,199,3788379,3588283,35.52,-97.5,41.18,-73.19,1371.74414576804
19,9,193,3066336,3588283,41.58,-93.61,41.18,-73.19,1059.26798899676
35,9,181,2080450,3588283,35.1,-106.66,41.18,-73.19,1858.58059091776
2,9,122,722128,3588283,61.22,-149.9,41.18,-73.19,3371.72315934909
5,9,142,2940667,3588283,34.75,-92.29,41.18,-73.19,1130.15880910852
28,9,139,2978731,3588283,32.31,-90.2,41.18,-73.19,1121.60869992804
56,9,86,567299,3588283,41.13,-104.82,41.18,-73.19,1640.49769991242
31,9,113,1840672,3588283,41.26,-96.02,41.18,-73.19,1186.12378134017
30,9,73,997316,3588283,45.79,-108.52,41.18,-73.19,1789.11250419108
46,9,76,823579,3588283,43.54,-96.73,41.18,-73.19,1211.82902534879
54,9,82,1856301,3588283,38.35,-81.63,41.18,-73.19,489.669746720313
