"origin_fips","dest_fips","num_migrants","origin_lat","origin_lon","dest_lat","dest_lon","distance"
8,4,7769,39.74,-104.99,33.45,-112.07,585.315558970138
17,4,7119,41.88,-87.63,33.45,-112.07,1453.96501818516
35,4,7094,35.1,-106.66,33.45,-112.07,329.730420225801
32,4,6084,36.17,-115.19,33.45,-112.07,258.078508821127
12,4,5215,30.33,-81.66,33.45,-112.07,1794.13350046013
26,4,4629,42.36,-83.08,33.45,-112.07,1688.95824460058
36,4,4168,40.67,-73.98,33.45,-112.07,2145.36765607538
49,4,5433,40.77,-111.89,33.45,-112.07,504.883662658805
39,4,3931,39.96,-82.99,33.45,-112.07,1667.52051940449
41,4,3931,45.52,-122.67,33.45,-112.07,1005.2211440943
27,4,3150,44.98,-93.27,33.45,-112.07,1279.25236609696
42,4,3007,39.96,-75.15,33.45,-112.07,2082.86127364676
55,4,2908,43.04,-87.91,33.45,-112.07,1463.92772704367
29,4,2712,39.03,-94.56,33.45,-112.07,1048.78549835266
37,4,2845,35.21,-80.84,33.45,-112.07,1782.59847412471
18,4,2561,39.77,-86.15,33.45,-112.07,1499.25997772096
51,4,2554,36.81,-76.12,33.45,-112.07,2037.13133928731
13,4,2682,33.75,-84.39,33.45,-112.07,1591.6880617261
34,4,1902,40.74,-74.18,33.45,-112.07,2134.96619547447
19,4,1812,41.58,-93.61,33.45,-112.07,1155.2576998316
20,4,1876,37.69,-97.33,33.45,-112.07,879.036708605428
16,4,2100,43.62,-116.2,33.45,-112.07,736.048659828192
25,4,1596,42.33,-71.08,33.45,-112.07,2298.5491488116
40,4,1805,35.52,-97.5,33.45,-112.07,842.943896621996
47,4,1582,36.15,-86.77,33.45,-112.07,1446.43817843742
31,4,1474,41.26,-96.02,33.45,-112.07,1032.26309483556
24,4,1340,39.31,-76.62,33.45,-112.07,2004.03127244162
15,4,1398,21.3,-157.86,33.45,-112.07,2911.06527529024
2,4,1356,61.22,-149.9,33.45,-112.07,2547.71191963913
30,4,1180,45.79,-108.52,33.45,-112.07,871.901894128664
46,4,1014,43.54,-96.73,33.45,-112.07,1081.22231620116
21,4,1113,38.21,-85.65,33.45,-112.07,1513.693408232
56,4,1019,41.13,-104.82,33.45,-112.07,662.829728555403
9,4,932,41.18,-73.19,33.45,-112.07,2187.44029471105
45,4,1060,32.79,-79.94,33.45,-112.07,1856.32095161397
5,4,952,34.75,-92.29,33.45,-112.07,1135.84116224202
1,4,921,33.52,-86.81,33.45,-112.07,1455.11359932862
22,4,879,29.98,-90.03,33.45,-112.07,1317.28753354933
28,4,652,32.31,-90.2,33.45,-112.07,1271.7718455394
38,4,579,46.89,-96.81,33.45,-112.07,1225.25399113069
33,4,485,42.99,-71.45,33.45,-112.07,2281.55412575323
23,4,414,43.68,-70.3,33.45,-112.07,2341.95597112294
44,4,282,41.82,-71.41,33.45,-112.07,2280.72365181976
11,4,228,38.89,-77.03,33.45,-112.07,1981.89835557437
54,4,247,38.35,-81.63,33.45,-112.07,1732.43780583656
10,4,257,39.74,-75.55,33.45,-112.07,2061.44162359732
50,4,244,44.47,-73.21,33.45,-112.07,2202.28671168939
48,5,10782,29.73,-95.39,34.75,-92.29,390.585043979281
29,5,6646,39.03,-94.56,34.75,-92.29,320.770496410631
40,5,5250,35.52,-97.5,34.75,-92.29,299.743299175183
47,5,3519,36.15,-86.77,34.75,-92.29,325.949145313814
6,5,3531,34.05,-118.24,34.75,-92.29,1479.31327061769
12,5,2621,30.33,-81.66,34.75,-92.29,690.64331383414
22,5,2631,29.98,-90.03,34.75,-92.29,354.227630027178
17,5,2295,41.88,-87.63,34.75,-92.29,552.926553400093
28,5,2066,32.31,-90.2,34.75,-92.29,206.942687378192
13,5,1522,33.75,-84.39,34.75,-92.29,457.265987384357
20,5,1536,37.69,-97.33,34.75,-92.29,346.865775593173
37,5,1193,35.21,-80.84,34.75,-92.29,650.05931961052
4,5,1208,33.45,-112.07,34.75,-92.29,1135.84116224202
26,5,1099,42.36,-83.08,34.75,-92.29,723.256387312705
8,5,975,39.74,-104.99,34.75,-92.29,779.144064583547
51,5,997,36.81,-76.12,34.75,-92.29,918.323469365578
1,5,972,33.52,-86.81,34.75,-92.29,325.272652996714
39,5,873,39.96,-82.99,34.75,-92.29,624.901716437987
18,5,826,39.77,-86.15,34.75,-92.29,483.885559651862
36,5,772,40.67,-73.98,34.75,-92.29,1080.47010938078
55,5,744,43.04,-87.91,34.75,-92.29,618.436396782207
53,5,714,47.6,-122.33,34.75,-92.29,1783.52842403473
19,5,612,41.58,-93.61,34.75,-92.29,476.513650185441
21,5,652,38.21,-85.65,34.75,-92.29,439.842382312623
42,5,576,39.96,-75.15,34.75,-92.29,1007.61250722964
32,5,564,36.17,-115.19,34.75,-92.29,1292.37128609444
27,5,538,44.98,-93.27,34.75,-92.29,707.697487668361
45,5,557,32.79,-79.94,34.75,-92.29,723.082407587897
31,5,424,41.26,-96.02,34.75,-92.29,492.849940288048
34,5,405,40.74,-74.18,34.75,-92.29,1071.78418096229
35,5,426,35.1,-106.66,34.75,-92.29,815.514796730816
24,5,343,39.31,-76.62,34.75,-92.29,920.149176565121
41,5,362,45.52,-122.67,34.75,-92.29,1758.12481025952
49,5,414,40.77,-111.89,34.75,-92.29,1147.55244860903
2,5,269,61.22,-149.9,34.75,-92.29,3090.30092039021
25,5,204,42.33,-71.08,34.75,-92.29,1257.82872385304
15,5,230,21.3,-157.86,34.75,-92.29,4042.95137030522
56,5,251,41.13,-104.82,34.75,-92.29,812.373253835534
16,5,247,43.62,-116.2,34.75,-92.29,1415.15269970741
9,5,137,41.18,-73.19,34.75,-92.29,1130.15880910852
46,5,109,43.54,-96.73,34.75,-92.29,651.322139422312
30,5,130,45.79,-108.52,34.75,-92.29,1143.13470156087
38,5,124,46.89,-96.81,34.75,-92.29,870.173009207421
54,5,99,38.35,-81.63,34.75,-92.29,642.388958350293
23,5,72,43.68,-70.3,34.75,-92.29,1325.40583289755
33,5,56,42.99,-71.45,34.75,-92.29,1254.61732981271
10,5,62,39.74,-75.55,34.75,-92.29,983.083711337106
11,5,39,38.89,-77.03,34.75,-92.29,891.549854998385
44,5,53,41.82,-71.41,34.75,-92.29,1231.30495371003
50,5,28,44.47,-73.21,34.75,-92.29,1214.39681831968
48,6,34901,29.73,-95.39,34.05,-118.24,1372.70055348861
4,6,31809,33.45,-112.07,34.05,-118.24,357.567045514862
36,6,19963,40.67,-73.98,34.05,-118.24,2452.37478560055
32,6,26229,36.17,-115.19,34.05,-118.24,226.272422354936
53,6,24688,47.6,-122.33,34.05,-118.24,958.900978564791
12,6,19091,30.33,-81.66,34.05,-118.24,2147.25984360214
17,6,16063,41.88,-87.63,34.05,-118.24,1745.65585017629
41,6,14693,45.52,-122.67,34.05,-118.24,825.362692429811
8,6,14552,39.74,-104.99,34.05,-118.24,830.923215348812
51,6,13119,36.81,-76.12,34.05,-118.24,2365.113367361
25,6,8933,42.33,-71.08,34.05,-118.24,2595.48444663295
13,6,10518,33.75,-84.39,34.05,-118.24,1936.54092995186
37,6,11099,35.21,-80.84,34.05,-118.24,2119.83804367986
42,6,8273,39.96,-75.15,34.05,-118.24,2394.1168079965
34,6,8185,40.74,-74.18,34.05,-118.24,2441.58305889294
39,6,7710,39.96,-82.99,34.05,-118.24,1978.20498365478
26,6,7722,42.36,-83.08,34.05,-118.24,1981.67030863258
15,6,8677,21.3,-157.86,34.05,-118.24,2563.6510890318
49,6,9627,40.77,-111.89,34.05,-118.24,579.967416045695
24,6,6124,39.31,-76.62,34.05,-118.24,2319.20367908379
29,6,6138,39.03,-94.56,34.05,-118.24,1357.26477610746
27,6,5376,44.98,-93.27,34.05,-118.24,1523.43561280984
18,6,4882,39.77,-86.15,34.05,-118.24,1809.92624637542
47,6,4915,36.15,-86.77,34.05,-118.24,1781.01520365728
35,6,4646,35.1,-106.66,34.05,-118.24,663.812458682256
55,6,4303,43.04,-87.91,34.05,-118.24,1744.4074042011
16,6,4517,43.62,-116.2,34.05,-118.24,669.190383558547
40,6,4297,35.52,-97.5,34.05,-118.24,1181.68097407475
9,6,3462,41.18,-73.19,34.05,-118.24,2491.37847717977
20,6,3732,37.69,-97.33,34.05,-118.24,1197.23972967764
22,6,3416,29.98,-90.03,34.05,-118.24,1674.20015329939
45,6,3489,32.79,-79.94,34.05,-118.24,2202.17923822656
19,6,2682,41.58,-93.61,34.05,-118.24,1437.96125366082
1,6,2654,33.52,-86.81,34.05,-118.24,1801.9814796342
11,6,1788,38.89,-77.03,34.05,-118.24,2299.50000567408
21,6,2496,38.21,-85.65,34.05,-118.24,1835.63982519822
5,6,2701,34.75,-92.29,34.05,-118.24,1479.31327061769
2,6,2428,61.22,-149.9,34.05,-118.24,2342.514137532
31,6,2180,41.26,-96.02,34.05,-118.24,1311.1679108806
30,6,1837,45.79,-108.52,34.05,-118.24,958.918818442412
28,6,1880,32.31,-90.2,34.05,-118.24,1624.29772764097
33,6,1326,42.99,-71.45,34.05,-118.24,2574.46213892598
44,6,1055,41.82,-71.41,34.05,-118.24,2580.71994437281
56,6,1133,41.13,-104.82,34.05,-118.24,882.022095520083
23,6,895,43.68,-70.3,34.05,-118.24,2630.59513364163
46,6,904,43.54,-96.73,34.05,-118.24,1327.19962113166
50,6,589,44.47,-73.21,34.05,-118.24,2485.23557443074
10,6,709,39.74,-75.55,34.05,-118.24,2374.01113963936
54,6,618,38.35,-81.63,34.05,-118.24,2053.6877097378
38,6,685,46.89,-96.81,34.05,-118.24,1427.1642062383
6,8,17015,34.05,-118.24,39.74,-104.99,830.923215348812
48,8,14546,29.73,-95.39,39.74,-104.99,878.909179076226
12,8,7600,30.33,-81.66,39.74,-104.99,1467.23952968562
4,8,8472,33.45,-112.07,39.74,-104.99,585.315558970138
17,8,5307,41.88,-87.63,39.74,-104.99,920.424404325808
36,8,3961,40.67,-73.98,39.74,-104.99,1633.22804959483
35,8,4639,35.1,-106.66,39.74,-104.99,332.893421224845
53,8,4331,47.6,-122.33,39.74,-104.99,1020.96267648039
51,8,3926,36.81,-76.12,39.74,-104.99,1575.77719357659
20,8,3889,37.69,-97.33,39.74,-104.99,437.27457606312
26,8,3045,42.36,-83.08,39.74,-104.99,1155.444890306
39,8,3145,39.96,-82.99,39.74,-104.99,1167.02041704444
37,8,3648,35.21,-80.84,39.74,-104.99,1359.12043192476
56,8,3388,41.13,-104.82,39.74,-104.99,96.3263407529541
29,8,3386,39.03,-94.56,39.74,-104.99,560.185643684957
13,8,3603,33.75,-84.39,39.74,-104.99,1212.09275859322
32,8,3399,36.17,-115.19,39.74,-104.99,608.525005569189
27,8,2609,44.98,-93.27,39.74,-104.99,699.496247860556
42,8,2692,39.96,-75.15,39.74,-104.99,1579.40518171643
49,8,3486,40.77,-111.89,39.74,-104.99,371.510270699132
31,8,2863,41.26,-96.02,39.74,-104.99,483.728590586641
55,8,2261,43.04,-87.91,39.74,-104.99,914.597547841401
40,8,2801,35.52,-97.5,39.74,-104.99,503.165386593699
41,8,2278,45.52,-122.67,39.74,-104.99,982.771443166686
19,8,1996,41.58,-93.61,39.74,-104.99,610.823493083805
18,8,1952,39.77,-86.15,39.74,-104.99,1001.38092848415
25,8,1709,42.33,-71.08,39.74,-104.99,1769.0523843354
47,8,2017,36.15,-86.77,39.74,-104.99,1023.47246901762
24,8,1706,39.31,-76.62,39.74,-104.99,1509.65145449028
30,8,1552,45.79,-108.52,39.74,-104.99,454.447238420616
34,8,1437,40.74,-74.18,39.74,-104.99,1622.16455654696
15,8,1667,21.3,-157.86,39.74,-104.99,3344.33260082254
16,8,1684,43.62,-116.2,39.74,-104.99,638.103022228514
22,8,1432,29.98,-90.03,39.74,-104.99,1081.46242014811
1,8,1509,33.52,-86.81,39.74,-104.99,1095.02034006607
46,8,1111,43.54,-96.73,39.74,-104.99,501.268279812979
45,8,1219,32.79,-79.94,39.74,-104.99,1472.66409641467
2,8,1268,61.22,-149.9,39.74,-104.99,2399.75429017353
21,8,1175,38.21,-85.65,39.74,-104.99,1044.66801772411
5,8,1077,34.75,-92.29,39.74,-104.99,779.144064583547
9,8,814,41.18,-73.19,39.74,-104.99,1669.58235084972
38,8,713,46.89,-96.81,39.74,-104.99,642.420810140786
28,8,755,32.31,-90.2,39.74,-104.99,971.996307036134
33,8,535,42.99,-71.45,39.74,-104.99,1746.3479226488
23,8,481,43.68,-70.3,39.74,-104.99,1801.04615704095
50,8,328,44.47,-73.21,39.74,-104.99,1654.72922182706
11,8,332,38.89,-77.03,39.74,-104.99,1493.37426205293
54,8,296,38.35,-81.63,39.74,-104.99,1256.69097486063
44,8,256,41.82,-71.41,39.74,-104.99,1755.96999097334
10,8,224,39.74,-75.55,39.74,-104.99,1560.88070412607
36,9,15625,40.67,-73.98,41.18,-73.19,54.296057657519
25,9,5707,42.33,-71.08,41.18,-73.19,134.859387809882
12,9,5169,30.33,-81.66,41.18,-73.19,885.591592995018
34,9,3358,40.74,-74.18,41.18,-73.19,60.0313220351291
6,9,2930,34.05,-118.24,41.18,-73.19,2491.37847717977
42,9,2083,39.96,-75.15,41.18,-73.19,133.118369306129
44,9,1599,41.82,-71.41,41.18,-73.19,102.365627705641
51,9,1859,36.81,-76.12,41.18,-73.19,340.164020811684
37,9,1647,35.21,-80.84,41.18,-73.19,585.14483417816
48,9,1639,29.73,-95.39,41.18,-73.19,1473.56487482514
13,9,1519,33.75,-84.39,41.18,-73.19,799.80592862809
17,9,1215,41.88,-87.63,41.18,-73.19,749.50069341556
24,9,1062,39.31,-76.62,41.18,-73.19,222.533026562474
39,9,998,39.96,-82.99,41.18,-73.19,522.183587776505
33,9,804,42.99,-71.45,41.18,-73.19,153.642822903802
45,9,810,32.79,-79.94,41.18,-73.19,688.067031206865
23,9,649,43.68,-70.3,41.18,-73.19,227.15425284811
26,9,642,42.36,-83.08,41.18,-73.19,517.117382441103
53,9,792,47.6,-122.33,41.18,-73.19,2430.97446405185
4,9,644,33.45,-112.07,41.18,-73.19,2187.44029471105
8,9,569,39.74,-104.99,41.18,-73.19,1669.58235084972
50,9,484,44.47,-73.21,41.18,-73.19,227.103483156984
47,9,472,36.15,-86.77,41.18,-73.19,811.007017369984
18,9,405,39.77,-86.15,41.18,-73.19,689.117751500235
27,9,422,44.98,-93.27,41.18,-73.19,1046.37287711057
29,9,440,39.03,-94.56,41.18,-73.19,1138.93004803328
55,9,361,43.04,-87.91,41.18,-73.19,766.271493460291
32,9,310,36.17,-115.19,41.18,-73.19,2274.83696748402
11,9,231,38.89,-77.03,41.18,-73.19,257.707400433385
21,9,260,38.21,-85.65,41.18,-73.19,694.238360141161
15,9,271,21.3,-157.86,41.18,-73.19,5002.40891928171
20,9,241,37.69,-97.33,41.18,-73.19,1309.22260355282
1,9,231,33.52,-86.81,41.18,-73.19,915.443487208724
41,9,202,45.52,-122.67,41.18,-73.19,2470.94212757349
22,9,207,29.98,-90.03,41.18,-73.19,1219.12776557043
49,9,258,40.77,-111.89,41.18,-73.19,2007.21341448578
40,9,205,35.52,-97.5,41.18,-73.19,1371.74414576804
19,9,187,41.58,-93.61,41.18,-73.19,1059.26798899676
10,9,152,39.74,-75.55,41.18,-73.19,159.182700848051
35,9,111,35.1,-106.66,41.18,-73.19,1858.58059091776
31,9,134,41.26,-96.02,41.18,-73.19,1186.12378134017
5,9,102,34.75,-92.29,41.18,-73.19,1130.15880910852
28,9,100,32.31,-90.2,41.18,-73.19,1121.60869992804
54,9,97,38.35,-81.63,41.18,-73.19,489.669746720313
2,9,75,61.22,-149.9,41.18,-73.19,3371.72315934909
16,9,96,43.62,-116.2,41.18,-73.19,2182.05197538901
30,9,58,45.79,-108.52,41.18,-73.19,1789.11250419108
46,9,45,43.54,-96.73,41.18,-73.19,1211.82902534879
38,9,40,46.89,-96.81,41.18,-73.19,1235.16209984147
56,9,31,41.13,-104.82,41.18,-73.19,1640.49769991242
42,10,6249,39.96,-75.15,39.74,-75.55,26.1309478694661
24,10,4578,39.31,-76.62,39.74,-75.55,64.4048574378295
34,10,3055,40.74,-74.18,39.74,-75.55,100.036932960824
36,10,1717,40.67,-73.98,39.74,-75.55,104.952692704733
12,10,1322,30.33,-81.66,39.74,-75.55,734.921028013914
51,10,1181,36.81,-76.12,39.74,-75.55,204.452866152973
6,10,647,34.05,-118.24,39.74,-75.55,2374.01113963936
37,10,702,35.21,-80.84,39.74,-75.55,426.606272960323
48,10,651,29.73,-95.39,39.74,-75.55,1318.59529902212
13,10,630,33.75,-84.39,39.74,-75.55,640.701341192482
39,10,355,39.96,-82.99,39.74,-75.55,395.814531917377
17,10,336,41.88,-87.63,39.74,-75.55,649.724062268839
25,10,282,42.33,-71.08,39.74,-75.55,294.028634346266
45,10,273,32.79,-79.94,39.74,-75.55,538.068964281638
9,10,238,41.18,-73.19,39.74,-75.55,159.182700848051
26,10,204,42.36,-83.08,39.74,-75.55,432.710670798453
47,10,181,36.15,-86.77,39.74,-75.55,660.329465233907
4,10,180,33.45,-112.07,39.74,-75.55,2061.44162359732
54,10,154,38.35,-81.63,39.74,-75.55,340.746085837387
8,10,140,39.74,-104.99,39.74,-75.55,1560.88070412607
11,10,120,38.89,-77.03,39.74,-75.55,98.6302755782469
29,10,145,39.03,-94.56,39.74,-75.55,1016.95532961722
53,10,111,47.6,-122.33,39.74,-75.55,2368.3199040043
18,10,108,39.77,-86.15,39.74,-75.55,564.128521397508
32,10,103,36.17,-115.19,39.74,-75.55,2161.01633637797
21,10,115,38.21,-85.65,39.74,-75.55,553.670814081666
55,10,162,43.04,-87.91,39.74,-75.55,680.728347267272
27,10,95,44.98,-93.27,39.74,-75.55,973.969191893716
40,10,110,35.52,-97.5,39.74,-75.55,1235.19620198867
20,10,86,37.69,-97.33,39.74,-75.55,1182.54928194869
22,10,76,29.98,-90.03,39.74,-75.55,1060.36533299738
1,10,97,33.52,-86.81,39.74,-75.55,757.685049068829
19,10,79,41.58,-93.61,39.74,-75.55,955.660269235671
44,10,64,41.82,-71.41,39.74,-75.55,260.250081288739
33,10,62,42.99,-71.45,39.74,-75.55,309.338012477085
28,10,62,32.31,-90.2,39.74,-75.55,965.372737665404
23,10,63,43.68,-70.3,39.74,-75.55,384.095103835996
41,10,57,45.52,-122.67,39.74,-75.55,2399.37784065557
5,10,63,34.75,-92.29,39.74,-75.55,983.083711337106
49,10,76,40.77,-111.89,39.74,-75.55,1908.55905313521
15,10,62,21.3,-157.86,39.74,-75.55,4903.00587791039
2,10,70,61.22,-149.9,39.74,-75.55,3372.30360343904
35,10,56,35.1,-106.66,39.74,-75.55,1731.78421505365
50,10,34,44.47,-73.21,39.74,-75.55,347.866585972361
16,10,45,43.62,-116.2,39.74,-75.55,2098.92902436514
31,10,41,41.26,-96.02,39.74,-75.55,1080.76559109655
30,10,32,45.79,-108.52,39.74,-75.55,1714.83850108692
46,10,28,43.54,-96.73,39.74,-75.55,1124.05796613979
38,10,25,46.89,-96.81,39.74,-75.55,1174.90041606379
56,10,17,41.13,-104.82,39.74,-75.55,1538.91675867143
24,11,12422,39.31,-76.62,38.89,-77.03,36.4018467162421
51,11,6876,36.81,-76.12,38.89,-77.03,151.838355429811
36,11,2367,40.67,-73.98,38.89,-77.03,203.545942340201
6,11,1901,34.05,-118.24,38.89,-77.03,2299.50000567408
25,11,1162,42.33,-71.08,38.89,-77.03,392.566293518723
42,11,1120,39.96,-75.15,38.89,-77.03,124.76079670164
12,11,1189,30.33,-81.66,38.89,-77.03,646.113085956627
37,11,1004,35.21,-80.84,38.89,-77.03,329.696336929035
48,11,945,29.73,-95.39,38.89,-77.03,1221.76950335469
17,11,843,41.88,-87.63,38.89,-77.03,595.611631044413
34,11,802,40.74,-74.18,38.89,-77.03,198.178351766534
13,11,749,33.75,-84.39,38.89,-77.03,542.104340400949
39,11,568,39.96,-82.99,38.89,-77.03,327.243687187771
26,11,428,42.36,-83.08,38.89,-77.03,397.946172148518
53,11,465,47.6,-122.33,38.89,-77.03,2328.12525157021
9,11,379,41.18,-73.19,38.89,-77.03,257.707400433384
8,11,333,39.74,-104.99,38.89,-77.03,1493.37426205293
27,11,272,44.98,-93.27,38.89,-77.03,934.188706321076
47,11,267,36.15,-86.77,38.89,-77.03,567.051818314117
45,11,300,32.79,-79.94,38.89,-77.03,451.104567648458
55,11,215,43.04,-87.91,38.89,-77.03,636.396296982645
4,11,270,33.45,-112.07,38.89,-77.03,1981.89835557437
29,11,217,39.03,-94.56,38.89,-77.03,942.70627435004
18,11,188,39.77,-86.15,38.89,-77.03,492.151687921743
22,11,162,29.98,-90.03,38.89,-77.03,961.754488166017
41,11,169,45.52,-122.67,38.89,-77.03,2353.52760472066
33,11,145,42.99,-71.45,38.89,-77.03,406.386530936892
21,11,139,38.21,-85.65,38.89,-77.03,469.086328386682
1,11,152,33.52,-86.81,38.89,-77.03,659.494332391888
10,11,138,39.74,-75.55,38.89,-77.03,98.6302755782468
44,11,117,41.82,-71.41,38.89,-77.03,358.864540734452
50,11,106,44.47,-73.21,38.89,-77.03,432.725038228464
19,11,94,41.58,-93.61,38.89,-77.03,894.660055266148
35,11,114,35.1,-106.66,38.89,-77.03,1652.19031910492
