"origin","origin_lon","origin_lat","dest","dest_lon","dest_lat","distance"
12,-81.66,30.33,17,-87.63,41.88,862.982542445925
12,-81.66,30.33,18,-86.15,39.77,698.499310384636
12,-81.66,30.33,19,-93.61,41.58,1022.78262555568
12,-81.66,30.33,20,-97.33,37.69,1030.58086922134
12,-81.66,30.33,21,-85.65,38.21,589.012765898818
12,-81.66,30.33,22,-90.03,29.98,501.497263655833
12,-81.66,30.33,23,-70.3,43.68,1112.1695807584
12,-81.66,30.33,24,-76.62,39.31,681.800070455857
12,-81.66,30.33,25,-71.08,42.33,1014.55922840232
12,-81.66,30.33,26,-83.08,42.36,833.223062809212
12,-81.66,30.33,27,-93.27,44.98,1191.37904166196
12,-81.66,30.33,28,-90.2,32.31,523.016843594981
12,-81.66,30.33,29,-94.56,39.03,946.561657631934
12,-81.66,30.33,30,-108.52,45.79,1797.25956746744
12,-81.66,30.33,31,-96.02,41.26,1101.0125744089
12,-81.66,30.33,32,-115.19,36.17,1972.57671357318
12,-81.66,30.33,33,-71.45,42.99,1039.2344100959
12,-81.66,30.33,34,-74.18,40.74,831.518055683635
12,-81.66,30.33,35,-106.66,35.1,1488.752336807
12,-81.66,30.33,36,-73.98,40.67,833.213862389255
12,-81.66,30.33,37,-80.84,35.21,339.6502876473
12,-81.66,30.33,38,-96.81,46.89,1400.66085301068
12,-81.66,30.33,39,-82.99,39.96,668.100965852917
12,-81.66,30.33,40,-97.5,35.52,986.151119018914
12,-81.66,30.33,41,-122.67,45.52,2439.38726053161
12,-81.66,30.33,42,-75.15,39.96,758.785324230199
12,-81.66,30.33,44,-71.41,41.82,976.513542550442
12,-81.66,30.33,45,-79.94,32.79,197.530613819696
12,-81.66,30.33,46,-96.73,43.54,1231.23252195608
12,-81.66,30.33,47,-86.77,36.15,498.252776530167
12,-81.66,30.33,48,-95.39,29.73,823.452947578417
12,-81.66,30.33,49,-111.89,40.77,1837.23599981489
12,-81.66,30.33,50,-73.21,44.47,1078.82938348727
12,-81.66,30.33,51,-76.12,36.81,548.93385199775
12,-81.66,30.33,53,-122.33,47.6,2454.85800834376
12,-81.66,30.33,54,-81.63,38.35,552.806974986403
12,-81.66,30.33,55,-87.91,43.04,941.93193201769
12,-81.66,30.33,56,-104.82,41.13,1492.88036668065
13,-84.39,33.75,1,-86.81,33.52,140.406318027275
13,-84.39,33.75,2,-149.9,61.22,3408.73861586258
13,-84.39,33.75,4,-112.07,33.45,1591.6880617261
13,-84.39,33.75,5,-92.29,34.75,457.265987384357
13,-84.39,33.75,6,-118.24,34.05,1936.54092995186
13,-84.39,33.75,8,-104.99,39.74,1212.09275859322
13,-84.39,33.75,9,-73.19,41.18,799.80592862809
13,-84.39,33.75,10,-75.55,39.74,640.701341192482
13,-84.39,33.75,11,-77.03,38.89,542.104340400949
13,-84.39,33.75,12,-81.66,30.33,284.925677794839
13,-84.39,33.75,13,-84.39,33.75,0
13,-84.39,33.75,15,-157.86,21.3,4500.14576622587
13,-84.39,33.75,16,-116.2,43.62,1835.661652145
13,-84.39,33.75,17,-87.63,41.88,587.937413939917
13,-84.39,33.75,18,-86.15,39.77,426.416149459543
13,-84.39,33.75,19,-93.61,41.58,738.780169714329
13,-84.39,33.75,20,-97.33,37.69,775.737756830502
13,-84.39,33.75,21,-85.65,38.21,315.494088782317
13,-84.39,33.75,22,-90.03,29.98,421.12508274894
13,-84.39,33.75,23,-70.3,43.68,1021.55684147135
13,-84.39,33.75,24,-76.62,39.31,577.446505781333
13,-84.39,33.75,25,-71.08,42.33,934.660752633905
13,-84.39,33.75,26,-83.08,42.36,598.099212420308
13,-84.39,33.75,27,-93.27,44.98,907.707755158549
13,-84.39,33.75,28,-90.2,32.31,351.502985083372
13,-84.39,33.75,29,-94.56,39.03,673.116156848528
13,-84.39,33.75,30,-108.52,45.79,1520.35813833013
13,-84.39,33.75,31,-96.02,41.26,821.207941311923
13,-84.39,33.75,32,-115.19,36.17,1748.5585266247
13,-84.39,33.75,33,-71.45,42.99,946.578308872366
13,-84.39,33.75,34,-74.18,40.74,740.151603948286
13,-84.39,33.75,35,-106.66,35.1,1272.76377473548
13,-84.39,33.75,36,-73.98,40.67,745.644865988464
13,-84.39,33.75,37,-80.84,35.21,226.228292084975
13,-84.39,33.75,38,-96.81,46.89,1116.03810434841
13,-84.39,33.75,39,-82.99,39.96,435.174229477862
13,-84.39,33.75,40,-97.5,35.52,756.243087154966
13,-84.39,33.75,41,-122.67,45.52,2172.43839910968
13,-84.39,33.75,42,-75.15,39.96,666.820732034981
13,-84.39,33.75,44,-71.41,41.82,900.76392915344
13,-84.39,33.75,45,-79.94,32.79,265.951734190518
13,-84.39,33.75,46,-96.73,43.54,947.510811748206
13,-84.39,33.75,47,-86.77,36.15,213.569598174602
13,-84.39,33.75,48,-95.39,29.73,703.905233112298
13,-84.39,33.75,49,-111.89,40.77,1583.60123242303
13,-84.39,33.75,50,-73.21,44.47,950.937866649561
13,-84.39,33.75,51,-76.12,36.81,512.64264277082
13,-84.39,33.75,53,-122.33,47.6,2181.91393030259
13,-84.39,33.75,54,-81.63,38.35,352.752682510503
13,-84.39,33.75,55,-87.91,43.04,668.483451053743
13,-84.39,33.75,56,-104.82,41.13,1229.35455869688
15,-157.86,21.3,1,-86.81,33.52,4365.06982758836
15,-157.86,21.3,2,-149.9,61.22,2781.70071443795
15,-157.86,21.3,4,-112.07,33.45,2911.06527529024
15,-157.86,21.3,5,-92.29,34.75,4042.95137030522
15,-157.86,21.3,6,-118.24,34.05,2563.6510890318
15,-157.86,21.3,8,-104.99,39.74,3344.33260082254
15,-157.86,21.3,9,-73.19,41.18,5002.40891928171
15,-157.86,21.3,10,-75.55,39.74,4903.00587791039
15,-157.86,21.3,11,-77.03,38.89,4837.61905656975
15,-157.86,21.3,12,-81.66,30.33,4703.31019174865
15,-157.86,21.3,13,-84.39,33.75,4500.14576622587
15,-157.86,21.3,15,-157.86,21.3,0
15,-157.86,21.3,16,-116.2,43.62,2836.00647620084
15,-157.86,21.3,17,-87.63,41.88,4255.6727528272
15,-157.86,21.3,18,-86.15,39.77,4345.71197926323
15,-157.86,21.3,19,-93.61,41.58,3947.57523515734
15,-157.86,21.3,20,-97.33,37.69,3751.10476648429
15,-157.86,21.3,21,-85.65,38.21,4384.76831697896
15,-157.86,21.3,22,-90.03,29.98,4215.92493549115
15,-157.86,21.3,23,-70.3,43.68,5104.99380954017
15,-157.86,21.3,24,-76.62,39.31,4853.28681478777
15,-157.86,21.3,25,-71.08,42.33,5089.5758277108
15,-157.86,21.3,26,-83.08,42.36,4485.35599170521
15,-157.86,21.3,27,-93.27,44.98,3967.47613454437
15,-157.86,21.3,28,-90.2,32.31,4182.17265377459
15,-157.86,21.3,29,-94.56,39.03,3899.94623490817
15,-157.86,21.3,30,-108.52,45.79,3241.15474045771
15,-157.86,21.3,31,-96.02,41.26,3822.24196025013
15,-157.86,21.3,32,-115.19,36.17,2758.63367080359
15,-157.86,21.3,33,-71.45,42.99,5060.29637799413
15,-157.86,21.3,34,-74.18,40.74,4958.76880542805
15,-157.86,21.3,35,-106.66,35.1,3227.46353977192
15,-157.86,21.3,36,-73.98,40.67,4970.0814923461
15,-157.86,21.3,37,-80.84,35.21,4681.13961501986
15,-157.86,21.3,38,-96.81,46.89,3805.49142949193
15,-157.86,21.3,39,-82.99,39.96,4510.90065011558
15,-157.86,21.3,40,-97.5,35.52,3745.11628668391
15,-157.86,21.3,41,-122.67,45.52,2595.95324519623
15,-157.86,21.3,42,-75.15,39.96,4920.53475059084
15,-157.86,21.3,44,-71.41,41.82,5081.71714260969
15,-157.86,21.3,45,-79.94,32.79,4765.67443573967
15,-157.86,21.3,46,-96.73,43.54,3791.76858930549
15,-157.86,21.3,47,-86.77,36.15,4341.54504161984
15,-157.86,21.3,48,-95.39,29.73,3899.80440936675
15,-157.86,21.3,49,-111.89,40.77,2995.61538779739
15,-157.86,21.3,50,-73.21,44.47,4951.52380076005
15,-157.86,21.3,51,-76.12,36.81,4916.88373306601
15,-157.86,21.3,53,-122.33,47.6,2680.0067221855
15,-157.86,21.3,54,-81.63,38.35,4599.69306626942
15,-157.86,21.3,55,-87.91,43.04,4236.35525984975
15,-157.86,21.3,56,-104.82,41.13,3364.27890189938
16,-116.2,43.62,1,-86.81,33.52,1725.46711497452
16,-116.2,43.62,2,-149.9,61.22,1837.59955913095
16,-116.2,43.62,4,-112.07,33.45,736.048659828192
16,-116.2,43.62,5,-92.29,34.75,1415.15269970741
16,-116.2,43.62,6,-118.24,34.05,669.190383558547
16,-116.2,43.62,8,-104.99,39.74,638.103022228514
16,-116.2,43.62,9,-73.19,41.18,2182.05197538901
16,-116.2,43.62,10,-75.55,39.74,2098.92902436514
16,-116.2,43.62,11,-77.03,38.89,2046.43309245162
16,-116.2,43.62,12,-81.66,30.33,2099.18389767823
16,-116.2,43.62,13,-84.39,33.75,1835.661652145
16,-116.2,43.62,15,-157.86,21.3,2836.00647620084
16,-116.2,43.62,16,-116.2,43.62,0
16,-116.2,43.62,17,-87.63,41.88,1451.17371475005
16,-116.2,43.62,18,-86.15,39.77,1568.05945245927
16,-116.2,43.62,19,-93.61,41.58,1156.90941438669
16,-116.2,43.62,20,-97.33,37.69,1069.64937007222
16,-116.2,43.62,21,-85.65,38.21,1632.24880679721
16,-116.2,43.62,22,-90.03,29.98,1717.74526160061
16,-116.2,43.62,23,-70.3,43.68,2270.75847784994
16,-116.2,43.62,24,-76.62,39.31,2056.2360139479
16,-116.2,43.62,25,-71.08,42.33,2260.31965965125
16,-116.2,43.62,26,-83.08,42.36,1669.4744517947
16,-116.2,43.62,27,-93.27,44.98,1137.05972230937
16,-116.2,43.62,28,-90.2,32.31,1610.00710339999
16,-116.2,43.62,29,-94.56,39.03,1165.66525872465
16,-116.2,43.62,30,-108.52,45.79,406.581463590455
16,-116.2,43.62,31,-96.02,41.26,1041.81412999168
16,-116.2,43.62,32,-115.19,36.17,516.777868306593
16,-116.2,43.62,33,-71.45,42.99,2228.72631017471
16,-116.2,43.62,34,-74.18,40.74,2143.18610391619
16,-116.2,43.62,35,-106.66,35.1,777.679293200448
16,-116.2,43.62,36,-73.98,40.67,2154.69964418346
16,-116.2,43.62,37,-80.84,35.21,1962.32695686554
16,-116.2,43.62,38,-96.81,46.89,969.606290893496
16,-116.2,43.62,39,-82.99,39.96,1722.07914602927
16,-116.2,43.62,40,-97.5,35.52,1140.38112475322
16,-116.2,43.62,41,-122.67,45.52,345.115159718472
16,-116.2,43.62,42,-75.15,39.96,2113.47803121565
16,-116.2,43.62,44,-71.41,41.82,2255.23024664403
16,-116.2,43.62,45,-79.94,32.79,2090.06122086473
16,-116.2,43.62,46,-96.73,43.54,974.930030175806
16,-116.2,43.62,47,-86.77,36.15,1636.83198726723
16,-116.2,43.62,48,-95.39,29.73,1493.5168037422
16,-116.2,43.62,49,-111.89,40.77,295.938944303485
16,-116.2,43.62,50,-73.21,44.47,2116.73890423829
16,-116.2,43.62,51,-76.12,36.81,2149.52382746775
16,-116.2,43.62,53,-122.33,47.6,404.528745822852
16,-116.2,43.62,54,-81.63,38.35,1830.07764793018
16,-116.2,43.62,55,-87.91,43.04,1419.32484683041
16,-116.2,43.62,56,-104.82,41.13,606.659655829356
17,-87.63,41.88,1,-86.81,33.52,578.302189337886
17,-87.63,41.88,2,-149.9,61.22,2857.02158619125
17,-87.63,41.88,4,-112.07,33.45,1453.96501818516
17,-87.63,41.88,5,-92.29,34.75,552.926553400093
17,-87.63,41.88,6,-118.24,34.05,1745.65585017629
17,-87.63,41.88,8,-104.99,39.74,920.424404325808
17,-87.63,41.88,9,-73.19,41.18,749.50069341556
17,-87.63,41.88,10,-75.55,39.74,649.724062268839
17,-87.63,41.88,11,-77.03,38.89,595.611631044413
17,-87.63,41.88,12,-81.66,30.33,862.982542445925
17,-87.63,41.88,13,-84.39,33.75,587.937413939918
17,-87.63,41.88,15,-157.86,21.3,4255.6727528272
17,-87.63,41.88,16,-116.2,43.62,1451.17371475005
17,-87.63,41.88,17,-87.63,41.88,0
17,-87.63,41.88,18,-86.15,39.77,164.968423286137
17,-87.63,41.88,19,-93.61,41.58,309.784063872924
17,-87.63,41.88,20,-97.33,37.69,591.190790852308
17,-87.63,41.88,21,-85.65,38.21,274.091236257465
17,-87.63,41.88,22,-90.03,29.98,831.328233094546
17,-87.63,41.88,23,-70.3,43.68,888.235897857011
17,-87.63,41.88,24,-76.62,39.31,605.135080478081
17,-87.63,41.88,25,-71.08,42.33,849.834953698378
17,-87.63,41.88,26,-83.08,42.36,236.104119813787
17,-87.63,41.88,27,-93.27,44.98,355.270887828416
17,-87.63,41.88,28,-90.2,32.31,674.947920919924
17,-87.63,41.88,29,-94.56,39.03,414.645384978923
17,-87.63,41.88,30,-108.52,45.79,1074.88522222124
17,-87.63,41.88,31,-96.02,41.26,436.74451588997
17,-87.63,41.88,32,-115.19,36.17,1527.0504147901
17,-87.63,41.88,33,-71.45,42.99,829.510535176059
17,-87.63,41.88,34,-74.18,40.74,703.522012445609
17,-87.63,41.88,35,-106.66,35.1,1129.41315273532
17,-87.63,41.88,36,-73.98,40.67,714.753505534127
17,-87.63,41.88,37,-80.84,35.21,588.600215062634
17,-87.63,41.88,38,-96.81,46.89,570.565050153151
17,-87.63,41.88,39,-82.99,39.96,276.598319386976
17,-87.63,41.88,40,-97.5,35.52,689.899142435626
17,-87.63,41.88,41,-122.67,45.52,1758.7423745389
17,-87.63,41.88,42,-75.15,39.96,665.890763845459
17,-87.63,41.88,44,-71.41,41.82,835.742274607523
17,-87.63,41.88,45,-79.94,32.79,755.742019142562
17,-87.63,41.88,46,-96.73,43.54,476.92137105141
17,-87.63,41.88,47,-86.77,36.15,397.961192737056
17,-87.63,41.88,48,-95.39,29.73,943.254760100881
17,-87.63,41.88,49,-111.89,40.77,1260.15838603908
17,-87.63,41.88,50,-73.21,44.47,749.0655619807
17,-87.63,41.88,51,-76.12,36.81,707.938572261069
17,-87.63,41.88,53,-122.33,47.6,1737.26465230323
17,-87.63,41.88,54,-81.63,38.35,400.246511743534
17,-87.63,41.88,55,-87.91,43.04,81.3356720728821
17,-87.63,41.88,56,-104.82,41.13,891.791272773706
18,-86.15,39.77,1,-86.81,33.52,432.518343658294
18,-86.15,39.77,2,-149.9,61.22,3018.66614279706
18,-86.15,39.77,4,-112.07,33.45,1499.25997772096
18,-86.15,39.77,5,-92.29,34.75,483.885559651862
18,-86.15,39.77,6,-118.24,34.05,1809.92624637542
18,-86.15,39.77,8,-104.99,39.74,1001.38092848415
18,-86.15,39.77,9,-73.19,41.18,689.117751500235
18,-86.15,39.77,10,-75.55,39.74,564.128521397508
18,-86.15,39.77,11,-77.03,38.89,492.151687921743
18,-86.15,39.77,12,-81.66,30.33,698.499310384636
18,-86.15,39.77,13,-84.39,33.75,426.416149459543
18,-86.15,39.77,15,-157.86,21.3,4345.71197926323
18,-86.15,39.77,16,-116.2,43.62,1568.05945245927
18,-86.15,39.77,17,-87.63,41.88,164.968423286137
18,-86.15,39.77,18,-86.15,39.77,0
18,-86.15,39.77,19,-93.61,41.58,411.169090372953
18,-86.15,39.77,20,-97.33,37.69,620.412546668373
18,-86.15,39.77,21,-85.65,38.21,110.926275283214
18,-86.15,39.77,22,-90.03,29.98,709.743670084988
18,-86.15,39.77,23,-70.3,43.68,861.148006656679
18,-86.15,39.77,24,-76.62,39.31,509.797127399483
18,-86.15,39.77,25,-71.08,42.33,805.66044251042
18,-86.15,39.77,26,-83.08,42.36,240.072795345293
18,-86.15,39.77,27,-93.27,44.98,511.561386617256
18,-86.15,39.77,28,-90.2,32.31,561.952605493697
18,-86.15,39.77,29,-94.56,39.03,452.840713168325
18,-86.15,39.77,30,-108.52,45.79,1206.07318083253
18,-86.15,39.77,31,-96.02,41.26,529.517314535401
18,-86.15,39.77,32,-115.19,36.17,1597.69653861932
18,-86.15,39.77,33,-71.45,42.99,794.525687144995
18,-86.15,39.77,34,-74.18,40.74,635.801459813996
18,-86.15,39.77,35,-106.66,35.1,1169.99062849967
18,-86.15,39.77,36,-73.98,40.67,646.142836830332
18,-86.15,39.77,37,-80.84,35.21,428.828457125075
18,-86.15,39.77,38,-96.81,46.89,726.933439393817
18,-86.15,39.77,39,-82.99,39.96,168.505044199561
18,-86.15,39.77,40,-97.5,35.52,687.274248023519
18,-86.15,39.77,41,-122.67,45.52,1885.68553451457
18,-86.15,39.77,42,-75.15,39.96,584.598312471351
18,-86.15,39.77,44,-71.41,41.82,784.7849005733
18,-86.15,39.77,45,-79.94,32.79,592.773761288681
18,-86.15,39.77,46,-96.73,43.54,605.656325860073
18,-86.15,39.77,47,-86.77,36.15,251.952814755831
18,-86.15,39.77,48,-95.39,29.73,868.007274362525
18,-86.15,39.77,49,-111.89,40.77,1357.27143615812
18,-86.15,39.77,50,-73.21,44.47,738.669467823066
18,-86.15,39.77,51,-76.12,36.81,581.796208281515
18,-86.15,39.77,53,-122.33,47.6,1872.41503699374
18,-86.15,39.77,54,-81.63,38.35,262.046364991405
18,-86.15,39.77,55,-87.91,43.04,243.47280501394
18,-86.15,39.77,56,-104.82,41.13,986.676293600959
19,-93.61,41.58,1,-86.81,33.52,669.095511090467
19,-93.61,41.58,2,-149.9,61.22,2673.29736664769
19,-93.61,41.58,4,-112.07,33.45,1155.2576998316
19,-93.61,41.58,5,-92.29,34.75,476.513650185441
19,-93.61,41.58,6,-118.24,34.05,1437.96125366082
19,-93.61,41.58,8,-104.99,39.74,610.823493083805
19,-93.61,41.58,9,-73.19,41.18,1059.26798899676
19,-93.61,41.58,10,-75.55,39.74,955.660269235671
19,-93.61,41.58,11,-77.03,38.89,894.660055266148
19,-93.61,41.58,12,-81.66,30.33,1022.78262555568
19,-93.61,41.58,13,-84.39,33.75,738.780169714329
19,-93.61,41.58,15,-157.86,21.3,3947.57523515734
19,-93.61,41.58,16,-116.2,43.62,1156.90941438669
19,-93.61,41.58,17,-87.63,41.88,309.784063872924
19,-93.61,41.58,18,-86.15,39.77,411.169090372953
19,-93.61,41.58,19,-93.61,41.58,0
19,-93.61,41.58,20,-97.33,37.69,333.685912869517
19,-93.61,41.58,21,-85.65,38.21,482.411459015756
19,-93.61,41.58,22,-90.03,29.98,824.445793866598
19,-93.61,41.58,23,-70.3,43.68,1192.9285693592
19,-93.61,41.58,24,-76.62,39.31,907.6736033108
19,-93.61,41.58,25,-71.08,42.33,1158.44582001469
19,-93.61,41.58,26,-83.08,42.36,544.660925673891
19,-93.61,41.58,27,-93.27,44.98,235.337920541074
19,-93.61,41.58,28,-90.2,32.31,666.36240594918
19,-93.61,41.58,29,-94.56,39.03,182.956484850621
19,-93.61,41.58,30,-108.52,45.79,800.027551133325
19,-93.61,41.58,31,-96.02,41.26,127.117972111819
19,-93.61,41.58,32,-115.19,36.17,1218.18756786173
19,-93.61,41.58,33,-71.45,42.99,1136.56188699347
19,-93.61,41.58,34,-74.18,40.74,1012.83841074853
19,-93.61,41.58,35,-106.66,35.1,836.63396115958
19,-93.61,41.58,36,-73.98,40.67,1024.01058792464
19,-93.61,41.58,37,-80.84,35.21,819.362825120251
19,-93.61,41.58,38,-96.81,46.89,399.470502638144
19,-93.61,41.58,39,-82.99,39.96,567.841249570379
19,-93.61,41.58,40,-97.5,35.52,467.967150474304
19,-93.61,41.58,41,-122.67,45.52,1475.88210259734
19,-93.61,41.58,42,-75.15,39.96,972.963014150909
19,-93.61,41.58,44,-71.41,41.82,1145.14652001775
19,-93.61,41.58,45,-79.94,32.79,965.545835659453
19,-93.61,41.58,46,-96.73,43.54,208.895846756475
19,-93.61,41.58,47,-86.77,36.15,525.359729087209
19,-93.61,41.58,48,-95.39,29.73,823.042149447579
19,-93.61,41.58,49,-111.89,40.77,952.984338330878
19,-93.61,41.58,50,-73.21,44.47,1049.37616021064
19,-93.61,41.58,51,-76.12,36.81,992.692306596584
19,-93.61,41.58,53,-122.33,47.6,1467.23217892968
19,-93.61,41.58,54,-81.63,38.35,673.211009991654
19,-93.61,41.58,55,-87.91,43.04,308.834600042158
19,-93.61,41.58,56,-104.82,41.13,583.309497869069
20,-97.33,37.69,1,-86.81,33.52,657.838960830043
20,-97.33,37.69,2,-149.9,61.22,2760.77692243556
20,-97.33,37.69,4,-112.07,33.45,879.036708605428
20,-97.33,37.69,5,-92.29,34.75,346.865775593173
20,-97.33,37.69,6,-118.24,34.05,1197.23972967764
20,-97.33,37.69,8,-104.99,39.74,437.27457606312
20,-97.33,37.69,9,-73.19,41.18,1309.22260355282
20,-97.33,37.69,10,-75.55,39.74,1182.54928194869
20,-97.33,37.69,11,-77.03,38.89,1104.34287707412
20,-97.33,37.69,12,-81.66,30.33,1030.58086922134
20,-97.33,37.69,13,-84.39,33.75,775.737756830502
20,-97.33,37.69,15,-157.86,21.3,3751.10476648429
20,-97.33,37.69,16,-116.2,43.62,1069.64937007222
20,-97.33,37.69,17,-87.63,41.88,591.190790852308
20,-97.33,37.69,18,-86.15,39.77,620.412546668373
20,-97.33,37.69,19,-93.61,41.58,333.685912869517
20,-97.33,37.69,20,-97.33,37.69,0
20,-97.33,37.69,21,-85.65,38.21,638.469947713611
20,-97.33,37.69,22,-90.03,29.98,676.732266943298
20,-97.33,37.69,23,-70.3,43.68,1471.30530923209
20,-97.33,37.69,24,-76.62,39.31,1125.62872721348
20,-97.33,37.69,25,-71.08,42.33,1422.85273038267
20,-97.33,37.69,26,-83.08,42.36,820.311475008523
20,-97.33,37.69,27,-93.27,44.98,545.415286321921
20,-97.33,37.69,28,-90.2,32.31,548.408774333908
20,-97.33,37.69,29,-94.56,39.03,176.546052605281
20,-97.33,37.69,30,-108.52,45.79,802.93113495179
20,-97.33,37.69,31,-96.02,41.26,256.041299593484
20,-97.33,37.69,32,-115.19,36.17,992.745558398541
20,-97.33,37.69,33,-71.45,42.99,1408.22922201072
20,-97.33,37.69,34,-74.18,40.74,1256.2137215938
20,-97.33,37.69,35,-106.66,35.1,549.59915134821
20,-97.33,37.69,36,-73.98,40.67,1266.54810368168
20,-97.33,37.69,37,-80.84,35.21,933.066039507452
20,-97.33,37.69,38,-96.81,46.89,635.551534741268
20,-97.33,37.69,39,-82.99,39.96,788.536435713673
20,-97.33,37.69,40,-97.5,35.52,149.927707048254
20,-97.33,37.69,41,-122.67,45.52,1411.8455520987
20,-97.33,37.69,42,-75.15,39.96,1203.85481578542
20,-97.33,37.69,44,-71.41,41.82,1403.6825045623
20,-97.33,37.69,45,-79.94,32.79,1038.0242837416
20,-97.33,37.69,46,-96.73,43.54,404.884498508058
20,-97.33,37.69,47,-86.77,36.15,593.902027105899
20,-97.33,37.69,48,-95.39,29.73,559.834637079207
20,-97.33,37.69,49,-111.89,40.77,808.472151765731
20,-97.33,37.69,50,-73.21,44.47,1337.47208710592
20,-97.33,37.69,51,-76.12,36.81,1168.33774789444
20,-97.33,37.69,53,-122.33,47.6,1436.862645474
20,-97.33,37.69,54,-81.63,38.35,856.79473028087
20,-97.33,37.69,55,-87.91,43.04,618.574570059797
20,-97.33,37.69,56,-104.82,41.13,465.55651069372
21,-85.65,38.21,1,-86.81,33.52,329.832212598417
21,-85.65,38.21,2,-149.9,61.22,3119.77158800661
21,-85.65,38.21,4,-112.07,33.45,1513.693408232
21,-85.65,38.21,5,-92.29,34.75,439.842382312623
21,-85.65,38.21,6,-118.24,34.05,1835.63982519822
21,-85.65,38.21,8,-104.99,39.74,1044.66801772411
21,-85.65,38.21,9,-73.19,41.18,694.238360141161
21,-85.65,38.21,10,-75.55,39.74,553.670814081666
21,-85.65,38.21,11,-77.03,38.89,469.086328386682
21,-85.65,38.21,12,-81.66,30.33,589.012765898818
21,-85.65,38.21,13,-84.39,33.75,315.494088782317
21,-85.65,38.21,15,-157.86,21.3,4384.76831697896
21,-85.65,38.21,16,-116.2,43.62,1632.24880679721
21,-85.65,38.21,17,-87.63,41.88,274.091236257465
21,-85.65,38.21,18,-86.15,39.77,110.926275283213
21,-85.65,38.21,19,-93.61,41.58,482.411459015756
21,-85.65,38.21,20,-97.33,37.69,638.469947713611
21,-85.65,38.21,21,-85.65,38.21,0
21,-85.65,38.21,22,-90.03,29.98,620.154243203884
21,-85.65,38.21,23,-70.3,43.68,885.58807098316
21,-85.65,38.21,24,-76.62,39.31,493.346673040795
21,-85.65,38.21,25,-71.08,42.33,819.535251625067
21,-85.65,38.21,26,-83.08,42.36,316.866183709142
21,-85.65,38.21,27,-93.27,44.98,611.079278395213
21,-85.65,38.21,28,-90.2,32.31,481.110153080065
21,-85.65,38.21,29,-94.56,39.03,485.26075819705
21,-85.65,38.21,30,-108.52,45.79,1282.43836394409
21,-85.65,38.21,31,-96.02,41.26,590.61275179744
21,-85.65,38.21,32,-115.19,36.17,1628.91177633314
21,-85.65,38.21,33,-71.45,42.99,815.042785287118
21,-85.65,38.21,34,-74.18,40.74,637.057800042509
21,-85.65,38.21,35,-106.66,35.1,1184.12471716613
21,-85.65,38.21,36,-73.98,40.67,646.349171050954
21,-85.65,38.21,37,-80.84,35.21,337.709096852934
21,-85.65,38.21,38,-96.81,46.89,825.038180719956
21,-85.65,38.21,39,-82.99,39.96,187.132606360423
21,-85.65,38.21,40,-97.5,35.52,681.709084041225
21,-85.65,38.21,41,-122.67,45.52,1956.44743568841
21,-85.65,38.21,42,-75.15,39.96,576.900237121355
21,-85.65,38.21,44,-71.41,41.82,794.291189048427
21,-85.65,38.21,45,-79.94,32.79,492.9751946883
21,-85.65,38.21,46,-96.73,43.54,686.172616449294
21,-85.65,38.21,47,-86.77,36.15,154.915120888182
21,-85.65,38.21,48,-95.39,29.73,808.002662133437
21,-85.65,38.21,49,-111.89,40.77,1408.37681322681
21,-85.65,38.21,50,-73.21,44.47,776.6136375159
21,-85.65,38.21,51,-76.12,36.81,532.128371069586
21,-85.65,38.21,53,-122.33,47.6,1949.64361156216
21,-85.65,38.21,54,-81.63,38.35,218.756821085523
21,-85.65,38.21,55,-87.91,43.04,353.783903170566
21,-85.65,38.21,56,-104.82,41.13,1039.47696383355
22,-90.03,29.98,1,-86.81,33.52,308.869144115519
22,-90.03,29.98,2,-149.9,61.22,3436.30413128276
22,-90.03,29.98,4,-112.07,33.45,1317.28753354933
22,-90.03,29.98,5,-92.29,34.75,354.227630027178
22,-90.03,29.98,6,-118.24,34.05,1674.20015329939
22,-90.03,29.98,8,-104.99,39.74,1081.46242014811
22,-90.03,29.98,9,-73.19,41.18,1219.12776557043
22,-90.03,29.98,10,-75.55,39.74,1060.36533299738
22,-90.03,29.98,11,-77.03,38.89,961.754488166017
22,-90.03,29.98,12,-81.66,30.33,501.497263655833
22,-90.03,29.98,13,-84.39,33.75,421.12508274894
22,-90.03,29.98,15,-157.86,21.3,4215.92493549115
22,-90.03,29.98,16,-116.2,43.62,1717.74526160061
22,-90.03,29.98,17,-87.63,41.88,831.328233094546
22,-90.03,29.98,18,-86.15,39.77,709.743670084988
22,-90.03,29.98,19,-93.61,41.58,824.445793866598
22,-90.03,29.98,20,-97.33,37.69,676.732266943298
22,-90.03,29.98,21,-85.65,38.21,620.154243203884
22,-90.03,29.98,22,-90.03,29.98,0
22,-90.03,29.98,23,-70.3,43.68,1438.39242937332
22,-90.03,29.98,24,-76.62,39.31,996.599963082852
22,-90.03,29.98,25,-71.08,42.33,1353.84254099481
22,-90.03,29.98,26,-83.08,42.36,937.009228458214
22,-90.03,29.98,27,-93.27,44.98,1049.44745764419
22,-90.03,29.98,28,-90.2,32.31,160.835617857828
22,-90.03,29.98,29,-94.56,39.03,674.997761066172
22,-90.03,29.98,30,-108.52,45.79,1479.45043327389
22,-90.03,29.98,31,-96.02,41.26,847.060477185138
22,-90.03,29.98,32,-115.19,36.17,1515.87786538233
22,-90.03,29.98,33,-71.45,42.99,1363.62802841295
