13 000 57 000 FR Foreign                               3374       6907      155103
13 000 17 000 IL ILLINOIS                              2620       5003      122583
13 000 39 000 OH OHIO                                  2535       4982      106210
13 000 24 000 MD MARYLAND                              2304       4483      102515
13 000 22 000 LA LOUISIANA                             2197       4639       68649
13 000 42 000 PA PENNSYLVANIA                          2151       4252      104147
13 000 26 000 MI MICHIGAN                              2076       3935       64297
13 000 34 000 NJ NEW JERSEY                            1911       3586       82337
13 000 08 000 CO COLORADO                              1820       3603       85688
13 000 53 000 WA WASHINGTON                            1713       3701       78882
13 000 28 000 MS MISSISSIPPI                           1623       3399       53147
13 000 21 000 KY KENTUCKY                              1614       3603       68240
13 000 18 000 IN INDIANA                               1362       2757       55727
13 000 04 000 AZ ARIZONA                               1325       2682       63041
13 000 29 000 MO MISSOURI                              1290       2680       53579
13 000 25 000 MA MASSACHUSETTS                         1287       2275       61626
13 000 40 000 OK OKLAHOMA                               915       2123       33234
13 000 55 000 WI WISCONSIN                              777       1573       38407
13 000 09 000 CT CONNECTICUT                            775       1519       46572
13 000 20 000 KS KANSAS                                 773       1787       33246
13 000 05 000 AR ARKANSAS                               739       1522       31968
13 000 27 000 MN MINNESOTA                              739       1478       39383
13 000 15 000 HI HAWAII                                 724       1653       28067
13 000 32 000 NV NEVADA                                 645       1203       28086
13 000 11 000 DC DISTRICT OF COLUMBIA                   555        749       24008
13 000 41 000 OR OREGON                                 550       1000       20222
13 000 02 000 AK ALASKA                                 535       1164       20297
13 000 54 000 WV WEST VIRGINIA                          446        857       15048
13 000 19 000 IA IOWA                                   429        877       18873
13 000 35 000 NM NEW MEXICO                             422        850       14929
13 000 49 000 UT UTAH                                   407        929       21431
13 000 10 000 DE DELAWARE                               327        630       12681
13 000 31 000 NE NEBRASKA                               300        658       15288
13 000 23 000 ME MAINE                                  260        425        9915
13 000 33 000 NH NEW HAMPSHIRE                          248        463       12696
13 000 16 000 ID IDAHO                                  247        495       10524
13 000 44 000 RI RHODE ISLAND                           225        440        9353
13 000 30 000 MT MONTANA                                195        363       11371
13 000 46 000 SD SOUTH DAKOTA                           169        284        6036
13 000 50 000 VT VERMONT                                156        223        5425
13 000 56 000 WY WYOMING                                153        270        6004
13 000 38 000 ND NORTH DAKOTA                           121        245        4336
15 000 96 000 HI HI Total Mig - US & For              24748      50630     1003727
15 000 97 000 HI HI Total Mig - US                    23278      47652      939679
15 000 98 000 HI HI Total Mig - Foreign                1470       2978       64048
15 000 15 000 HI HI Non-Migrants                     497159    1023673    26589704
15 000 06 000 CA CALIFORNIA                            4650       8677      194174
15 000 48 000 TX TEXAS                                 1953       4503       82053
15 000 53 000 WA WASHINGTON                            1762       3644       73373
15 000 57 000 FR Foreign                               1470       2978       64048
15 000 12 000 FL FLORIDA                               1345       2580       49393
15 000 51 000 VA VIRGINIA                              1154       2898       65614
15 000 32 000 NV NEVADA                                 982       1739       36200
15 000 08 000 CO COLORADO                               802       1667       31815
15 000 41 000 OR OREGON                                 781       1367       25372
15 000 04 000 AZ ARIZONA                                698       1398       28205
15 000 37 000 NC NORTH CAROLINA                         698       1655       28909
15 000 36 000 NY NEW YORK                               692       1250       24413
15 000 13 000 GA GEORGIA                                618       1543       24381
15 000 24 000 MD MARYLAND                               539       1237       30423
15 000 17 000 IL ILLINOIS                               410        747       15458
15 000 42 000 PA PENNSYLVANIA                           360        580       12928
15 000 29 000 MO MISSOURI                               350        774       12432
15 000 49 000 UT UTAH                                   334        731       10410
15 000 26 000 MI MICHIGAN                               320        608       10239
15 000 02 000 AK ALASKA                                 316        625        9708
15 000 47 000 TN TENNESSEE                              308        684       11333
15 000 45 000 SC SOUTH CAROLINA                         306        673       13284
15 000 39 000 OH OHIO                                   287        587        9612
15 000 40 000 OK OKLAHOMA                               284        668       10672
15 000 25 000 MA MASSACHUSETTS                          264        429        9360
15 000 01 000 AL ALABAMA                                250        602       10234
15 000 34 000 NJ NEW JERSEY                             228        412        9135
15 000 22 000 LA LOUISIANA                              205        497        7951
15 000 20 000 KS KANSAS                                 196        513        8635
15 000 21 000 KY KENTUCKY                               178        459        6667
15 000 27 000 MN MINNESOTA                              177        295        6692
15 000 35 000 NM NEW MEXICO                             170        313        8151
15 000 55 000 WI WISCONSIN                              168        279        6156
15 000 18 000 IN INDIANA                                162        327        5630
15 000 16 000 ID IDAHO                                  148        293        5554
15 000 09 000 CT CONNECTICUT                            138        271        5394
15 000 19 000 IA IOWA                                   118        236        3659
15 000 05 000 AR ARKANSAS                               109        230        3008
15 000 30 000 MT MONTANA                                 99        189        3121
15 000 31 000 NE NEBRASKA                                94        198        3596
15 000 44 000 RI RHODE ISLAND                            84        180        4250
15 000 28 000 MS MISSISSIPPI                             81        196        2955
15 000 11 000 DC DISTRICT OF COLUMBIA                    75        118        4265
15 000 23 000 ME MAINE                                   74        153        2799
15 000 33 000 NH NEW HAMPSHIRE                           55         99        2055
15 000 56 000 WY WYOMING                                 53         90        2058
15 000 54 000 WV WEST VIRGINIA                           50        103        1896
15 000 38 000 ND NORTH DAKOTA                            46        111        1792
15 000 46 000 SD SOUTH DAKOTA                            39         92        1747
15 000 50 000 VT VERMONT                                 37         70        1291
15 000 10 000 DE DELAWARE                                31         62        1225
16 000 96 000 ID ID Total Mig - US & For              21500      44488      766669
16 000 97 000 ID ID Total Mig - US                    21023      43529      750293
16 000 98 000 ID ID Total Mig - Foreign                 477        959       16377
16 000 16 000 ID ID Non-Migrants                     517136    1225411    25094092
16 000 53 000 WA WASHINGTON                            3885       7616      138976
16 000 49 000 UT UTAH                                  2298       5220       73501
16 000 06 000 CA CALIFORNIA                            2279       4517       79242
16 000 41 000 OR OREGON                                1895       3786       57283
16 000 48 000 TX TEXAS                                 1004       2292       39898
16 000 04 000 AZ ARIZONA                               1000       2100       35348
16 000 30 000 MT MONTANA                                833       1595       26985
16 000 32 000 NV NEVADA                                 784       1600       30236
16 000 08 000 CO COLORADO                               770       1684       35135
16 000 12 000 FL FLORIDA                                582       1035       19367
16 000 56 000 WY WYOMING                                545       1196       21673
16 000 57 000 FR Foreign                                477        959       16377
16 000 02 000 AK ALASKA                                 352        679       13706
16 000 37 000 NC NORTH CAROLINA                         267        584       10808
16 000 38 000 ND NORTH DAKOTA                           253        584       10350
16 000 51 000 VA VIRGINIA                               244        550       11475
16 000 35 000 NM NEW MEXICO                             224        503        9442
16 000 29 000 MO MISSOURI                               214        490        7637
16 000 17 000 IL ILLINOIS                               206        417        7555
16 000 36 000 NY NEW YORK                               202        347        6159
16 000 13 000 GA GEORGIA                                200        406        5786
16 000 39 000 OH OHIO                                   196        425        7369
16 000 27 000 MN MINNESOTA                              194        410        8170
16 000 42 000 PA PENNSYLVANIA                           185        374        7879
16 000 15 000 HI HAWAII                                 180        329        5747
16 000 26 000 MI MICHIGAN                               165        331        4817
16 000 55 000 WI WISCONSIN                              157        315        6566
16 000 40 000 OK OKLAHOMA                               156        372        6103
16 000 47 000 TN TENNESSEE                              144        325        4872
16 000 18 000 IN INDIANA                                131        259        5469
16 000 20 000 KS KANSAS                                 131        298        3921
16 000 31 000 NE NEBRASKA                               123        273        4132
16 000 46 000 SD SOUTH DAKOTA                           115        255        4787
16 000 19 000 IA IOWA                                   114        281          40
16 000 45 000 SC SOUTH CAROLINA                         106        246        5031
16 000 05 000 AR ARKANSAS                               105        247        3384
16 000 24 000 MD MARYLAND                               100        193        4835
16 000 01 000 AL ALABAMA                                 93        237        4242
16 000 25 000 MA MASSACHUSETTS                           89        151        3673
16 000 21 000 KY KENTUCKY                                85        187        3022
16 000 22 000 LA LOUISIANA                               70        137        2420
16 000 34 000 NJ NEW JERSEY                              70        144        3626
16 000 28 000 MS MISSISSIPPI                             52        105        1386
16 000 09 000 CT CONNECTICUT                             47         96        1696
16 000 54 000 WV WEST VIRGINIA                           38         67        1024
16 000 23 000 ME MAINE                                   33         70        1874
16 000 33 000 NH NEW HAMPSHIRE                           30         60        1206
16 000 50 000 VT VERMONT                                 26         52         638
16 000 10 000 DE DELAWARE                                21         45         834
16 000 11 000 DC DISTRICT OF COLUMBIA                    21         22         601
16 000 44 000 RI RHODE ISLAND                             9         22         368
17 000 96 000 IL IL Total Mig - US & For             119487     215596     6576331
17 000 97 000 IL IL Total Mig - US                   116056     209921     6381579
17 000 98 000 IL IL Total Mig - Foreign                3431       5675      194753
17 000 17 000 IL IL Non-Migrants                    4808090   10618213   301246668
17 000 12 000 FL FLORIDA                               9931      16581      696968
17 000 06 000 CA CALIFORNIA                            9619      16063      600848
17 000 18 000 IN INDIANA                               9255      18555      367347
17 000 48 000 TX TEXAS                                 8535      17455      561402
17 000 55 000 WI WISCONSIN                             7958      14931      372280
17 000 29 000 MO MISSOURI                              7482      12963      305438
17 000 19 000 IA IOWA                                  4761       8636      186652
17 000 26 000 MI MICHIGAN                              4406       7780      232167
17 000 36 000 NY NEW YORK                              4299       6057      283369
17 000 04 000 AZ ARIZONA                               3970       7119      214634
17 000 13 000 GA GEORGIA                               3495       6807      194408
17 000 57 000 FR Foreign                               3431       5675      194753
17 000 08 000 CO COLORADO                              3186       5307      163553
17 000 39 000 OH OHIO                                  3159       5819      189522
17 000 47 000 TN TENNESSEE                             2844       5489      149051
17 000 51 000 VA VIRGINIA                              2672       5052      154424
17 000 37 000 NC NORTH CAROLINA                        2618       5004      159353
17 000 27 000 MN MINNESOTA                             2583       4746      140094
17 000 53 000 WA WASHINGTON                            1996       3555      114504
17 000 21 000 KY KENTUCKY                              1920       3771       82171
17 000 42 000 PA PENNSYLVANIA                          1888       3372      131242
17 000 25 000 MA MASSACHUSETTS                         1565       2372      113333
17 000 34 000 NJ NEW JERSEY                            1446       2685      117264
17 000 32 000 NV NEVADA                                1316       2329       64477
17 000 24 000 MD MARYLAND                              1303       2253       86914
17 000 05 000 AR ARKANSAS                              1144       2295       54398
17 000 45 000 SC SOUTH CAROLINA                        1135       2142       63387
17 000 20 000 KS KANSAS                                 991       1988       49214
17 000 41 000 OR OREGON                                 956       1461       44204
17 000 28 000 MS MISSISSIPPI                            938       1781       32073
17 000 01 000 AL ALABAMA                                928       1846       39830
17 000 22 000 LA LOUISIANA                              842       1490       36324
17 000 40 000 OK OKLAHOMA                               796       1603       35303
17 000 11 000 DC DISTRICT OF COLUMBIA                   711        843       39246
17 000 09 000 CT CONNECTICUT                            674       1215       68134
17 000 31 000 NE NEBRASKA                               670       1290       33860
17 000 35 000 NM NEW MEXICO                             555        980       26571
17 000 15 000 HI HAWAII                                 543        939       21463
17 000 49 000 UT UTAH                                   482        989       24634
17 000 02 000 AK ALASKA                                 328        557       12581
17 000 16 000 ID IDAHO                                  266        507       18584
17 000 30 000 MT MONTANA                                253        389        9195
17 000 46 000 SD SOUTH DAKOTA                           241        458       11898
17 000 56 000 WY WYOMING                                223        361       12135
17 000 54 000 WV WEST VIRGINIA                          196        391        9193
17 000 38 000 ND NORTH DAKOTA                           184        330        6893
17 000 23 000 ME MAINE                                  181        297       10216
17 000 33 000 NH NEW HAMPSHIRE                          177        316       11413
17 000 10 000 DE DELAWARE                               167        336       10040
17 000 44 000 RI RHODE ISLAND                           148        247        9971
17 000 50 000 VT VERMONT                                120        169        9399
18 000 96 000 IN IN Total Mig - US & For              57671     108663     2417427
18 000 97 000 IN IN Total Mig - US                    56618     106864     2377946
18 000 98 000 IN IN Total Mig - Foreign                1053       1799       39481
18 000 18 000 IN IN Non-Migrants                    2396785    5341854   126807541
18 000 17 000 IL ILLINOIS                              7706      14429      292505
18 000 12 000 FL FLORIDA                               5859      10067      274530
18 000 21 000 KY KENTUCKY                              4734       9158      163059
18 000 39 000 OH OHIO                                  4371       8341      173044
18 000 26 000 MI MICHIGAN                              3536       6961      147585
18 000 48 000 TX TEXAS                                 3489       7120      143844
18 000 06 000 CA CALIFORNIA                            2854       4882      119892
18 000 47 000 TN TENNESSEE                             2104       4117       91356
18 000 13 000 GA GEORGIA                               1692       3331       64884
18 000 37 000 NC NORTH CAROLINA                        1647       3325       79305
18 000 04 000 AZ ARIZONA                               1387       2561       62245
18 000 36 000 NY NEW YORK                              1213       2019       50979
18 000 51 000 VA VIRGINIA                              1179       2175       53003
18 000 08 000 CO COLORADO                              1149       1952       44663
18 000 29 000 MO MISSOURI                              1078       2191       52652
18 000 57 000 FR Foreign                               1053       1799       39481
18 000 42 000 PA PENNSYLVANIA                          1035       2060       53122
18 000 55 000 WI WISCONSIN                              989       1969       46940
18 000 53 000 WA WASHINGTON                             825       1540       35731
18 000 45 000 SC SOUTH CAROLINA                         763       1499       36810
18 000 01 000 AL ALABAMA                                690       1446       29544
18 000 27 000 MN MINNESOTA                              646       1269       28383
18 000 24 000 MD MARYLAND                               569       1023       29794
18 000 19 000 IA IOWA                                   561       1167       20940
18 000 40 000 OK OKLAHOMA                               469        918       17253
18 000 32 000 NV NEVADA                                 454        795       18136
18 000 34 000 NJ NEW JERSEY                             449        874       29246
18 000 22 000 LA LOUISIANA                              422        874       16323
18 000 25 000 MA MASSACHUSETTS                          421        673       28628
18 000 05 000 AR ARKANSAS                               420        826       14647
18 000 20 000 KS KANSAS                                 411        904       17267
18 000 41 000 OR OREGON                                 396        662       15650
18 000 28 000 MS MISSISSIPPI                            358        737       12104
18 000 35 000 NM NEW MEXICO                             268        494       10920
18 000 49 000 UT UTAH                                   250        533       11466
18 000 09 000 CT CONNECTICUT                            242        405       14864
18 000 54 000 WV WEST VIRGINIA                          221        496        8775
18 000 31 000 NE NEBRASKA                               214        438        9359
18 000 15 000 HI HAWAII                                 201        330        5689
18 000 02 000 AK ALASKA                                 191        329        6642
18 000 11 000 DC DISTRICT OF COLUMBIA                   161        188        6060
18 000 46 000 SD SOUTH DAKOTA                           135        264        6343
18 000 56 000 WY WYOMING                                134        224        4741
18 000 33 000 NH NEW HAMPSHIRE                          128        214        5515
18 000 16 000 ID IDAHO                                  119        236        4418
18 000 30 000 MT MONTANA                                116        198        4396
18 000 38 000 ND NORTH DAKOTA                           100        187        4736
18 000 23 000 ME MAINE                                   72        131        2568
18 000 44 000 RI RHODE ISLAND                            71        114        2145
18 000 10 000 DE DELAWARE                                63        108        3438
18 000 50 000 VT VERMONT                                 56        110        1804
19 000 96 000 IA IA Total Mig - US & For              30899      56575     1374050
19 000 97 000 IA IA Total Mig - US                    30417      55759     1356033
19 000 98 000 IA IA Total Mig - Foreign                 482        816       18017
19 000 19 000 IA IA Non-Migrants                    1144466    2490932    65485671
19 000 17 000 IL ILLINOIS                              3867       6889      145593
19 000 31 000 NE NEBRASKA                              2993       5548      108286
19 000 27 000 MN MINNESOTA                             2375       4259      104760
19 000 48 000 TX TEXAS                                 2006       4047       90761
19 000 29 000 MO MISSOURI                              1725       3112       72667
19 000 12 000 FL FLORIDA                               1536       2560       91210
19 000 06 000 CA CALIFORNIA                            1501       2682       58332
19 000 55 000 WI WISCONSIN                             1316       2479       59801
19 000 08 000 CO COLORADO                              1225       1996       47630
19 000 46 000 SD SOUTH DAKOTA                          1064       1917       96837
19 000 04 000 AZ ARIZONA                               1049       1812       44238
19 000 20 000 KS KANSAS                                 677       1278       31046
19 000 37 000 NC NORTH CAROLINA                         608       1190       29614
19 000 26 000 MI MICHIGAN                               579       1145       31673
19 000 53 000 WA WASHINGTON                             512        949       20155
19 000 57 000 FR Foreign                                482        816       18017
19 000 13 000 GA GEORGIA                                481        894       19374
19 000 36 000 NY NEW YORK                               470        758       15082
19 000 18 000 IN INDIANA                                458        964       20921
19 000 39 000 OH OHIO                                   448        911       23989
19 000 47 000 TN TENNESSEE                              436        845       20522
19 000 51 000 VA VIRGINIA                               405        743       18969
19 000 40 000 OK OKLAHOMA                               331        653       12472
19 000 42 000 PA PENNSYLVANIA                           324        636       15739
19 000 41 000 OR OREGON                                 318        539       15275
19 000 05 000 AR ARKANSAS                               312        612       12771
19 000 32 000 NV NEVADA                                 257        468       14150
19 000 24 000 MD MARYLAND                               247        417       12255
19 000 45 000 SC SOUTH CAROLINA                         226        467       11752
19 000 21 000 KY KENTUCKY                               217        459        9199
19 000 25 000 MA MASSACHUSETTS                          200        309        8237
19 000 01 000 AL ALABAMA                                198        420        9652
19 000 34 000 NJ NEW JERSEY                             188        324        7948
19 000 22 000 LA LOUISIANA                              181        365        6585
19 000 35 000 NM NEW MEXICO                             181        327        8121
19 000 38 000 ND NORTH DAKOTA                           173        321        7256
19 000 28 000 MS MISSISSIPPI                            168        334        6164
19 000 16 000 ID IDAHO                                  135        258        5710
19 000 49 000 UT UTAH                                   135        313        5327
19 000 56 000 WY WYOMING                                124        221        4560
19 000 15 000 HI HAWAII                                 116        202        4314
19 000 30 000 MT MONTANA                                116        225        5299
19 000 09 000 CT CONNECTICUT                            111        187        4619
19 000 02 000 AK ALASKA                                 108        181        3779
19 000 11 000 DC DISTRICT OF COLUMBIA                    83         94        3313
19 000 23 000 ME MAINE                                   58        114        1973
19 000 33 000 NH NEW HAMPSHIRE                           47         78        2013
19 000 54 000 WV WEST VIRGINIA                           44         89        2240
19 000 10 000 DE DELAWARE                                40         79        1879
19 000 50 000 VT VERMONT                                 27         51         982
19 000 44 000 RI RHODE ISLAND                            21         38         993
20 000 96 000 KS KS Total Mig - US & For              39673      79113     1739149
20 000 97 000 KS KS Total Mig - US                    38744      76973     1694002
20 000 98 000 KS KS Total Mig - Foreign                 929       2140       45147
20 000 20 000 KS KS Non-Migrants                    1025543    2282124    59377266
20 000 29 000 MO MISSOURI                              8710      15644      346012
20 000 48 000 TX TEXAS                                 4397       9451      227645
20 000 40 000 OK OKLAHOMA                              2635       5560       93226
20 000 08 000 CO COLORADO                              2002       3889       85792
20 000 06 000 CA CALIFORNIA                            1996       3732       84399
20 000 12 000 FL FLORIDA                               1931       3354       83583
20 000 31 000 NE NEBRASKA                              1210       2352       46495
20 000 13 000 GA GEORGIA                               1080       2562       52825
20 000 04 000 AZ ARIZONA                               1006       1876       45356
20 000 17 000 IL ILLINOIS                              1005       1829       47648
20 000 57 000 FR Foreign                                929       2140       45147
20 000 37 000 NC NORTH CAROLINA                         840       1939       44652
20 000 53 000 WA WASHINGTON                             788       1690       39862
20 000 51 000 VA VIRGINIA                               722       1682       38921
20 000 05 000 AR ARKANSAS                               711       1536       30266
20 000 19 000 IA IOWA                                   703       1434       33285
20 000 36 000 NY NEW YORK                               681       1279       25757
20 000 47 000 TN TENNESSEE                              601       1231       24381
20 000 39 000 OH OHIO                                   561       1127       24516
20 000 26 000 MI MICHIGAN                               476       1003       19790
20 000 42 000 PA PENNSYLVANIA                           434        900       22735
20 000 27 000 MN MINNESOTA                              427        840       22517
20 000 18 000 IN INDIANA                                387        823       20987
20 000 35 000 NM NEW MEXICO                             368        732       13965
20 000 41 000 OR OREGON                                 364        635       12020
20 000 01 000 AL ALABAMA                                357        794       13954
20 000 21 000 KY KENTUCKY                               349        867       15199
20 000 55 000 WI WISCONSIN                              342        685       14734
20 000 22 000 LA LOUISIANA                              341        742       15190
20 000 45 000 SC SOUTH CAROLINA                         326        752       17336
20 000 32 000 NV NEVADA                                 318        575       11172
20 000 24 000 MD MARYLAND                               280        605       14642
20 000 15 000 HI HAWAII                                 216        535        9092
20 000 49 000 UT UTAH                                   215        514        8275
20 000 34 000 NJ NEW JERSEY                             205        403       10052
20 000 25 000 MA MASSACHUSETTS                          199        338        9013
20 000 46 000 SD SOUTH DAKOTA                           186        350        9318
20 000 02 000 AK ALASKA                                 177        424        7305
20 000 28 000 MS MISSISSIPPI                            175        359        6605
20 000 56 000 WY WYOMING                                161        312        7439
20 000 16 000 ID IDAHO                                  151        315        5815
20 000 09 000 CT CONNECTICUT                            128        241       10919
20 000 30 000 MT MONTANA                                118        218        4000
20 000 38 000 ND NORTH DAKOTA                           112        200        3735
20 000 11 000 DC DISTRICT OF COLUMBIA                    76        101        3032
20 000 54 000 WV WEST VIRGINIA                           76        164        2890
20 000 23 000 ME MAINE                                   48         91        1837
20 000 10 000 DE DELAWARE                                47         86        2127
20 000 33 000 NH NEW HAMPSHIRE                           47         93        2135
20 000 44 000 RI RHODE ISLAND                            32         57         873
20 000 50 000 VT VERMONT                                 27         52         679
21 000 96 000 KY KY Total Mig - US & For              41468      82751     1674472
21 000 97 000 KY KY Total Mig - US                    40699      81074     1642399
21 000 98 000 KY KY Total Mig - Foreign                 769       1677       32073
21 000 21 000 KY KY Non-Migrants                    1480394    3269912    74601895
21 000 39 000 OH OHIO                                  5128       9470      188826
21 000 47 000 TN TENNESSEE                             4662       9880      166229
21 000 18 000 IN INDIANA                               4505       8943      156552
21 000 12 000 FL FLORIDA                               3986       6980      181567
21 000 48 000 TX TEXAS                                 2430       5376      102393
21 000 13 000 GA GEORGIA                               1707       3739       68995
21 000 17 000 IL ILLINOIS                              1527       2897       59391
21 000 06 000 CA CALIFORNIA                            1400       2496       55551
21 000 37 000 NC NORTH CAROLINA                        1358       2910       59316
21 000 51 000 VA VIRGINIA                              1088       2267       48283
21 000 26 000 MI MICHIGAN                              1075       2196       42643
21 000 01 000 AL ALABAMA                                846       1855       36271
21 000 36 000 NY NEW YORK                               846       1520       29965
21 000 29 000 MO MISSOURI                               811       1724       32406
21 000 45 000 SC SOUTH CAROLINA                         773       1554       39571
21 000 57 000 FR Foreign                                769       1677       32073
21 000 42 000 PA PENNSYLVANIA                           709       1442       34103
21 000 54 000 WV WEST VIRGINIA                          678       1353       25059
21 000 08 000 CO COLORADO                               581       1175       25476
21 000 04 000 AZ ARIZONA                                556       1113       23751
21 000 53 000 WA WASHINGTON                             539       1124       22936
21 000 22 000 LA LOUISIANA                              398        834       16019
21 000 24 000 MD MARYLAND                               390        750       19928
21 000 28 000 MS MISSISSIPPI                            353        744       14616
21 000 55 000 WI WISCONSIN                              341        636       14311
21 000 40 000 OK OKLAHOMA                               314        726       12189
21 000 05 000 AR ARKANSAS                               312        652       13067
21 000 20 000 KS KANSAS                                 293        746       13963
21 000 34 000 NJ NEW JERSEY                             257        477       17653
21 000 25 000 MA MASSACHUSETTS                          252        437       11148
21 000 27 000 MN MINNESOTA                              243        471        9783
21 000 32 000 NV NEVADA                                 214        355        9123
21 000 41 000 OR OREGON                                 209        387        8258
21 000 19 000 IA IOWA                                   207        461       11441
21 000 15 000 HI HAWAII                                 196        461        6719
21 000 49 000 UT UTAH                                   173        372        7310
21 000 02 000 AK ALASKA                                 172        424        7860
21 000 35 000 NM NEW MEXICO                             155        280        6559
21 000 09 000 CT CONNECTICUT                            139        260        8371
21 000 31 000 NE NEBRASKA                               124        254        4837
21 000 11 000 DC DISTRICT OF COLUMBIA                   115        139        5051
21 000 16 000 ID IDAHO                                   91        191        3501
21 000 30 000 MT MONTANA                                 81        151        3076
21 000 23 000 ME MAINE                                   80        172        3529
21 000 33 000 NH NEW HAMPSHIRE                           71        101        2374
21 000 46 000 SD SOUTH DAKOTA                            66        137        3350
21 000 56 000 WY WYOMING                                 63        122        2277
21 000 10 000 DE DELAWARE                                58        115        2678
21 000 50 000 VT VERMONT                                 56         73        1362
21 000 38 000 ND NORTH DAKOTA                            41         80        1534
21 000 44 000 RI RHODE ISLAND                            30         52        1231
22 000 96 000 LA LA Total Mig - US & For              39888      78168     1652884
22 000 97 000 LA LA Total Mig - US                    38907      76256     1611770
22 000 98 000 LA LA Total Mig - Foreign                 981       1912       41114
22 000 22 000 LA LA Non-Migrants                    1512387    3345514    78270329
22 000 48 000 TX TEXAS                                11530      23452      513065
22 000 12 000 FL FLORIDA                               3207       5392      116910
22 000 28 000 MS MISSISSIPPI                           3057       6429      110955
22 000 13 000 GA GEORGIA                               1999       3844       67091
22 000 06 000 CA CALIFORNIA                            1912       3416       67819
22 000 05 000 AR ARKANSAS                              1268       2631       50392
22 000 01 000 AL ALABAMA                               1167       2480       52421
22 000 47 000 TN TENNESSEE                             1124       2262       51657
22 000 37 000 NC NORTH CAROLINA                        1043       2159       48198
22 000 57 000 FR Foreign                                981       1912       41114
22 000 51 000 VA VIRGINIA                               945       1893       52327
22 000 36 000 NY NEW YORK                               909       1519       33200
22 000 08 000 CO COLORADO                               734       1432       33071
22 000 17 000 IL ILLINOIS                               671       1192       25060
22 000 40 000 OK OKLAHOMA                               661       1386       25496
22 000 29 000 MO MISSOURI                               656       1304       26408
22 000 39 000 OH OHIO                                   557       1106       29405
22 000 53 000 WA WASHINGTON                             549       1057       21350
22 000 42 000 PA PENNSYLVANIA                           511        937       24226
22 000 26 000 MI MICHIGAN                               506        959       17900
22 000 45 000 SC SOUTH CAROLINA                         472        991       24939
22 000 04 000 AZ ARIZONA                                448        879       21970
22 000 24 000 MD MARYLAND                               422        778       17054
22 000 18 000 IN INDIANA                                406        812       16384
22 000 21 000 KY KENTUCKY                               382        841       14198
22 000 32 000 NV NEVADA                                 288        546        9481
22 000 20 000 KS KANSAS                                 283        611       11980
22 000 34 000 NJ NEW JERSEY                             283        494       11428
22 000 25 000 MA MASSACHUSETTS                          270        406        9515
22 000 55 000 WI WISCONSIN                              225        431        8902
22 000 41 000 OR OREGON                                 215        374        5814
22 000 15 000 HI HAWAII                                 203        447        6597
22 000 35 000 NM NEW MEXICO                             201        385        7524
22 000 27 000 MN MINNESOTA                              191        330        6278
22 000 02 000 AK ALASKA                                 180        408        8730
22 000 11 000 DC DISTRICT OF COLUMBIA                   142        162        5905
22 000 49 000 UT UTAH                                   135        278        5517
22 000 09 000 CT CONNECTICUT                            123        207        5447
22 000 31 000 NE NEBRASKA                               121        252        4902
22 000 19 000 IA IOWA                                   119        244        4640
22 000 54 000 WV WEST VIRGINIA                          116        234        6003
22 000 16 000 ID IDAHO                                   97        202        3609
22 000 56 000 WY WYOMING                                 96        209        5586
22 000 38 000 ND NORTH DAKOTA                            94        191        4612
22 000 23 000 ME MAINE                                   76        135        5858
22 000 33 000 NH NEW HAMPSHIRE                           67        113        2745
22 000 30 000 MT MONTANA                                 65        120        2039
22 000 44 000 RI RHODE ISLAND                            52         90        2127
22 000 10 000 DE DELAWARE                                47         76        1577
22 000 46 000 SD SOUTH DAKOTA                            45        103        1964
22 000 50 000 VT VERMONT                                 37         57        1496
23 000 96 000 ME ME Total Mig - US & For              14003      22496      556931
23 000 97 000 ME ME Total Mig - US                    13701      21953      543807
23 000 98 000 ME ME Total Mig - Foreign                 302        543       13124
23 000 23 000 ME ME Non-Migrants                     498948    1006995    25896943
23 000 12 000 FL FLORIDA                               2259       3394       81008
23 000 25 000 MA MASSACHUSETTS                         1786       2502       73029
23 000 33 000 NH NEW HAMPSHIRE                         1618       2468       63730
23 000 36 000 NY NEW YORK                               737       1095       26306
23 000 06 000 CA CALIFORNIA                             586        895       20479
23 000 37 000 NC NORTH CAROLINA                         500        937       20658
23 000 48 000 TX TEXAS                                  484        920       19052
23 000 51 000 VA VIRGINIA                               483        942       20900
23 000 09 000 CT CONNECTICUT                            417        649       16397
23 000 42 000 PA PENNSYLVANIA                           373        621       14999
23 000 08 000 CO COLORADO                               310        481       10483
23 000 50 000 VT VERMONT                                304        466       17550
23 000 57 000 FR Foreign                                302        543       13124
23 000 13 000 GA GEORGIA                                296        500       12326
23 000 53 000 WA WASHINGTON                             255        444        9992
23 000 04 000 AZ ARIZONA                                244        414        9082
23 000 45 000 SC SOUTH CAROLINA                         220        369       12176
23 000 24 000 MD MARYLAND                               210        371        9882
23 000 34 000 NJ NEW JERSEY                             203        357       10491
23 000 44 000 RI RHODE ISLAND                           176        307        6494
23 000 47 000 TN TENNESSEE                              169        289        7801
23 000 39 000 OH OHIO                                   168        322        7214
23 000 17 000 IL ILLINOIS                               157        249        7571
23 000 41 000 OR OREGON                                 140        217        5622
23 000 26 000 MI MICHIGAN                               133        226        5465
23 000 55 000 WI WISCONSIN                               88        151        3681
23 000 02 000 AK ALASKA                                  87        162        4025
23 000 27 000 MN MINNESOTA                               84        164        4447
23 000 29 000 MO MISSOURI                                82        157        2889
